ID	QUESTION	ANSWER	CHOICES	gpt-4o	gpt-4o_maxd	gpt-4o_paths	mistral-large-latest	mistral-large-latest_maxd	mistral-large-latest_paths	claude-3-5-sonnet-20240620	claude-3-5-sonnet-20240620_maxd	claude-3-5-sonnet-20240620_paths
505	नीलस्य (वानरस्य) पिता कः अस्ति ?	अग्निदेवः; अग्निः		उत्तरम्: इन्द्रः	1		अग्निः	1	(:Monkey {'lemma': नील})<-[:IS_FATHER_OF]-({'lemma': अग्नि})	अग्निः	1	(:Monkey {'lemma': नील})-[:IS_SON_OF]->({'lemma': अग्नि}); (:Monkey {'lemma': नील})<-[:IS_FATHER_OF]-({'lemma': अग्नि})
506	राज्ञः दशरथस्य पितुः नाम किम् आसीत् ?	अजः		अजः	1	(:Human {'lemma': दशरथ})-[:IS_KNOWN_AS]->({'lemma': दशरथ}); (:Epithet {'lemma': दशरथ})<-[:IS_KNOWN_AS]-({'lemma': दशरथ}); (:Human {'lemma': दशरथ})<-[:IS_FATHER_OF]-({'lemma': अज}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': लक्ष्मण})	अजः	1	(:Human {'lemma': दशरथ})<-[:IS_FATHER_OF]-({'lemma': अज}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': लक्ष्मण}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': राम})	अजस्य	1	(:Human {'lemma': दशरथ})<-[:IS_FATHER_OF]-({'lemma': अज}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': लक्ष्मण}); (:Epithet {'lemma': दशरथ})-[:IS_FATHER_OF]->({'lemma': राम})
507	अंगदस्य (वानरस्य) पिता कः आसीत् ?	वाली		वालिः	1		वाली	1		उत्तरम्: वालिना	1	
508	श्रीरामस्य, लक्ष्मणस्य, भरतस्य, शत्रुघ्नस्य च पिता कः आसीत् ?	दशरथः		दशरथः	1	(:Human {'lemma': लक्ष्मण})<-[:IS_FATHER_OF]-({'lemma': दशरथ})	दशरथः	1	(:Human {'lemma': लक्ष्मण})<-[:IS_FATHER_OF]-({'lemma': दशरथ})	दशरथः	1	(:Human {'lemma': लक्ष्मण})<-[:IS_FATHER_OF]-({'lemma': दशरथ})
509	मन्दोदर्याः पितुः नाम किम् आसीत् ?	मयः; मयदानवः		मयः	1		"मन्दोदर्याः पितुः नाम किम् आसीत् ?

उत्तरम्: कैकस्य"	1		"उत्तरम्: मयः

मन्दोदर्याः पिता मयः नाम्ना प्रसिद्धः आसीत् मयः दानवराजः, विश्वकर्मा च आसीत्"	1	
510	(सती) सुलोचनायाः पिता कः आसीत् ?	वासुकिः		सुग्रीवः	1		इन्द्रजित्	1		"उत्तरम्: मयेन

यद्यपि प्रश्ने दत्तं ज्ञानं पर्याप्तं नास्ति, रामायणानुसारं सुलोचना मयदानवस्य पुत्री आसीत् अतः सुलोचनायाः पिता मयः आसीत्"	1	
511	महर्षेः परशुरामस्य पितुः नाम किं आसीत् ?	जमदग्निः		जमदग्निः	1	(:Rishi {'lemma': परशुराम})<-[:IS_FATHER_OF]-({'lemma': जमदग्नि}); (:Rishi {'lemma': परशुराम})-[:CONTESTED_WITH]->({'lemma': राम}); (:Rishi {'lemma': परशुराम})-[:RETIRED_AT]->({'lemma': महेन्द्र})	जमदग्निः	1	(:Rishi {'lemma': परशुराम})<-[:IS_FATHER_OF]-({'lemma': जमदग्नि})	"उत्तरम्: जमदग्नेः

महर्षेः परशुरामस्य पिता जमदग्निः आसीत् जमदग्निः भृगुवंशीयः महर्षिः आसीत्, यः परशुरामस्य पिता अभवत्"	1	
512	महर्षेः विश्वामित्रस्य पितुः नाम किं आसीत् ?	गाधिः		गाधिः	1	(:Rishi {'lemma': विश्वामित्र})<-[:IS_FATHER_OF]-({'lemma': गाधि}); (:Rishi {'lemma': विश्वामित्र})<-[:IS_SON_OF]-({'lemma': मधुस्पन्द}); (:Rishi {'lemma': विश्वामित्र})<-[:IS_SON_OF]-({'lemma': दृढनेत्र})	गाधि	1	(:Rishi {'lemma': विश्वामित्र})<-[:IS_FATHER_OF]-({'lemma': गाधि})	गाधिना	1	(:Rishi {'lemma': विश्वामित्र})<-[:IS_SON_OF]-({'lemma': मधुस्पन्द}); (:Rishi {'lemma': विश्वामित्र})<-[:IS_SON_OF]-({'lemma': दृढनेत्र})
513	सुमालिनः (राक्षसस्य) पिता कः आसीत्?	सुकेशः		माल्यवान्	1		सुमालिनः पिता त्वष्टृ आसीत्	1	(:Gana {'lemma': राक्षस})<-[:FOUGHT_AGAINST]-({'lemma': त्वष्टृ}); (:Gana {'lemma': राक्षस})<-[:IS_QUALITY_OF]-({'lemma': पुरुषादक}); (:Gana {'lemma': राक्षस})<-[:BECAME]-({'lemma': प्रवृद्ध})	उत्तरम्: मालिना	1	
514	लवणासुरस्य पिता कः आसीत् ?	मधुुदैत्यः; मधुः		शुक्रः	1		मद्हु	1		"उत्तरम्: मधुः

लवणासुरस्य पिता मधुः आसीत् रामायणे मधुः नाम राक्षसः लवणासुरस्य जनकः इति वर्णितम्"	1	
515	शतानन्दस्य (जनकस्य पुरोहितस्य) पिता कः आसीत् ?	गौतमः		गौतमः	1		गौतमः	1		"उत्तरम्: गौतमेन

शतानन्दस्य पिता गौतमः आसीत् गौतमः प्रसिद्धः ऋषिः आसीत्, यस्य पुत्रः शतानन्दः जनकस्य पुरोहितः अभवत्"	1	
516	महाराजस्य गाधेः पितुः नाम किम् आसीत् ?	कुशनाभः		कुशः	1		कुशध्वजः	1		क्षमस्व, प्रश्ने दत्तायां जानकार्यां महाराजस्य गाधेः पितुः नाम न दृश्यते गाधिः विश्वामित्रस्य पिता आसीत्, सत्यवत्याः पिता च, किन्तु तस्य स्वस्य पितुः नाम न प्रदत्तम् अतः अस्य प्रश्नस्य सम्यग् उत्तरं दातुं न शक्नोमि	1	(:Human {'lemma': गाधि})-[:IS_FATHER_OF]->({'lemma': विश्वामित्र}); (:Human {'lemma': गाधि})<-[:IS_DAUGHTER_OF]-({'lemma': सत्यवती}); (:Human {'lemma': गाधि})-[:BORN_BECAUSE_OF]->({'lemma': पुत्रेष्टि})
517	सुन्दस्य दैत्यस्य पिता कः आसीत् ?	जम्भः		जम्बुका:	1	(:Rakshasa {'lemma': सुन्द})<-[:IS_WIFE_OF]-({'lemma': ताटका}); (:Rakshasa {'lemma': दैत्य})<-[:IS_MOTHER_OF]-({'lemma': दिति})	दिति	1	(:Rakshasa {'lemma': सुन्द})<-[:IS_WIFE_OF]-({'lemma': ताटका}); (:Rakshasa {'lemma': दैत्य})<-[:IS_MOTHER_OF]-({'lemma': दिति})	उत्तरम्: मालिना	1	
518	वानरयूथपत्युः मारीचस्य पिता कः आसीत् ?	मरीचः		ताटका	1	(:Rakshasa {'lemma': मारीच})-[:IS_SON_OF]->({'lemma': ताटका})	ताटका	1	(:Rakshasa {'lemma': मारीच})-[:IS_SON_OF]->({'lemma': ताटका})	"उत्तरम्: ताटकायाः

मारीचस्य माता ताटका आसीत्, न तु पिता प्रश्ने वानरयूथपत्युः मारीचस्य पितृविषये पृष्टम्, परन्तु निष्कर्षिते तथ्ये मारीचस्य मातुः नाम एव प्राप्यते अतः प्रश्नस्य सम्यक् उत्तरं दातुं न शक्यते मारीचस्य पितुः नाम अस्मिन् सन्दर्भे अज्ञातम्"	1	(:Rakshasa {'lemma': मारीच})-[:IS_SON_OF]->({'lemma': ताटका})
519	उल्कामुखस्य अनङ्गस्य च (वानरयोः) पिता कः आसीत् ?	अग्निः		वायुः	1		अग्निः	1	(:Monkey {'lemma': अनङ्ग})-[:IS_SON_OF]->({'lemma': अग्नि}); (:Animal {'lemma': वानर})-[:LIVED_AT]->({'lemma': चन्दनवन}); (:Animal {'lemma': वानर})-[:JOINED_THE_FORCE_OF]->({'lemma': राम})	अग्निः	1	(:Monkey {'lemma': अनङ्ग})-[:IS_SON_OF]->({'lemma': अग्नि})
520	महोदरस्य राक्षसस्य पिता कः आसीत् ?	विश्रवाः		सुमाली	1		महोदरस्य राक्षसस्य पिता न ज्ञायते	1	(:Rakshasa {'lemma': महोदर})-[:PLACE_WAS_VISITED_BY]->({'lemma': हनुमान्}); (:Gana {'lemma': राक्षस})<-[:FOUGHT_AGAINST]-({'lemma': त्वष्टृ}); (:Gana {'lemma': राक्षस})<-[:IS_QUALITY_OF]-({'lemma': पुरुषादक})	उत्तरम्: खरः	1	
521	मान्धातुः पितुर्नाम किमासीत्?	युवनाश्वः		युवनाश्वः	1		युवनाश्वः	1		उत्तरम्: युवनाश्वस्य	1	
522	त्रिशिसस्य राक्षसस्य पिता कः आसीत्?	रावणः		रावणः	1		त्वष्टृ	1	(:Gana {'lemma': राक्षस})<-[:FOUGHT_AGAINST]-({'lemma': त्वष्टृ}); (:Gana {'lemma': राक्षस})<-[:IS_QUALITY_OF]-({'lemma': पुरुषादक}); (:Gana {'lemma': राक्षस})<-[:BECAME]-({'lemma': प्रवृद्ध})	"उत्तरम्: रावणः

त्रिशिरस्य राक्षसस्य पिता रावणः आसीत् रावणः लङ्काधिपतिः आसीत् यः रामायणे प्रमुखः खलपात्रम् अस्ति"	1	
523	मांडव्याः श्रुतकीर्त्याः च पिता कः आसीत्?	कुशध्वजः		जनकः	1		"मांडव्याः श्रुतकीर्त्याः च पिता कः आसीत्?

उत्तरम्: अरुन्धती"	1		उत्तरम्: कुशध्वजः	1	
524	राजा जनकस्य पिता कः?	ह्रस्वरोमा		सीरध्वजः	1		राजा जनकस्य पिता नन्द	1		"उत्तरम्: हृस्वरोमा

राजा जनकस्य पिता हृस्वरोमा आसीत् रामायणे जनकस्य पितुः नाम स्पष्टतया न उल्लिखितम्, परन्तु पौराणिक साहित्ये हृस्वरोमा इति नाम प्राप्यते"	1	
525	ककुत्स्थस्य पितुः नाम कथयतु।	भगीरथः		दिलीपः	1	(:Human {'lemma': ककुत्स्थ})-[:IS_SON_OF]->({'lemma': भगीरथ}); (:Human {'lemma': ककुत्स्थ})<-[:IS_FATHER_OF]-({'lemma': भगीरथ}); (:Human {'lemma': ककुत्स्थ})-[:IS_FATHER_OF]->({'lemma': रघु})	भगीरथः	1	(:Human {'lemma': ककुत्स्थ})-[:IS_SON_OF]->({'lemma': भगीरथ}); (:Human {'lemma': ककुत्स्थ})<-[:IS_FATHER_OF]-({'lemma': भगीरथ})	भगीरथः	1	(:Human {'lemma': ककुत्स्थ})-[:IS_SON_OF]->({'lemma': भगीरथ}); (:Human {'lemma': ककुत्स्थ})<-[:IS_FATHER_OF]-({'lemma': भगीरथ}); (:Human {'lemma': ककुत्स्थ})-[:IS_FATHER_OF]->({'lemma': रघु}); (:Human {'lemma': दशरथ})<-[:IS_FATHER_OF]-({'lemma': अज})
526	कैकेय्याः पितुः नाम किमासीत्?	अश्वपतिः		अश्वपति:	1	(:Human {'lemma': कैकेयी})-[:IS_MOTHER_OF]->({'lemma': भरत}); (:Human {'lemma': कैकेयी})<-[:IS_REFERRED_BY]-({'lemma': अलर्क})	अश्वपति	1	(:Human {'lemma': कैकेयी})-[:IS_MOTHER_OF]->({'lemma': भरत}); (:Human {'lemma': कैकेयी})<-[:IS_REFERRED_BY]-({'lemma': अलर्क})	उत्तरम्: अश्वपतिना	1	
527	अंशुमतः पिता कः आसीत्?	असमञ्जः		दशरथः	1		अंशुमतः पिता राजा अश्वपति आसीत्	1		"उत्तरम्: असमञ्जसः

अंशुमतः पिता असमञ्जसः आसीत् असमञ्जसः सगरस्य पुत्रः आसीत्, अतः अंशुमान् सगरस्य पौत्रः भवति"	1	
528	विराधराक्षसस्य पिता कः आसीत्?	जयः		जया	1		जय-रावणः	1		"उत्तरम्: जयन्तः

रामायणे विराधराक्षसस्य पिता जयन्तः नाम्ना उल्लिखितः अस्ति विराधः शतहृदस्य पुत्रः आसीत्, परन्तु जयन्तः तस्य जैविकः पिता आसीत्"	1	
529	जमदग्निऋषेः पिता कः आसीत्?	ऋचीकः		ऋचीकः	1		रिचिकः	1		उत्तरम्: ऋचीकेन	1	
530	पूरोः पिता कः आसीत्?	ययातिः		दशरथः	1		ययातिः	1	(:Human {'lemma': पूरु})-[:IS_SON_OF]->({'lemma': ययाति}); (:Human {'lemma': पूरु})-[:IS_THE_KING_OF]->({'lemma': काशी})	ययातिः	1	(:Human {'lemma': पूरु})-[:IS_SON_OF]->({'lemma': ययाति})
531	नहुषस्य पिता कः आसीत् ?	आयुः		अयुत	1	(:Human {'lemma': नहुष})-[:IS_FATHER_OF]->({'lemma': ययाति}); (:Human {'lemma': नहुष})<-[:IS_SON_OF]-({'lemma': ययाति}); (:Human {'lemma': नहुष})<-[:IS_FATHER_OF]-({'lemma': अम्बरीष})	ययातिः	1	(:Human {'lemma': नहुष})-[:IS_FATHER_OF]->({'lemma': ययाति}); (:Human {'lemma': नहुष})<-[:IS_SON_OF]-({'lemma': ययाति}); (:Human {'lemma': नहुष})<-[:IS_FATHER_OF]-({'lemma': अम्बरीष})	अम्बरीषः	1	(:Human {'lemma': नहुष})<-[:IS_SON_OF]-({'lemma': ययाति}); (:Human {'lemma': नहुष})-[:IS_FATHER_OF]->({'lemma': ययाति}); (:Human {'lemma': नहुष})<-[:IS_FATHER_OF]-({'lemma': अम्बरीष})
532	रघोः पिता कः आसीत् ?	दिलीपः		दिलीपः	1		दशरथः	1	(:Human {'lemma': रघु})-[:IS_FATHER_OF]->({'lemma': प्रवृद्ध}); (:Human {'lemma': रघु})<-[:IS_FATHER_OF]-({'lemma': ककुत्स्थ})	उत्तरम्: दिलीपः	1	(:Human {'lemma': रघु})<-[:IS_FATHER_OF]-({'lemma': ककुत्स्थ}); (:Human {'lemma': दशरथ})<-[:IS_FATHER_OF]-({'lemma': अज})
533	कुबेरस्य पिता कः आसीत् ?	विश्रवाः		विश्रवा	1	(:Rakshasa {'lemma': कुबेर})-[:IS_SON_OF]->({'lemma': विश्रवा}); (:Rakshasa {'lemma': कुबेर})-[:IS_SON_OF]->({'lemma': विश्रवा})	विश्रवाः	1	(:Rakshasa {'lemma': कुबेर})-[:IS_SON_OF]->({'lemma': विश्रवा}); (:Rakshasa {'lemma': कुबेर})<-[:IS_SON_OF]-({'lemma': नलकूवर}); (:Rakshasa {'lemma': कुबेर})<-[:IS_SON_OF]-({'lemma': गन्धमादन})	विश्रवसः	1	(:Rakshasa {'lemma': कुबेर})-[:IS_SON_OF]->({'lemma': विश्रवा}); (:Rakshasa {'lemma': कुबेर})<-[:IS_SON_OF]-({'lemma': नलकूवर}); (:Rakshasa {'lemma': कुबेर})<-[:IS_SON_OF]-({'lemma': गन्धमादन})
534	ऋषेः दुर्वाससः पिता कः आसीत् ?	अत्रिः		अत्रिः	1		अत्रिः	1		"उत्तरम्: अत्रिः

ऋषेः दुर्वाससः पिता अत्रिः आसीत् अत्रिः सप्तर्षीणाम् अन्यतमः प्रसिद्धः ऋषिः आसीत्"	1	
535	त्रिशङ्कोः पिता कः आसीत् ?	पृथुः		सत्यव्रतः	1		धुन्धुमारः	1	(:Human {'lemma': त्रिशङ्कु})-[:IS_FATHER_OF]->({'lemma': धुन्धुमार}); (:Human {'lemma': त्रिशङ्कु})<-[:IS_FATHER_OF]-({'lemma': पृथु})	पृथुना	1	(:Human {'lemma': त्रिशङ्कु})<-[:IS_FATHER_OF]-({'lemma': पृथु}); (:Human {'lemma': त्रिशङ्कु})-[:IS_FATHER_OF]->({'lemma': धुन्धुमार})
536	स्वयंप्रभाया: पिता कः आसीत् ?	मेरुसावर्णिः		मेरुः	1		स्वयंप्रभायाः पिता सुमन्त्रः आसीत्	1		उत्तरम्: मेरुपर्वतः	1	
537	रावणस्य पितामहः कः आसीत् ?	पुलस्त्यः		पुलस्त्यः	1		रावणस्य पितामहः पुलस्त्यः आसीत्	1	(:Rakshasa {'lemma': रावण})<-[:IS_SON_OF]-({'lemma': मेघनाद}); (:Rakshasa {'lemma': रावण})<-[:IS_SON_OF]-({'lemma': देवान्तक}); (:Rakshasa {'lemma': रावण})<-[:IS_SON_OF]-({'lemma': इन्द्रजित्})	पुलस्त्येन	1	(:Rakshasa {'lemma': रावण})<-[:IS_SON_OF]-({'lemma': मेघनाद}); (:Rakshasa {'lemma': रावण})<-[:IS_SON_OF]-({'lemma': देवान्तक}); (:Rakshasa {'lemma': रावण})<-[:IS_SON_OF]-({'lemma': इन्द्रजित्})
538	श्रीरामस्य पितामहः कः आसीत् ?	अजः		दशरथः	1		अजः	1		"उत्तरम्: अजः

श्रीरामस्य पिता दशरथः आसीत् दशरथस्य पिता अजः आसीत् अतः श्रीरामस्य पितामहः अजः आसीत्"	1	
539	सः कः वानरः आसीत्, यः वानराणाम् पितामहः आसीत् ?	सन्नादनः		हनुमानः	1		सुग्रीवः	1	(:Animal {'lemma': वानर})-[:JOINED_THE_FORCE_OF]->({'lemma': राम}); (:Animal {'lemma': वानर})-[:JOINED_THE_FORCE_OF]->({'lemma': राम}); (:Animal {'lemma': वानर})-[:LIVED_AT]->({'lemma': चन्दनवन}); (:Animal {'lemma': वानर})-[:LIVED_AT]->({'lemma': चन्दनवन})	"उत्तरम्: जाम्बवान्

जाम्बवान् वानराणां पितामहः आसीत् रामायणे स महत्त्वपूर्णं पात्रम् आसीत् यः रामस्य सहायकः अभवत् लङ्कायुद्धे च"	1	
540	भरतस्य पत्न्याः किं नाम आसीत् ?	माण्डवी		माण्डवी	1		मन्दवी	1	(:Human {'lemma': भरत})<-[:IS_SON_OF]-({'lemma': तक्ष}); (:Human {'lemma': भरत})<-[:IS_SON_OF]-({'lemma': पुष्कल}); (:Human {'lemma': भरत})<-[:IS_MATERNAL_UNCLE_OF]-({'lemma': अश्वपति})	"उत्तरम्: माण्डव्याः

भरतस्य पत्नी माण्डवी आसीत् रामायणे भरतस्य विवाहः माण्डव्या सह वर्णितः अस्ति"	1	
541	लक्ष्मणस्य पत्न्याः नाम किम् आसीत् ?	ऊर्मिला		उर्मिला	1	(:Human {'lemma': लक्ष्मण})<-[:IS_WIFE_OF]-({'lemma': उर्मिला}); (:Human {'lemma': लक्ष्मण})<-[:IS_FATHER_OF]-({'lemma': दशरथ}); (:Human {'lemma': लक्ष्मण})<-[:IS_DISFIGURED_BY]-({'lemma': अयोमुखी})	उर्मिला	1	(:Human {'lemma': लक्ष्मण})<-[:IS_FATHER_OF]-({'lemma': दशरथ}); (:Human {'lemma': लक्ष्मण})<-[:IS_SON_OF]-({'lemma': अङ्गद}); (:Human {'lemma': लक्ष्मण})<-[:IS_SON_OF]-({'lemma': चन्द्रकेतु})	उर्मिलायाम्	1	(:Human {'lemma': लक्ष्मण})<-[:IS_WIFE_OF]-({'lemma': उर्मिला})
542	शत्रुघ्नस्य पत्न्याः किं नाम आसीत् ?	श्रुतकीर्तिः		श्रुतकीर्तिः	1		श्रुतकीर्तिः	1	(:Human {'lemma': शत्रुघ्न})<-[:IS_FOUNDED_BY]-({'lemma': मधुरा})	उत्तरम्: श्रुतकीर्त्याम्	1	
543	मेघनादस्य पत्नी का आसीत् ?	सुलोचना		सुलोचना	1	(:Rakshasa {'lemma': मेघनाद})-[:IS_SON_OF]->({'lemma': रावण}); (:Rakshasa {'lemma': मेघनाद})<-[:IS_MOTHER_OF]-({'lemma': मन्दोदरी}); (:Rakshasa {'lemma': मेघनाद})-[:WENT_TO_FIGHT_WITH]->({'lemma': हनुमान्})	सुलोचना	1	(:Rakshasa {'lemma': मेघनाद})-[:IS_SON_OF]->({'lemma': रावण}); (:Rakshasa {'lemma': मेघनाद})-[:WENT_TO_FIGHT_WITH]->({'lemma': हनुमान्}); (:Rakshasa {'lemma': मेघनाद})-[:PLACE_WAS_VISITED_BY]->({'lemma': हनुमान्})	"उत्तरम्: सुलोचनया

मेघनादस्य पत्नी सुलोचना आसीत् सुलोचना रावणस्य पुत्रस्य इन्द्रजितस्य (मेघनादस्य) भार्या आसीत्"	1	
544	विभीषणस्य पत्न्याः किं नाम आसीत् ?	सरमा		सरमा	1	(:Rakshasa {'lemma': विभीषण})<-[:IS_A_FOLLOWER_OF]-({'lemma': अनल}); (:Rakshasa {'lemma': विभीषण})<-[:IS_A_FOLLOWER_OF]-({'lemma': प्रमति}); (:Rakshasa {'lemma': विभीषण})<-[:IS_COUNSELLOR_OF]-({'lemma': अनिल})	विभीषणस्य पत्न्याः नाम सरमा आसीत्	1	(:Rakshasa {'lemma': विभीषण})<-[:IS_A_FOLLOWER_OF]-({'lemma': अनल}); (:Rakshasa {'lemma': विभीषण})<-[:IS_A_FOLLOWER_OF]-({'lemma': प्रमति}); (:Rakshasa {'lemma': विभीषण})<-[:IS_DAUGHTER_OF]-({'lemma': कला})	उत्तरम्: सरमायाः	1	
545	कुम्भकर्णस्य पत्न्याः किं नाम आसीत् ?	वज्रज्वाला		वज्रज्वला	1	(:Rakshasa {'lemma': कुम्भकर्ण})<-[:IS_NEPHEW_OF]-({'lemma': अतिकाय}); (:Rakshasa {'lemma': कुम्भकर्ण})<-[:IS_NEPHEW_OF]-({'lemma': देवान्तक})	कुम्भकर्णस्य पत्न्याः नाम नास्ति	1	(:Rakshasa {'lemma': कुम्भकर्ण})<-[:IS_NEPHEW_OF]-({'lemma': अतिकाय}); (:Rakshasa {'lemma': कुम्भकर्ण})<-[:IS_NEPHEW_OF]-({'lemma': देवान्तक})	"उत्तरम्: अज्ञातम्

रामायणे कुम्भकर्णस्य पत्न्याः नाम स्पष्टतया नोल्लिखितम् तस्य पत्नी-विषये विशेषविवरणं न प्राप्यते ग्रन्थे अतः तस्याः नाम अज्ञातमेव मन्यते"	1	
546	शूर्पणखा कस्य पत्नी आसीत् ?	विद्युज्जिह्नस्य		विध्युद्जिह्वस्य	1	(:Rakshashi {'lemma': शूर्पणखा})-[:WAS_DISFIGURED_BY]->({'lemma': राम}); (:Rakshashi {'lemma': शूर्पणखा})<-[:IS_BROTHER_OF]-({'lemma': खर}); (:Rakshashi {'lemma': शूर्पणखा})<-[:IS_BROTHER_OF]-({'lemma': दूषण})	"शूर्पणखा कस्य पत्नी आसीत् ?

उत्तरम्: नास्ति"	1	(:Rakshashi {'lemma': शूर्पणखा})-[:WAS_DISFIGURED_BY]->({'lemma': राम}); (:Rakshashi {'lemma': शूर्पणखा})-[:IS_AN_INHABITANT_OF]->({'lemma': जनस्थान}); (:Rakshashi {'lemma': शूर्पणखा})<-[:IS_BROTHER_OF]-({'lemma': खर})	विद्युज्जिह्वस्य	1	(:Rakshashi {'lemma': शूर्पणखा})-[:WAS_DISFIGURED_BY]->({'lemma': राम}); (:Rakshashi {'lemma': शूर्पणखा})<-[:IS_BROTHER_OF]-({'lemma': खर}); (:Rakshashi {'lemma': शूर्पणखा})<-[:IS_BROTHER_OF]-({'lemma': दूषण})
547	राज्ञः जनकस्य पत्न्याः किं नाम आसीत् ?	सुनयना		सुनयना	1		सीता	1		"उत्तरम्: सुनयनायाम्

राज्ञः जनकस्य पत्न्याः नाम सुनयना आसीत् रामायणे जनकस्य पत्नी सुनयना इति प्रसिद्धा"	1	
548	कुशस्य पत्न्याः किं नाम आसीत् ?	चम्पका		कुमुद्वती	1	(:Human {'lemma': कुश})<-[:IS_SON_OF]-({'lemma': अमूर्तरजस}); (:Human {'lemma': कुश})<-[:IS_SON_OF]-({'lemma': कुशाम्ब}); (:Human {'lemma': कुश})<-[:IS_SON_OF]-({'lemma': वसु})	कुशस्य पत्न्याः नाम नास्ति	1	(:Human {'lemma': कुश})-[:IS_FATHER_OF]->({'lemma': असूर्तरजस}); (:Human {'lemma': कुश})<-[:IS_FOUNDED_BY]-({'lemma': कौशाम्बी}); (:Human {'lemma': कुश})<-[:IS_CAPITAL_OF]-({'lemma': कुशावती})	क्षमस्व, कुशस्य पत्न्याः नाम निश्चितरूपेण ज्ञातुं न शक्यते दत्तजानकारीभ्यः रामायणे कुशस्य पत्नीविषये स्पष्टं विवरणं नास्ति	1	(:Human {'lemma': कुश})-[:IS_FATHER_OF]->({'lemma': असूर्तरजस}); (:Human {'lemma': कुश})<-[:IS_SON_OF]-({'lemma': अमूर्तरजस}); (:Human {'lemma': कुश})<-[:IS_SON_OF]-({'lemma': कुशाम्ब})
549	वालिनः पत्न्याः किं नाम आसीत् ?	ताराा		तारा	1	(:Monkey {'lemma': वालिन्})-[:IS_HUSBAND_OF]->({'lemma': तारा}); (:Monkey {'lemma': वालिन्})<-[:IS_WIFE_OF]-({'lemma': तारा}); (:Monkey {'lemma': वालिन्})<-[:IS_FATHER_OF]-({'lemma': ऋक्षरजस्})	तारा	1	(:Monkey {'lemma': वालिन्})-[:IS_HUSBAND_OF]->({'lemma': तारा}); (:Monkey {'lemma': वालिन्})<-[:WERE_VANQUISHED_BY]-({'lemma': मरुत्}); (:Monkey {'lemma': वालिन्})<-[:IS_KILLED_BY]-({'lemma': गोलभ})	तारा	1	(:Monkey {'lemma': तारा})-[:IS_WIFE_OF]->({'lemma': वालिन्}); (:Monkey {'lemma': तारा})<-[:IS_HUSBAND_OF]-({'lemma': वालिन्}); (:Monkey {'lemma': वालिन्})<-[:IS_WIFE_OF]-({'lemma': तारा}); (:Monkey {'lemma': वालिन्})-[:IS_HUSBAND_OF]->({'lemma': तारा})
550	सुग्रीवस्य पत्न्याः किं नाम आसीत् ?	रूमा		रुमाः	1	(:Monkey {'lemma': सुग्रीव})-[:IS_ACCOMPANIED_BY]->({'lemma': नल}); (:Monkey {'lemma': सुग्रीव})-[:WAS_ACCOMPANIED_TO]->({'lemma': किष्किन्धा})	रूमा	1	(:Monkey {'lemma': सुग्रीव})<-[:IS_MATERNAL_UNCLE_OF]-({'lemma': दधिवक्त्र}); (:Monkey {'lemma': सुग्रीव})<-[:IS_MATERNAL_UNCLE_OF]-({'lemma': दधिमुख}); (:Monkey {'lemma': सुग्रीव})<-[:HAS_RESPONDED_TO_THE_CALL_OF]-({'lemma': दरीमुख})	तारायाः	1	(:Monkey {'lemma': तारा})-[:IS_WIFE_OF]->({'lemma': वालिन्}); (:Monkey {'lemma': तारा})<-[:IS_HUSBAND_OF]-({'lemma': वालिन्})
551	अहल्या कस्य ऋषेः पत्नी आसीत्?	गौतम ऋषेः; गौतमस्य		गौतमस्य	1	(:Human {'lemma': अहल्या})-[:IS_WIFE_OF]->({'lemma': गौतम}); (:Human {'lemma': अहल्या})<-[:IS_HUSBAND_OF]-({'lemma': गौतम}); (:Human {'lemma': अहल्या})-[:WAS_RAPED_BY_INDRA]->({'lemma': इन्द्र})	गौतमस्य	1	(:Human {'lemma': अहल्या})-[:IS_WIFE_OF]->({'lemma': गौतम}); (:Human {'lemma': अहल्या})<-[:IS_HUSBAND_OF]-({'lemma': गौतम}); (:Human {'lemma': अहल्या})-[:WAS_RAPED_BY_INDRA]->({'lemma': इन्द्र})	गौतमस्य	1	(:Human {'lemma': अहल्या})-[:IS_WIFE_OF]->({'lemma': गौतम}); (:Human {'lemma': अहल्या})<-[:IS_HUSBAND_OF]-({'lemma': गौतम}); (:Human {'lemma': अहल्या})-[:WAS_RAPED_BY_INDRA]->({'lemma': इन्द्र})
552	अत्रेः ऋषेः पत्नी का आसीत्?	अनसूूया		अनसूया	1		अनसूया	1		"उत्तरम्: अनसूयया

अत्रेः ऋषेः पत्नी अनसूया आसीत् अनसूया महासाध्वी च पतिव्रता च आसीत्"	1	
553	वसिष्ठस्य ऋषेः पत्नी का आसीत्?	अरुन्धती		अरुन्धती	1	(:Maharshi {'lemma': वसिष्ठ})<-[:IS_WIFE_OF]-({'lemma': अरुन्धती})	अरुन्धती	1	(:Maharshi {'lemma': वसिष्ठ})<-[:IS_WIFE_OF]-({'lemma': अरुन्धती})	अरुन्धती	1	(:Maharshi {'lemma': वसिष्ठ})<-[:IS_WIFE_OF]-({'lemma': अरुन्धती})
