ID	QUESTION	ANSWER	OPTIONS	LLM_Answers	LLM_Answers_append
805	रामायणस्य रचयिता कः आसीत् ?	वाल्मीकिः		उत्तरम् वाल्मीकिना; वाल्मीकि ऋषिः; वाल्मीकी; रामायणस्य रचयिता वाल्मीकिः; वाल्मीकिः रामायणं रचयिता आसीत्; महर्षि वाल्मीकि; रामायणस्य रचयिता वाल्मीकिः आसीत्; वाल्मीकिः; रामायणस्य रचयिता वाल्मीकि ऋषिः आसीत्; रामायणस्य रचयिता वाल्मीकि आसीत्; वाल्मीकि    वाल्मीकि; वाल्मीकि; वाल्मीकिः रामायणस्य रचयिता आसीत्	
806	वाल्मीकीयरामायणं कस्यां भाषायां विरचितम् अस्ति ?	संस्कृतभाषायाम्; संस्कृते		संस्कृतायाम्; संस्कृते; वाल्मीकीय रामायणं संस्कृतभाषायाम् विरचितमस्ति एतस्मिन् ग्र; उत्तरम् संस्कृतभाषायाम्  वाल्मीकीयरामायणं मूलतः संस्कृतभाषायां विरचितम् अस्ति वाल्मीकिः संस्कृतभाषायां महाकाव्यरूपेण रामायणं रचितवान्; वाल्मीकीरामायणं संस्कृतभाषायां विरचितम् अस्ति; question वाल्मीकीयरामायणं कस्यां भाषायां विरचितम् अस्ति  answer संस्कृत question वाल्मीकीयरामायणं कस्यां भाषायां व; संस्कृतभाषायाम्; संस्कृतम्; वाल्मीकीय रामायणं संस्कृतभाषायां विरचितमस्ति वाल्मीकिः संस; संस्कृता भाषायाम्; वाल्मीकीयरामायणं संस्कृतभाषायां विरचितम् अस्ति; संस्कृतभाषायां विरचितम् अस्ति; वाल्मीकीय रामायणं संस्कृत भाषायाम् विरचितम् अस्ति; वाल्मीकीयरामायणं संस्कृतभाषायाम् विरचितम् अस्ति; संस्कृतेन्; वाल्मीकीय रामायणं संस्कृतभाषायाम् विरचितमस्ति अत्र नन् उत; संस्कृत; वाल्मीकीय रामायणं संस्कृतभाषायाम् विरचितमस्ति	
807	श्रीरामं, सीतां, लक्ष्मणं च वनवासाय अयोध्यायाः सीमापर्यन्तं त्यक्तुं कः गतवान् आसीत् ?	सुमन्त्रः		मानवाः; सुमन्तः; सर्वे; उत्तरम् सुमन्त्रेण; सुमित्रा; श्रीरामं सीतां लक्ष्मणं च वनवासाय अयोध्यायाः सीमापर्यन्तं त्यक्तुं कैकेयी गतवान् आसीत्; वालीना शक्रसूनुना; श्रीरामं सीतां लक्ष्मणं च वनवासाय अयोध्यायाः सीमापर्यन्तं त्यक्तुं कः गतवान् आसीत्  उत्तरम् सुमन्त्रः  सुमन्त्रः; श्रीरामं सीतां लक्ष्मणं च वनवासाय अयोध्यायाः सीमापर्यन्तं त्यक्तुं श्रीरामस्य पिता दशरथः गतवान् आसीत्; विश्वामित्रः; उत्तरम्  श्रीरामं सीतां लक्ष्मणं च वनवासाय अयोध्यायाः सीमापर्यन्तं त्यक्तुं कैकयी गतवती आसीत्   कैकयी श्रीरामस्य पित; श्रीरामं सीतां लक्ष्मणं च वनवासाय अयोध्यायाः सीमापर्यन्तं त्यक्तुं  सुमन्त्रः  गतवान् आसीत्; प्रश्नः श्रीरामं सीतां लक्ष्मणं च वनवासाय अयोध्यायाः सीमापर्यन्तं त्यक्तुं कः गतवान् आसीत्   प्रत्युत्तरम् मानवाः; श्रीरामं सीतां लक्ष्मणं च वनवासाय अयोध्यायाः सीमापर्यन्तं त्यक्तुं कः गतवान् आसीत्; सुमन्त्रः; श्रीरामस्य अनुजः लक्ष्मणः सीता च वनवासाय अयोध्यायाः सीमापर्यन्तं त्यक्तुं श्रीरामेण सह गतवन्तौ आस्ताम्; श्रीरामं सीतां लक्ष्मणं च वनवासाय अयोध्यायाः सीमापर्यन्तं सुमन्त्रः गतवान् आसीत्; हनुमान् गतवान् आसीत्; रामः गतवान् आसीत्; राजा दशरथः गतवान् आसीत्; सूतः; रामः; राजा दशरथः; गुहः; श्रीरामं सीतां लक्ष्मणं च वनवासाय अयोध्यायाः सीमापर्यन्तं त्यक्तुं सुमन्त्रः गतवान् आसीत्; सुमंतः; श्रीरामः; लक्ष्मणः; वसिष्ठः; अयोध्यायाः सीमापर्यन्तं त्यक्तुं श्रीरामं सीतां लक्ष्मणं च वनवासाय गतवान् आसीत् कः; भरतः	
808	हनुमतः लङ्कागमनसमये सीतायै श्रीरामः कं वस्तु स्वपरिचयरूपेण दत्तवान् आसीत् ?	मुद्रिकाम्; अङ्गुलीयकम्		; अङ्गुलियकम्; सीतायै श्रीरामः हनुमते चितं चन्दनं दत्तवान् आसीत्; अन्गुलीयकम् हनुमत्प्रत्यायनार्थम्; मुद्रिका; चूडामणिम्  श्रीरामः हनुमते चूडामणिं दत्तवान् आसीत् यत् सीतायै परिचयचिह्नरूपेण; नवनीतम्; हनुमतः लङ्कागमनसमये सीतायै श्रीरामः दिव्यं चूडामणिं शुभम् वस्तु स्वपरिचयरूपेण दत्तवान् आसीत्; अङ्गुलीयकम्  श्रीरामः सीतायै स्वपरिचयरूपेण अङ्गुलीयकं दत्तवान् आसीत् हन; अङ्गुलीयकम्  श्रीरामः सीतायै स्वपरिचयरूपेण अङ्गुलीयकं दत्तवान् आसीत् ह; उत्तरःanswer अङ्गुलीयकम्; सीतायै रत्नमालां दत्तवान् आसीत्; मुद्रिकाम्; श्रीरामः सीतायै हनुमते रुद्राक्षं दत्तवान् आसीत्; अंगुलीयकम्; अन्नम्; हनुमतः लङ्कागमनसमये श्रीरामः सीतायै एकं अंगवस्त्रं स्वपरिचयरूपेण दत्तवान् आसीत्; अङ्गुलीयकम्; चूड़ामणिः; मणिं; उत्तरम् अङ्गुलीयकम्   सन्दर्भः   अङ्गुलीयकदानं च ऋक्षस्य बिलदर्शनम्  प्रायोपवेशनं चैव संपातेश्चापि दर्शनम् १००३; उत्तरम्  कण्ठसूत्रम्; हनुमतः लङ्कागमनसमये सीतायै श्रीरामः कं वस्तु स्वपरिचयरूपेण दत्तवान् आसीत्; हनुमतः सीतायाः अंगुलीयं अभिवादनीयं दत्तवान् आसीत्; अङ्गुलीयम्  रामस्य नाममुद्रिकां दत्तवान् यत् सीतायाः विश्वासार्थम्; उत्तरम् अङ्गुलीयकम्; हनुमतः लङ्कागमनसमये सीतायै श्रीरामः मणिमण्डितं दत्तवान् आसीत्; हनुमान् लङ्कायाम् आगमनसमये सीतायाः चूडामणिं स्वपरिचयरूपेण; चूडामणिम्; हनुमतः लङ्कागमनसमये सीतायै श्रीरामः दिव्यं चूडामणिं दत्तव; चूडामणिम्  श्रीरामः हनुमते सीतायाः परिचयार्थं चूडामणिं दत्तवान् आसीत् एषः चूडामण; श्रीरामः हनुमते सीतायै परिचयरूपेण चूडामणिं दत्तवान् आसीत्; सीतायै रत्नमाला; हनुमतः लङ्कागमनसमये सीताया एकं अंगुलियं दत्तवान् आसीत्; चूडामणिः; अङ्गुलीयकम्  तस्य अङ्गुलीयकेन रामस्य परिचयं प्राप्तवती सीता	
809	केन एतद् उक्तं यत् रावणस्य नाभौ अमृतं अस्ति इति, तत्पश्चात् श्रीरामः रावणं मारयितुम् अशक्नोत्?	विभीषणः		एतत् उक्तं वाल्मीकीरामायणे अस्ति रावणस्य नाभौ अमृतं स्थितम् इति कारणात् श्रीरामः तं मारयितुं अशक्तः; वालिनः; रावणस्य नाभौ अमृतं अस्ति इति एतद् उक्तं यदि रामायणे वर्णित; ब्रह्मणा  रावणाय वरं प्राप्तं येन तस्य नाभौ अमृतं तिष्ठति; रावणस्य नाभौ अमृतं नास्ति रावणस्य हृदये अमृतं नास्ति रावणस्य हृदये नाभ्यां मध्ये अमृतं अस्ति; एतद् उक्तं यत् रावणस्य नाभौ अमृतं अस्ति इति तेन रावणस्य अमरत्वं दर्शितम् यत्र नाभौ अमृतं अस्ति तत्र तस्य मरणं कठिनं भवति अतः श्री; वाल्मीकिः; रावणस्य नाभौ अमृतं अस्ति इति ब्रह्मणा उक्तं   श्री रामः रावणं मारयितुम् अशक्नोत् कारणं रावणस्य मृत्युर्भवति यदा तस्य ना; विभीषणेन एतद् उक्तम् विभीषणः रावणस्य भ्राता आसीत् अतः तस्य गुप्तं ज्ञानम् आस; रावणस्य नाभौ अमृतं अस्ति इति; अगस्त्येन; अत्र दत्तेषु सन्दर्भेषु रावणस्य नाभौ अमृतस्य स्थितिविषये स्पष्टं किमपि नोक्तम; अत्र प्रश्नः केन एतद् उक्तं यत् रावणस्य नाभौ अमृतं अस्ति इति तत्पश्चात् श्रीरामः रावणं मारयितुम् अशक्नोत्; रावणस्य नाभौ अमृतं अस्ति इति उक्तं महोदरस्य वचः श्रुत्वा तस्मिन् वाक्ये रावणस्य अमृतं नाभौ स्थितं इति स्पष्टं वर्तते एषः कारणः यः श्री; पुलस्त्येन; इन्द्रजितेन; ब्रह्मवरेण  ब्रह्मा रावणाय वरम् अददात् यत् तस्य नाभ्याम् अमृतं भवेत्; यूपाक्षः; नैवोक्तं; अयोध्याकाण्डे वाल्मीकि रामायणे हनुमान् सीतायाः समीपे गत्वा कथयति यत् रावणस्य नाभौ अमृतं अस्ति इति ततः सीता हनुमन्तं पृच्छ; एतत् उक्तं वाल्मीकीयरामायणे अस्ति यत्र रावणस्य नाभौ अमृतं स्थितम् अतः श्रीरामः तं मारयितुम् अशक्तः; नहि; रावणस्य नाभौ अमृतं अस्ति इति उक्तं नास्ति रावणस्य नाभौ अमृतं अस्ति इति उक्तं त्रेतायुगे वाल्मीकिरामायणे अस्त; प्रतिस्पर्धीयेन वानरेण हनूमता एतद् उक्तं यत् रावणस्य नाभौ अम; रावणस्य नाभौ अमृतं अस्ति इति वर्णितम् रामायणे न केवलं एकः कार; रावणस्य नाभौ अमृतं अस्ति इति यदुक्तं तत् एकम् विशिष्टं प्रस्त; कुम्भकर्णः; अमृतम्; विभीषणेन एतद् उक्तम् विभीषणः रावणस्य भ्राता आसीत् अतः तस्य एव रावणस्य गुप्तरहस; विभीषणेन; कुम्भकर्णः एतद् उक्तवान्; हनुमता; सूर्पनखा नाम राक्षसी रावणस्य भगिनी एवम्; विभीषणेन एतद् उक्तम् विभीषणः रावणस्य भ्राता आसीत् अतः तस्य गुप्तरहस्यानि ज्; अत्र दत्तेषु सन्दर्भेषु रावणस्य नाभौ अमृतस्य विषये कोऽपि उल्लेखो न दृश्यते त; मारीचः; ब्रह्मवचनात्  ब्रह्मा रावणाय वरं दत्तवान् यत् मर्त्यलोके तस्य नाभौ अमृतं तिष्ठेत् अतः रामः रावणं मारयितुं ना; विभीषणेन  विभीषणः रावणस्य भ्राता आसीत् यः श्रीरामस्य पक्षं स्वीकृतवान् सः एव श्रीरामाय रावणस्य दुर्बलतां प्रकटितवान् यत् तस्य नाभौ अमृतं विद्यते एतज्ज्ञात्वा एव श्रीरामः रावणस्य नाभिं लक्ष्यीकृत्य बाणं प्रहृतवान् येन रावणः मृतः; विभीषणः	
810	संजीवनीभेषजस्य आनयनसमये हनुमन्तं मार्गे कः बाणेन प्रहृत्य पतितवान् ?	भरतः		सूर्पनखा; सैन्धवः; हनुमान् बाणेन अभिहतः पतितवान् इत्थं उत्तरं प्रदीयते; रामस्य शत्रुः रावणः बाणेन प्रहृत्य पतितवान्; इंद्रजित्; उत्तरम् भरतेन; कलनेमि; संजीवनीभेषजस्य आनयनसमये हनुमन्तं मार्गे कोऽपि न प्रहृतवान् दत्तसन्दर्भेषु; इन्द्रः; नास्ति; संपातिः; कलानेमिः; हनुमान् पतितः; कालनेमि; भ्रातृशत्रुः; हनुमान्तं मार्गे संजीवनीभेषजस्य आनयनसमये कोणी बाणेन प्रहृत्य पतित केला; कालनेमिः; मतङ्गात्मजः; हनुमन्तं मार्गे इन्द्रजितः बाणेन प्रहृत्य पतितवान्; नलः; संजीवनीभेषजस्य आनयनसमये हनुमन्तं मार्गे कः बाणेन प्रहृत्य पतितवान्; इन्द्रजित्; भरतः  हनुमान् संजीवनीभेषजम् आनयन् आसीत् तदा मार्गे भरतः तं राक्षसं मत्वा बाणेन; भरतः  हनुमान् संजीवनीऔषधम् आनयन् आसीत् तदा भरतः तं राक्षसम् इति मत्वा बाणेन प्; अहल्यासुतः; इन्द्रजितः; जाम्बवान्; भरतः  हनुमान् संजीवनीभेषजम् आनयन् आसीत् तदा मार्गे भरतेन बाणेन प्रहृतः पतितवान; सुर्यः; कालनेमिः  लक्ष्मणस्य रक्षणार्थम्; कुम्भकर्णः; रावणस्य वीर्येण प्रहृत्य पतितवान्; देवान्तकः; रावणः; अनरण्यः; कालनेमिः  रावणस्य आज्ञया; संजीवनीभेषजस्य आनयनसमये हनुमन्तं मार्गे कः बाणेन प्रहृत्य पतितवान्   उत्तरः  जांबवान्  संदर्भः   सौम्य शीघ्रमित; लक्ष्मणः; त्रिशिराः; रावणात्मजः; कुम्भकर्णः बाणेन प्रहृत्य पतितवान्; सुमन्त्र; भरतः	
811	सीताहरणस्यानन्तरं यदा श्रीरामलक्ष्मणौ सीतां अन्विष्यन्तौ आस्तां तदा मार्गे सीता रुपेण कः आसीत्?	सती		रावण; राक्षसः; त्रिजटया; मार्गे सीता रुपेण हृदयनाथः प्रगृहीताऽसौ रावणः आसीत्; मृगः; सीताहरणस्यानन्तरं श्रीरामलक्ष्मणौ सीतां अन्विष्यन्तौ आस्तं त; सीताहरणस्यानन्तरं यदा श्रीरामलक्ष्मणौ सीतां अन्विष्यन्तौ आस्तां तदा मार्गे स; मार्गे सीता रुपेण हनुमानः आसीत्; छायासीतः; उत्तरम् शबरी; मारीचः  मारीचः रामं वञ्चयितुं स्वर्णमृगरूपं धृतवान्; शूर्पणखा; प्रश्नस्य उत्तरं नास्ति रामायणे सीताहरणस्य अनन्तरं रामलक्ष्मणयोः मार्गे सीतार; कबन्धः; माया सीता; गोदावरी; सीताहरणस्यानन्तरं यदा श्रीरामलक्ष्मणौ सीतां अन्विष्यन्तौ आस्तां तदा मार्गे सीता रुपेण कः आसीत्  उत्तरः शबरी; सीताहरणस्यानन्तरं यदा श्रीरामलक्ष्मणौ सीतां अन्विष्यन्तौ आस्तां तदा मार्गे सीता रुपेण मृगः आसीत्; सीतारुपेण मारीचः आसीत्; मायावी; श्रीरामलक्ष्मणौ सीतां अन्विष्यन्तौ आस्तां तदा मार्गे हनुमान् व; हनुमान् आसीत्; हनुमानः; शबरी; श्रीरामलक्ष्मणौ सीतां अन्विष्यन्तौ आस्तां तदा मार्गे सीता रुपेण; मार्गे सीता रुपेण माया आसीत्; एतस्य प्रश्नस्य उत्तरम् अयोमुखी इति  व्याख्या रामायणे सीताहरणस्य अनन्तरं; मायासीता; सीताहरणस्यानन्तरं यदा श्रीरामलक्ष्मणौ सीतां अन्विष्यन्तौ आस्तां तदा मार्गे सीता रुपेण कः आसीत्; मारिचः; जटायुः; मायामृगः; हूडिनी; मायावी   रावणेन रचितं सीतायाः अपहरणम् इति भ्रान्त्या उत्पाद्य; रावणः; मारीचा; मारीचः; मायासीता   मायासीता नामा कीचकी नलस्य पुत्री स्वयम्वर एषा श्रीरामेन अस्वीकृता जाता सीतया सह आभरणानि परिवर्तितवती इति कारणेन श्री	
812	कः स ऋषिः आसीत् यः श्रीरामं वनगमनात् विमुखं कर्तुं यतते स्म?	जाबालिः		वशिष्ठः; अत्र ते त्रयः ऋषयः आसन् ते त्रयः ऋषयः आसन्; विभाण्डकः; वाल्मीकिः ऋषिः आसीत् यः श्रीरामं वनगमनात् विमुखं कर्तुं यतते स; वसिष्ठः  रामस्य गुरुत्वात् धर्मबोधकत्वाच्च; ऋषिः वाल्मीकीः आसीत् यः श्रीरामं वनगमनात् विमुखं कर्तुं यतते स्म; शरभङ्गः; वसिष्ठः  वसिष्ठः महर्षिः रामस्य कुलगुरुः आसीत् स एव रामं वनगमनात् निवारयितुं प; कैकेई; कैकैयी; वसिष्ठः  रामस्य पितृभक्तेः कारणेन; उत्तरम् वसिष्ठः  वसिष्ठः ऋषिः श्रीरामं वनगमनात् विमुखं कर्तुं प्रयत्नम् अकरोत् स रामस्य कुलगुरुः आसीत् तथा च राज्यस्य हितं चिन्तयन् रामं वने गन्तुं निवारयितुम् अयतत; विश्वामित्रः; मन्थरा; वशिष्ठः  वशिष्ठ ऋषिः श्रीरामस्य कुलगुरुः आसीत् स एव श्रीरामं वनगमनात्; ऋषिः विश्वामित्रः आसीत् उन्होने श्रीरामं वनगमनात् विमुखं कर; अत्र दत्तेषु सन्दर्भेषु कोऽपि ऋषिः श्रीरामं वनगमनात् विमुखं कर्तुं न यतते अ; ऋष्यशृङ्गः; ऋषिः न कोऽपि श्रीरामं वनगमनात् विमुखं कर्तुं यतते स्म किन्तु सीता वनगमनात् विमुखा आसीत्; ऋषिः वाल्मीकिः आसीत् यः श्रीरामं वनगमनात् विमुखं कर्तुं यतते स; वसिष्ठः  वसिष्ठः ऋषिः श्रीरामं वनगमनात् विमुखं कर्तुं प्रयासं कृतवान् स र; वाल्मीकि; हनुमान्; कः स ऋषिः आसीत् यः श्रीरामं वनगमनात् विमुखं कर्तुं यतते स्म  ऋषिः आसीत् शरभङ्ग ऋषिः; वाल्मीकिः  वाल्मीकिः रावणेन सीताहरणस्य भविष्यं दृष्ट्वा रामं वनगमनात् निवारयितुम् ऐच्छत्; भारद्वाजः; श्रीरामः; विश्वामित्रः      The answer is विश्वामित्रः       विश्वामित्रः ऋषिः आसीत् यः श्रीरामं वनगमनात् विमुखं कर्तुं यतते स्म  स श्री; ऋषिः मणिपालः आसीत्; ऋषिः मणिप्रभः आसीत्; ऋषिः विश्वामित्रः आसीत् श्रीरामं वनगमनात् विमुखं कर्तुं यतते; विश्वामित्रः   विश्वामित्रस्तु राक्षसाद्दुष्टाद् वने वसन्नान् ऋषीन् रक्षितुं श्रीरामं वनं नयति यज्ञरक्षार्थम्; वसिष्ठः; गुरुः वशिष्ठः; ऋश्यशृङ्ग	
813	नासिका-कर्णयोः छेदनात् परं शूर्पणखा प्रथमतः कस्य भ्रातुः सकाशम् अगच्छत्?	खरस्य		; रावणाच्या; शूर्पणखा प्रथमतः रावणस्य भ्रातुः सकाशम् अगच्छत् ततः पश; शूर्पणखा रामस्य भ्रातुः लक्ष्मणस्य सकाशम् अगच्छत्; खर; राक्षसस्य; रावणस्य; शूर्पणखा प्रथमतः रावणस्य भ्रातुः सख्यं अगच्छत् उसके बाद; खरस्य  शूर्पणखा प्रथमतः खरस्य सकाशम् अगच्छत् खरः शूर्पणखायाः भ्राता आसीत्; शूर्पणखा नासिकाकर्णयोः छेदनात् परं रामस्य भ्रातुः सकाशम् अगच्छत्; शूर्पणखा प्रथमतः रावणस्य भ्रातुः सकाशम् अगच्छत्; शूर्पणखा प्रथमतः रावणभ्रातुः सकाशम् अगच्छत्; खरम्; लक्ष्मणस्य्; question नासिकाकर्णयोः छेदनात् परं शूर्पणखा प्रथमतः कस्य भ्रातुः सकाशम् अगच्छत् answer खरस्य analysis शूर्पण; शूर्पणखा रावणस्य भ्रातुः खरस्य सकाशम् अगच्छत्; खरस्य; रमस्य; शूर्पणखा नासिकाकर्णयोः छेदनात् परं प्रथमतः रावणस्य सकाशम् अगच्छत्; शूर्पणखा रामस्य सकाशम् अगच्छत्	
814	श्रीरामसीते वनवासाय प्रस्थानसमये स्वानि सर्वाणि बहुमूल्यवस्त्राभूषणानि कस्मै दत्तवन्तौ?	सुयज्ञाय		श्रीरामसीतौ वनवासाय प्रस्थानसमये स्वानि सर्वाणि बहुमूल्यवस्त्राभूषणानि ब्राह; मातृमाता; सुमित्रायै दानशीलतया; कौसल्यायै; गुहाय; सीता रामाय दत्तवान्; श्रीरामसीते वनवासाय प्रस्थानसमये स्वानि सर्वाणि बहुमूल्यवस्त्राभूषणानि सीतया अनुजाय भरताय दत्तवन्तौ; श्रीरामसीते वनवासाय प्रस्थानसमये स्वानि सर्वाणि बहुमूल्यवस्त्राभूषणानि सीतया दत्तवन्तौ; श्रीरामलक्ष्मणौ; सुमित्रा; श्रीरामसीते वनवासाय प्रस्थानसमये स्वानि सर्वाणि बहुमूल्यवस्त्राभूषणानि ब्राह्म; श्रीरामसीते वनवासाय प्रस्थानसमये स्वानि सर्वाणि बहुमूल्यवस्त्राभूषणानि अनसूयायै दत्तवन्तौ; उत्तरम् निषादराजाय; यदि रामायणे वनवासकाले सीतायाः दत्तानि बहुमूल्यवस्त्राणि वस्त; श्रीरामसीते वनवासाय प्रस्थानसमये स्वानि सर्वाणि बहुमूल्यवस्त्राभ; सुमित्रायै; श्रीरामसीते वनवासाय प्रस्थानसमये स्वानि सर्वाणि बहुमूल्यवस्त्राभूषणानि कैकेयी दत्तवन्तौ; माध्यमिकाय; श्रीरामसीते वनवासाय प्रस्थानसमये स्वानि सर्वाणि बहुमूल्यवस्त्राभूषणानि भरद्वाजाय दत्तवन्तौ; श्रीरामसीते वनवासाय प्रस्थानसमये स्वानि सर्वाणि बहुमूल्यवस्त्राभूषणानि भरताय दत्तवन्तौ; गुहायै; श्रीरामस्य वनवासाय प्रस्थानसमये अन्नपूर्णा राज्यस्य महाराज्ञ्यै; ऋषिभ्यः; श्रीरामसीते वनवासाय प्रस्थानसमये स्वानि सर्वाणि बहुमूल्यवस्त्राभूषणानि कस्मै दत्तवन्तौ; लक्ष्मणाय; जानकि; कस्मैचित्; श्रीरामसीते वनवासाय प्रस्थानसमये लक्ष्मणस्य दत्तवन्तौ; सुमित्रे; अत्र प्रश्नस्य प्रत्युत्तरम्; question श्रीरामसीते वनवासाय प्रस्थानसमये स्वानि सर्वाणि बहुमूल्यवस्त्राभूषणानि कस्मै दत्तवन्तौ answer सीता analysis; सीता श्रीरामेण सह स्वानि सर्वाणि बहुमूल्यवस्त्राभूषणानि कौसल्यायै दत्तवन्तौ; अनसूयायै; श्रीरामसीते वनवासाय प्रस्थानसमये श्रीरामः अपने मित्राय लक्ष्मणाय दत्तवान्; श्रीरामस्य माता कौसल्याय सीते च लक्ष्मणाय दत्तवन्तौ; निषादराजाय; सुमंत्राय; माता सीता सर्वान् अपि अलङ्कारान् तथा वस्त्राणि भिक्षुकवृद्धरूपधारिणे मारीचाय ददौ     अलङ्कारान् तथा वस्त्राणि भिक्षुकवृद्धरूपधारिणे; ब्राह्मणेभ्यः; श्रीरामस्य पित्रा दशरथेन तदा दत्तानि तानि बहुमूल्यवस्त्राभूष; श्रीरामसीते वनवासाय प्रस्थानसमये स्वानि सर्वाणि बहुमूल्यवस्त्राभूषणानि सीतामात्रे दत्तवन्तौ	
815	श्रीरामः यस्मिन् रथे स्थितः रावणेन युद्धं कुर्वन् आसीत् तं कः प्रेषितवान्?	इन्द्रः		देवेन्द्रः; मातलिः; श्रीरामं रावणेन युद्धं कर्तुं हनुमानः प्रेषितवान्; अयं प्रश्नः महाकाव्ये रामायणे अयोध्याकाण्डे प्रथमे सर्गे वर्तत; विश्वासपात्रः; वानरराजः सुग्रीवः; इन्द्रः; इन्द्रेण  इन्द्रः स्वरथं श्रीरामाय प्रेषितवान् रावणेन सह युद्धार्थम् रामायणे वर्णितं यत् इन्द्रः स्वकीयं दिव्यरथं मातलिसारथिना सह रामाय प्रेषितवान् रावणविरुद्धं युद्धाय; श्रीरामः यस्मिन् रथे स्थितः रावणेन युद्धं कुर्वन् आसीत् तं कः प्रेषितवान्; श्रीरामः युद्धं कुर्वन् रावणं वधाय प्रेषितवान् हनुमान् इति ज्ञ; श्रीरामः रथे स्थितः युद्धं कुर्वन् आसीत् तं हनुमानः प्रेषितवान्; सः रथः विमानः इति कथ्यते मातलिः तस्य सारथिः सः विमानः सूर्येण प्रदत्तः; इन्द्रः    तस्य आगमनं रावणस्य वधाय साहाय्यं कर्तुम् अभवत्; इन्द्रः  देवराजः इन्द्रः श्रीरामाय रथम् अयच्छत्; सूर्यः; विश्वकर्मा; श्रीरामः यस्मिन् रथे स्थितः रावणेन युद्धं कुर्वन् आसीत् तं सहस्राक्षः प्रेषितवान्; श्रीरामः यत्र रावणेन युद्धं कुर्वन् आसीत् तं युद्धे प्रेषितवान् विभीषणः; question श्रीरामः यस्मिन् रथे स्थितः रावणेन युद्धं कुर्वन् आसीत् तं कः प्रेषितवान् answer इन्द्रः question श्र; इन्द्रः इन्द्रः स्वरथं श्रीरामाय युद्धार्थं प्रेषितवान्; हनुमानः; देवराजः; श्रीरामः यस्मिन् रथे स्थितः रावणेन युद्धं कुर्वन् आसीत् तं इन्द्रः प्रेषितवान्; सुग्रीवः प्रेषितवान्; इन्द्रः  युद्धाय सहायतार्थम् इन्द्रेण रथः प्रेषितः; हनुमान्; श्रीरामः प्रेषितवान्; रावणः; श्रीरामः यस्मिन् रथे स्थितः रावणेन युद्धं कुर्वन् आसीत् तं प्र; श्रीरामस्य रथः  श्रीरामः यस्मिन् रथे स्थितः रावणेन युद्धं कुर्वन् आसीत् स रथः इन्द्रदेवेन प्रेषितः आसीत्   संदर्भः   सह; सहस्राक्षः; question श्रीरामः यस्मिन् रथे स्थितः रावणेन युद्धं कुर्वन् आसीत् तं कः प्रेषितवान् answer इन्द्रः analysis इन्द; विभीषणः	
816	रावणेन सह युध्यमानस्य श्रीरामस्य रथस्य सारथिः कः आसीत्?	मातलिः		मातलिः; श्रीरामस्य रथस्य सारथिः मातलिः आसीत्  संदर्भः   इदमैन्द्रं महच्चापं कवचं चाग्निसंनिभम्  शराश्चादित्यसंकाशाः शक्तिश्च; श्रीरामस्य रथस्य सारथिः मतङ्गः आसीत्; सत्यः     अन्य प्रसिद्ध सारथि कुतः आसन्     भीष्मः अर्जुनः कृष्णः युधिष्ठिरः कर्णः द्रोणः सल्यः नकुल; रावणेन सह युध्यमानस्य श्रीरामस्य रथस्य सारथिः मातलिः आसीत्  मातलिः इन्द्रस्य सारथ; रावणेन सह युध्यमानस्य श्रीरामस्य रथस्य सारथिः हनुमान् आसीत्; रावणेन सह युध्यमानस्य श्रीरामस्य रथस्य सारथिः मातलिः आसीत्; रावणेन सह युध्यमानस्य श्रीरामस्य रथस्य सारथिः मातलिः; question रावणेन सह युध्यमानस्य श्रीरामस्य रथस्य सारथिः कः आसीत् answer मातलिः analysis रावणेन सह युध्यमानस्य श्रीरामस; रामस्य रथस्य सारथिः मातलिः आसीत्; मारुतिः; विभीषणः  श्रीरामस्य रथस्य सारथिः मातलिः आसीत् यः इन्द्रस्य सारथिः अपि आसीत् यु; इन्द्रजित् वधार्थं रामस्य रथस्य सारथिः मातलिः आसीत्; विभीषणः आसीत्  रामायणे वर्णितं यत् रावणेन सह अन्तिम युद्धे श्रीरामस्य रथस्य सारथिः; हनुमान्  हनुमान् श्रीरामस्य परमभक्तः आसीत् अतः सः तस्य साहाय्यार्थं रथं निरवाहयति स्म; सुमन्त्रः; इन्द्रजित्; शत्रुघ्नः; रावणेन युध्यमानस्य श्रीरामस्य रथस्य सारथिः हनुमान् आसीत्; श्रीरामस्य रथस्य सारथिः मण्डोदरी आसीत्; मातंगः; हनुमान्  हनुमान् श्रीरामस्य अनन्यभक्तः आसीत् अतः सः युद्धे अपि तस्य साहाय्यं करोति स्म; हनुमान्; मतङ्गः; श्रीरामस्य रथस्य सारथिः मातङ्गः आसीत्; हनुमान् हनुमान् भक्त्या श्रीरामस्य सेवां करोति स्म; लक्ष्मणः; रावणेन सह युध्यमानस्य श्रीरामस्य रथस्य सारथिः सुमन्त्रो आसीत्; मातलिः  रामस्य रथसारथिः इन्द्रस्य सारथिः मातलिः आसीत् इति रामायणे वर्णितम् यद्यपि; श्रीरामस्य रथस्य सारथिः हनुमान् आसीत्; श्रीरामस्य रथस्य सारथिः इन्द्रजित् आसीत्	
