sentence	gold	id
"""टूल्-कण्ट्रोल्-बार् मध्ये , इटालिक् ऐकान् इत्यस्य पार्श्वे स्थितानि चत्वारि ऐकान्स् , टेक्स्ट् इतीदं टेक्स्ट्-बोक्स् इत्यस्य वामे मध्ये दक्षिणे च अलैन् कर्तुं साहाय्यमाचरन्ति ।"""	The four icons next to the Italic icon on the Tool controls bar help to align the text to the Left Center OR Right of the text box.	1359
भवतु। इदं प्रथमं slide । वयं द्वितीयं प्रति गच्छामः। इदं outline अस्ति। इदं कथं सञ्जातम्?	"""Alright, this is the first slide. Let's go to the second one. This is the outline. How is this created?"""	1360
"""अन्यथा अपि  नूतनं  tab  उद्घाटयितुं शक्यं , तदर्थं नुदतु - """"File """"   , """" New Tab """" च |"""	You can also open a new tab by clicking on File and New Tab.	1361
"""""""इस पाठ का अध्ययन करने के बाद, आप सक्षम होंगे, विभिन्न प्रकार के आसनों की सूची बनाने में ।"""""""	"""""""After studying this lesson, you will be able to, list different types of asanas."""""""	1362
"""""""दोनों तरफ की प्रक्रिया को पूरा करने के बाद, सभी नथुने से दोनों दिशाओं में सभी नथनों से पानी निकालने के लिए जोर से साँस छोड़ें ।"""""""	"""""""After finishing the process on both the sides, exhale forcefully from both the nostrils in all directions to get all the water out of the nostrils."""""""	1363
"""इदं, गत 24 घण्टाभ्यः कूर्चेषु अतिविनूतनः प्रसिद्धः च brush इत्ययम् एकः अस्ति ।"""	This is one of the newest and popular brush from last 24 hours.	1364
एतेषु विविधप्रकारकाणां वर्णा: सुगन्धिपदार्थाश्च मेलयित्वाआकर्षकत्वं सम्पाद्यते।	They are made attractive by adding colorsand smell.	1365
यीशोः सन्निधिं गत्वा तं भूतग्रस्तम् अर्थाद् बाहिनीभूतग्रस्तं नरं सवस्त्रं सचेतनं समुपविष्टञ्च दृृष्ट्वा बिभ्युः।	"""""""And they come to Jesus, and see him that was possessed with the devil, and had the legion, sitting, and clothed, and in his right mind: and they were afraid."""""""	1366
"""""""किं भवन्त: कदापि चिन्तितवन्त: यत जीवीता: सर्वे प्राणिन: ऊर्जां कुत: प्राप्नुवन्ति । भवन्त: अनकगतिविधिनां विषये जानन्ति या: अस्माकं जीविनं रक्षन्ति । यथा श्वासग्रहणम्, जलपानम्, भोजनकरणम एवमेव अन्या: गतिविधय: ।"""""""	"""""""Have you ever thought from where all the living creature are receiving energy? As you know breathing, eating, drinking and many such activities make us keep alive."""""""	1367
"""अस्मिन् पाठे वयम्, Sales Quotation Entry(सेल्स् क्वोटेशन् एण्ट्रि) Sales Order Entry(सेल्स् ओर्डर् एण्ट्रि)"""	"""In this tutorial, we have learnt to make: Sales Quotation Entry Sales Order Entry"""	1368
"""""""एतेषु मनो निवेशय, एतेषु वर्त्तस्व, इत्थञ्च सर्व्वविषये तव गुणवृद्धिः प्रकाशतां।"""""""	Meditate upon these things; give thyself wholly to them; that thy profiting may appear to all.	1369
कामात् क्रोधः अभिजायते ।	From desire anger is produced.	1370
इदं अपि मन्यन्ते धेनवस्य: रक्षा-हेतव: ग्रीवायाम नारिकेलम अपि सद्धये।	It is also believed that coconut shells are tied around the necks of cows to protect them from the evil eye.	1371
सा जनभाषा ।	That is a vernacular language.	1372
"""वयं औत्सर्गिकं Group Name पश्यामः, यत् क्लास् मध्ये GL Account Groups दर्शयति ।"""	"""We can see the default Group Name, which shows GL Account Groups under the Class."""	1373
गवय: सहायताया उपलबध-उत्पादस्य विवेचनं कर्तुं शक्नोति।	describe the products provided by the cow	1374
के जाह्नव्यौ ？	Who are those two gangas?	1375
Upload this file गण्डं नुदन्तु ।	Click on Upload this file button.	1376
भवन्तः शोभन्ताम् ।	You all must shine.	1377
"""""""अनन्तरं परिमाणदण्डवद् एको नलो मह्यमदायि, स च दूत उपतिष्ठन् माम् अवदत्, उत्थायेश्वरस्य मन्दिरं वेदीं तत्रत्यसेवकांश्च मिमीष्व।"""""""	"""""""And there was given me a reed like unto a rod: and the angel stood, saying, Rise, and measure the temple of God, and the altar, and them that worship therein."""""""	1378
"""""""""""""""यतो हेतोस्तद्दिनात् परम् अहं तैः सार्द्धम् इमं नियमं स्थिरीकरिष्यामीति प्रथमत उक्त्वा परमेश्वरेणेदं कथितं, तेषां चित्ते मम विधीन् स्थापयिष्यामि तेषां मनःसु च तान् लेखिष्यामि च,"""""""	"""""""This is the covenant that I will make with them after those days, saith the Lord, I will put my laws into their hearts, and in their minds will I write them;"""""""	1379
वर्णशब्दस्य तात्पर्यं वर्णांशेन तस्य चोच्चारणे शरीरस्य अङ्गानां प्रयासेन (आन्तरिक- बाह्य) अस्ति।	"""""""The word 'varna' (o.kZ) means a 'syllable' and all the energies related to that syllable - color, presiding force, the mouth part used to pronounce each syllable, the related body part etc."""""""	1380
अम्ब ! कदा श्वः भविष्यति ?	Mother! When will tomorrow happen?	1381
इदम् integer प्रकारकस्य वेल्यू प्रतिददाति ।	It returns a value of type integer.	1382
अहं आयताय रक्तवर्णं नीलवर्णं च gradient औट्-लैन्-ददामि ।	Let me give red and blue gradient outline to my rectangle.	1383
Bean Name इतीदं mybean इति करोतु।	"""set the Bean Name to """"mybean"""""""	1384
वृक्षायुर्वेदे अस्मिन विषयस्य विस्तारेण वर्णनम अस्ति यत् वृक्षाणां कथम उपचार: भवेत ।	What kind of treatment should be offered for plants have been discussed in detail in Vrikshayurved.	1385
प्रीतम पृच्छ: ‘काका। कुभ्भस्य: दुग्धं भवान् किं करोति?’ रामू: कथयति’ गृहं गला दुग्धं उषंणम करोतु भवान्।	"""""""Preetam asks 'Kaka, what should I do with the milk in the pot? Ramu says, 'Boil the milk after taking it to your home on a gas stove."""""""	1386
पाठस्यास्य अनुसरणाय भवन्तः Avogadro इण्टर्फ़ेस् इत्यस्योपयोगं जानीयुः ।	"""To follow this tutorial, you should be familiar with 'Avogadro' interface."""	1387
"""""""स तान् प्रत्यावदत, दायूद् तत्सङ्गिनश्च बुभुक्षिताः सन्तो यत् कर्म्माकुर्व्वन् तत् किं युष्माभि र्नापाठि?"""""""	"""""""But he said unto them, Have ye not read what David did, when he was an hungred, and they that were with him;"""""""	1388
Close इत्यत्र नुदन्तु।	Click on Close.	1389
तस्य स्वप्रेम्नो बाहुल्याद् अपराधै र्मृतानप्यस्मान् ख्रीष्टेन सह जीवितवान् यतोऽनुग्रहाद् यूयं परित्राणं प्राप्ताः।	"""""""Even when we were dead in sins, hath quickened us together with Christ, (by grace ye are saved;)"""""""	1390
अधुना अग्रिम-आदेशं पठितुम् अवसर्पिणी: प्रति पुन: गच्छेम	Let us now go back to the slides to study the next command-	1391
3. मिश्रतस्नायुतन्त्रिका: - एतादृशा तन्त्रिका: उभयकार्येभ्य एव भवन्ति।	Mixed nerves- These nerves are for both	1392
HTMLइन्पुट्-टेग् एकं फोर्म्-टेग्स् मध्ये योजितम् ।	A HTML input tag is now added between the form tags.	1393
धेनव: ग्रामे ‘सैर‘ अपि करोति।	They are then taken around the village	1394
"""""""ततः पितर इत्युक्तवान्, हे प्रभो, यदि भवानेव, तर्हि मां भवत्समीपं यातुमाज्ञापयतु।"""""""	"""""""And Peter answered him and said, Lord, if it be thou, bid me come unto thee on the water."""""""	1395
"""पश्यताम्, इदमस्माकं पूर्वतन सञ्चिकावदेवास्ति ।"""	"""See, it is similar to our previous file."""	1396
No. of units.	"""""""number of units"""""""	1397
वयमधुना अरे इनिशियलैसेशन् जानाम ।	"""Now, we will see the initialization of an array."""	1398
अत्र द्वे इण्टीजर् वेरियेबल्स् i तथा j डिक्लेर् कृतवन्तः ।	Here we have declared two integer variables as i and j.	1399
"""रेग्युलार् एक्स्प्रेश्शन्, पेटर्न् संयोजनाय तन्त्राणि वर्तन्ते ।"""	* Regular expressions are pattern matching techniques.	1400
“nHalf=n/2” इति टङ्कयित्वा सेमिकोलन् नुदन्तु ।	Type: nHalf = n / 2 semicolon.	1401
"""एवमेव अन्यान्   Flat color विकल्पान्  HSL, CMYK, Wheel   अपि च  CMS   इतीमानि भवन्तः एव उपयुञ्जन्तु ।"""	"""Explore the other Flat color options such as HSL, CMYK, Wheel and CMS on your own."""	1402
एतस्यकार्यं तावत अस्थायिरूपेण मूत्रस्य संरक्षणम्।	It is used to store urinetemporarily	1403
कृपया  test_chown तथैव   directory1   इति संधारिका-द्वयं  रिक्तं  निर्मातु	Please create empty directories named as test_chown and directory1 also.	1404
मया किञ्चन वृत्तं योजनीयम् अस्ति ।	I want to place a circle.	1405
आवां यज्ञे घृतं होष्यावः ।	We will offer ghee in the yegna.	1406
सांस छोड़ते हुए शरीर को आगे की ओर झुकाएं ।	Bend the body forward while exhaling.	1407
कालिदास अक्सर लकड़ी काटने जंगल में जाता था ।	Kalidas was going regularly to collect firewood.	1408
"""पश्यामः यत्, s1 इत्यस्मै id इत्यस्य मूल्यं , “newid” इति परिवर्तितम् ।"""	We can see that the value of id for s1 has changed to “newid”.	1409
"""अतः, अहं alpha channel इतीदं संयुतनं करोमि (switch on) ।"""	"""So, I switch on the alpha channel."""	1410
एण्ट्रीस् रक्षितुं अधः स्क्रोल् कृत्वा Update गण्डं नुदन्तु ।	Scroll down and click on the Update button to save the entries.	1411
इदं center इति करोमि। frame title 'Two Columns अपि च mini page इत्यादेशौ उपयुञ्जमानः अस्मि। अपि च 45 % text width इतीदमुपयुञ्जानः अस्मि।	"""Let me just center it. So, frame title 'Two Columns' and I’m using the command ‘mini page’ and I’m centering it and I’m using 45 percent of the text width."""	1412
Draw टूल् उपरि नुदन्तु ।	Click on Draw tool.	1413
"""परमाणून् लेबल् कर्तुं, Display Types मेन्यू मध्ये, Label इति चेक् बोक्स् नुदन्तु ।"""	"""To label the atoms, click on Label check box in the Display Types menu."""	1414
ततस्ते तं क्षेत्राद् बहि र्निपात्य जघ्नुस्तस्मात् स क्षेत्रपतिस्तान् प्रति किं करिष्यति?	"""""""So they cast him out of the vineyard, and killed him. What therefore shall the lord of the vineyard do unto them?"""""""	1415
Avogadro एप्लिकेशन् विण्डो उद्घट्यते ।	Avogadro application window opens.	1416
स्वंग:यस्य अङ्गानि सुन्दराणि सन्ति	Svangah: One whose limbs are beautiful.	1417
तथा दिमागी रूप से तंदुरुस्त हों ।	And also be mentally fit.	1418
अपरञ्च युष्माकम् आनन्दो यत् सम्पूर्णो भवेद् तदर्थं वयम् एतानि लिखामः।	"""""""And these things write we unto you, that your joy may be full."""""""	1419
पञ्च व्यञ्जनानां तेषां च एकम्-एकम स्वास्थ्यसम्बन्धीकार्याणां च सूचीं निर्मातु।	List five spices and one health benefits of each.	1420
अपि चाहं Filename इतीदं ST-visiting-card  इति टङ्कयित्वा Save नुदामि ।	And I will type ST-visiting-card as the Filename and click on Save.	1421
पश्चात् break	Then break.	1422
षोडश संस्काराः ।	Sixteen rituals.	1423
Firefox web-browser 21.0  (फ़ैर्-फ़ाक्स् वेब्-ब्रौसर् २१.०) च उपयुज्यन्ते ।	Firefox web-browser 21.0	1424
इत्थं सप्त भ्रातरस्तामेव विवह्य निरपत्याः सन्तो मम्रुः।	"""""""And the third took her; and in like manner the seven also: and they left no children, and died."""""""	1425
धेनुं परितः वत्सः सन्ति ।	calfs are in front of the cow.	1426
"""वयं पेनल् मध्ये, Aniline इत्यस्य स्ट्रक्चर् प्राप्तवन्तः ।"""	We have the structure of   Aniline   on the Panel.	1427
"""व्यमधुना एकं फैल् एक्सेस् ओपरेशन् कुर्मः, येन फैल् नोट् फ़ौण्ड् एक्सेप्शन् इतीदं रैस् जायते ।"""	"""Next, let us perform a file access operation which will raise a FileNotFoundException."""	1428
grep space (within double quotes) computers after the double quotes space  grepdemo .txt	grep space (within double quotes) computers after the double quotes space  grepdemo .txt	1429
अहं एतत् रिक्तबाक्स्-द्वयं तथैव त्यजामि ।	"""So, I will skip the two blank boxes."""	1430
नाटकस्य घटना पूर्णतया व्यक्ता भवति ।	The incident of the play is fully expressed	1431
अस्माकं वेब्सैट् मध्ये त्रिषु मासेषु दर्शकानां ग्राफ़् एवमस्ति ।	Here is a graph of Quarter-wise visits to our website.	1432
आकृतिं परितः विद्यमानं श्वेतस्थलं कथं निष्कासनीयम् इति इदानीं वयं विवृणुमः ।	We will now explain how to remove the white space around the figure.	1433
grep space hyphen i space within double quotes m opening square bracket ei closing square bracket asterisk r a a asterisk after the quotes space grepdemo.txt	grep space hyphen i space within double quotes m opening square-bracket ei closing square bracket asterisk r a a asterisk after the quotes space grepdemo.txt	1434
"""""""मकरासन में आराम करे, शुरू में घुटने बाहर फैल जाएंगे, लेकिन अभ्यास के साथ उन्हें लगभग एक-दूसरे को छूने के बहुत करीब लाया जा सकता है ।"""""""	"""""""Relax in Makarásana, initially the knees will spread out, but with practice they can be brought very near, almost touching each other."""""""	1435
नोड्स् इतीमानि स्पष्टतया दृष्टुं ज़ूम् करवाम् । इदं पेटर्न् इत्यस्य समीपमानयन्तु ।	Let me zoom in to see the nodes clearly. Move it near the pattern.	1436
"""पाठस्यास्यास्य ध्वन्यङ्कनायाहम् : Ubuntu Linux OS 16.04,"""	"""This tutorial is recorded using: Ubuntu Linux OS 16.04,"""	1437
भवन्तः दक्षिणपार्श्वे अधः लघु बोक्स् पश्यन्ति।	You can see a small box at the bottom right hand side.	1438
अस्या: ढक्काया: सम्बन्ध: भगवता शिवेन अस्ति।	Damru is known as the instrument of Lord Shiva.	1439
तदानीं स लोकनिवहं भूमावुपवेष्टुम् आदिश्य	And he commanded the multitude to sit down on the ground.	1440
Installing MarcEdit 7 विण्डो उद्घाट्यते ।	Installing MarcEdit 7 window opens.	1441
मम यन्त्रं 64-bit अस्तीत्यतः अहं 64-bit download उपरि क्लिक् करोमि ।	"""As my machine is 64-bit, I will click on 64-bit download."""	1442
"""""""अहम् आ पूर्व्वपुरुषात् यम् ईश्वरं पवित्रमनसा सेवे तं धन्यं वदनं कथयामि, अहम् अहोरात्रं प्रार्थनासमये त्वां निरन्तरं स्मरामि।"""""""	"""""""I thank God, whom I serve from my forefathers with pure conscience, that without ceasing I have remembrance of thee in my prayers night and day;"""""""	1443
"""""""सुरेशः पूर्वं केरले आसीत्, इदानीं काश्मीरे अस्ति ।"""""""	"""""""Suresh was in Kerala earlier ,now he’s in Kashmir."""""""	1444
"""""""तृतीयं तत्वम तद अस्ति यस्मिन प्रकृति: आलिंगनबद्धास्ति, एतदेव तृतीयं तत्वं सर्वव्यापक: परमशक्तिमान: मम देव: अस्ति ।"""""""	"""""""The third element is the one in which nature is embraced. This third element is the omnipotent Supreme Power, my beloved deity."""""""	1445
"""अस्मिन् पाठे भवद्भ्यः किम् इष्टं जातम्, पाठमिम् इतोऽपि कथं उत्तमं कर्तुं शक्नुमः, अग्रे पाठमिमं कथं दृष्टुम् इच्छन्ति इत्यादिविषयान् वदन्तु। अहं भवद्भ्यः श्रोतुम् इच्छामि।"""	"""I would like to hear from you. Tell me what you liked, what I could have made better, what you want to see in the future."""	1446
अर्रेस् इतीमानि डेटा-टैप् इत्येतेषां सङ्ग्रहः सन्ति ।	Arrays are a collection of data.	1447
युवां सर्वदा सत्यं वदथः ।	You both are always speaking truth.l	1448
तस्मात् निर्दिष्टदिनाङ्कात् पूर्वं समाप्तावधिकानां सर्वेषां Journals इत्येतेषां पूर्णा सूची एतस्मात् प्राप्यते ।	This will fetch a complete list of all the Journals that would expire before that particular date.	1449
अतः फिरूशिनो यीशवे कथयामासुः पश्यतु विश्रामवासरे यत् कर्म्म न कर्त्तव्यं तद् इमे कुतः कुर्व्वन्ति?	"""""""And the Pharisees said unto him, Behold, why do they on the sabbath day that which is not lawful?"""""""	1450
"""युनिट् इतीदं mm इति, multiplier  इतीदं 1 इति च यच्छन्तु । अर्थात् उत्तरस्य विकल्पाः mm मध्ये स्युः ।"""	Write Unit as mm and multiplier is 1. This means the answer choices are in mm.	1451
एका प्रविधि: अथवा संरचनाया: अनुसारेण वस्रकर्तनं मापनं च ।	Cut and measure fabric according to a pattern or design	1452
इदं लेखस्य मध्ये स्थापयति।	to place this at the center of the document.	1453
"""अतः, अहं ‘selective sharpening’ इति विधानं भवते कथयामि । इदं चित्रं न नाशयति ।"""	"""So, I’ll tell you the method of selectively sharpening which does not destroy the image."""	1454
"""""""यीशुरिदं वाक्यं श्रुत्वा विस्मयं ययौ, मुखं परावर्त्य पश्चाद्वर्त्तिनो लोकान् बभाषे च, युष्मानहं वदामि इस्रायेलो वंशमध्येपि विश्वासमीदृशं न प्राप्नवं।"""""""	"""""""When Jesus heard these things, he marvelled at him, and turned him about, and said unto the people that followed him, I say unto you, I have not found so great faith, no, not in Israel."""""""	1455
पत्रिकाणां (Magazines) तथा नियतकालिकानां च (Periodicals) ग्राहकत्वस्य निर्वहणार्थम् उपयुज्यन्ते ।	Magazines and Periodicals   that are published periodically.	1456
त ईश्वरस्यानुग्रहाद् मूल्यं विना ख्रीष्टकृतेन परित्राणेन सपुण्यीकृता भवन्ति।	Being justified freely by his grace through the redemption that is in Christ Jesus:	1457
अहं यथा जगत्सम्बन्धीयो न भवामि तथा तेपि जगत्सम्बन्धीया न भवन्ति।	"""""""They are not of the world, even as I am not of the world."""""""	1458
अक्षिषु मृग्याः अक्षि सुन्दरम् अस्ति ।	"""""""Amongst eyes ,the eye of a deer is beautiful."""""""	1459
अपरञ्च तस्मिन् दिने यीशुः सद्मनो गत्वा सरित्पते रोधसि समुपविवेश।	"""""""The same day went Jesus out of the house, and sat by the sea side."""""""	1460
"""कण्डीशन् true अस्ति चेत्, तत् one comma one is present इति मुद्रापयति ।"""	"""If the condition is true, it will print one comma one is present."""	1461
कमपि गतिविधि प्रारम्भात पूर्वं प्रतिदिनं श्रद्धासूक्तस्य पाठं कुर्यात ।	Recite shraddha Suktam everyday morning before starting any activity	1462
एतावता भवन्त: शरीरे पोषकतत्त्वानाम अभावात जातानां रोगाणां विषयेअज्ञासिषु:।	You have read of diseases which are caused by the deficiency ofnutrients.	1463
"""""""अपरञ्च तद्वाक्यवदनकाले पयोद एक आगत्य तेषामुपरि छायां चकार, ततस्तन्मध्ये तयोः प्रवेशात् ते शशङ्किरे।"""""""	"""""""While he thus spake, there came a cloud, and overshadowed them: and they feared as they entered into the cloud."""""""	1464
4. स्वस्य समीपे जायमानस्य प्राकृतिकसंसाधनस्य दुरुपयोगस्य उल्लेख:क्रियताम्।	4. Write about any one misuse of natural resources from yourneighbourhood?	1465
"""उदाहरणार्थम् अङ्कानाम् कोष्टकं, नाम्नां कोष्टकम् , उष्णता-कोष्टकम्, वृष्टिप्रमाणस्य कोष्टकम् इत्यादीन् वक्तुं शक्नुमः ।"""	"""For example, a list of marks, a list of names, a list of temperatures, a list of rainfall."""	1466
एतानि वाक्यानि उच्चैः पठत -	Read these words loudly.	1467
ग्रामस्य एषु लोकसंगीतेषु वयं ग्रामीणजीवनदर्शनं द्रश्टुं शक्नुवन्ति।	The glimpse of rural world can be seen in the folk music of the villages.	1468
यदि भवन्त: काष्ठचूर्णस्य तथा अङ्कन्या: प्रयोगं कुर्वन्त: सन्ति चेत उभयो: मिश्रणं कुर्यु: ।	"""""""If you're using charcoal or pencil, try blending them."""""""	1469
"""पश्यन्तु, अपरा रेखा आगता। अहमिदं समापयामि।"""	"""see a line has come,So, let me complete this."""	1470
देवं परितः भक्ताः सन्ति ।	Devotees are in front of the temple.	1471
"""अस्मिन् print  स्टेटमेण्ट् मध्ये $6 into 1.5 इतीदं, षष्ठस्य फील्ड्-इत्यस्य मूल्यं 1.5 इत्यतेन सङ्गुणयति ।"""	$6 into 1.5 inside this print statement will multiply the 6th field value by 1.5 .	1472
"""अस्माकं प्रोग्राम् प्रति आगच्छन्तु । Shift, Ctrl तथा S कीलकानि युगपन्नुदन्तु ।"""	"""Come back to our program. First press Shift, Ctrl & S keys simultaneously on your keyboard."""	1473
तद्दिनमारभ्य तं किमपि वाक्यं प्रष्टुं कस्यापि साहसो नाभवत्।	"""""""And no man was able to answer him a word, neither durst any man from that day forth ask him any more questions."""""""	1474
काः वंश्यः ？	Which flutes?	1475
"""save नुदन्तु । भवतां फैल् इत्येतत् ,डाट् सि पि पि एक्स्टेन्षन् इत्यनेन समं सेव् कृतं वर्तते इति निश्चयं कुर्वन्तु ।"""	Click on Save.Make sure the file is saved with the extension .cpp.	1476
"""एतानि आर्ग्युमेण्ट्स्, भवद्भिः  BLAST जालपुटे युज्यमानानां विभिन्न-प्यारामीटर्स् इत्येतेषां सादृश्यं भजते।"""	These arguments are analogous to the different parameters you can set on the BLAST web page.	1477
अनन्तरं स कथितवान् एको लोकः क्षेत्रे बीजान्युप्त्वा	"""""""And he said, So is the kingdom of God, as if a man should cast seed into the ground;"""""""	1478
"""""""अनन्तरं मम सुते गते तं समादरिष्यन्ते, इत्युक्त्वा शेषे स निजसुतं तेषां सन्निधिं प्रेषयामास।"""""""	"""""""But last of all he sent unto them his son, saying, They will reverence my son."""""""	1479
तदनन्तरं वयं बजेट्-निमित्तं description दद्मः ।	Next we have to give a description for our Budget.	1480
हठयोग: ............................... रूपे ज्ञातानां स्वच्छताया: प्रविधिनां सूच्या: परामर्शं यच्छति ।	Hatha yoga suggests a list of cleansing techniques known as ………..	1481
'पेरामीटर्स्' इत्युक्ते 'वेरियेबल्-नेम्स्' तथा तेषां विधस्य लिस्ट् वर्तते ।	parameters is the list of variable names and their types.	1482
"""अधुनाहं, above current इतीमं चित्वा add गण्डं नुदामि ।"""	I will position it as Above current and click on the Add button.	1483
विश्वबाहुरू यस्य बाहु: सर्वत्र अस्ति	Vishva-bahur: One who is the support of all or one who has got all beings as His arms.	1484
"""इदं हास्यचित्रं, मूलतः त्रिभिः भागैः युक्तमस्ति ।"""	The comic image basically consists of three parts.	1485
"""भवताम् अवश्यकतानुसारं , भवन्तः अन्यविवरणामि पूरयितुं शक्नुवन्ति ।"""	You may fill in the rest of the details as per your requirements.	1486
एषः आदेशः सन्धारिकायां (directory) विद्यमानानाम् txt files इत्येतेषां विवरणं सञ्चिकापरिमाणसूचनया सह भवतां कृते प्रयच्छति।	This command will give you a report on the txt files available in the directory along with its file sizes.	1487
अधुना वयं कतिचन सामान्यदोषान् पश्यामः।	Now we will see some common errors which we can come across.	1488
कर्लि-ब्रेकेट् मध्ये roll_number समम् r_no;	"""Then, within curly bracket, roll_number is equal to r_no;"""	1489
"""इदम् """"Anirban"""" इत्यस्ति ।"""	"""This is """"Anirban""""."""	1490
"""""""वयं प्रद्राव्यमाना अपि न क्लाम्यामः, निपातिता अपि न विनश्यामः।"""""""	"""""""Persecuted, but not forsaken; cast down, but not destroyed;"""""""	1491
"""a  इत्यस्य मूल्यं, यदा a-- इतीदं परीक्ष्यते तदा न्यूनं भविष्यति यतः इदं पोस्ट्-फ़िक्स् एक्स्प्रेश्शन् वर्तते ।"""	a's value will be decremented after a-- is evaluated as it is a postfix expression.	1492
एषा तिथिः ।	This is a date.	1493
कार्बोहाइड्रेट इति तत्त्वम अस्माकं जीवनस्य प्रमुखमेव पोषकं तत्त्वं भवति।	"""""""This is an important element in our food,"""""""	1494
भवन्तौ पुस्तकं क्रीणीतः ।	You both buy book.	1495
भवतां फ्रेम् इत्यस्याधः तत् स्थापयतु।	Add the button below your frame and	1496
Layer मेन्यु गत्वा Layers  उपरि नुदन्तु ।	Go to Layer menu and click on Layers.	1497
xml फ़ैल् रक्षितुं अधोनिर्दिष्टानि वाक्यानि टैप् कुर्वन्तु ।	Type the following lines to save the xml file.	1498
तानि नक्षत्राणि ।	Those are stars.	1499
अधुना प्रोग्राम् इतीदं रन् कुर्मः ।	Now let us run this program.	1500
"""प्रारम्भे,,initial amount इतीदं Rs 5000 इति लिखाम।"""	"""Initially, we'll set the Initial Amount to be Rs 5000."""	1501
अस्माकं फ़ैल्-रचना सफ़ला जातेति दृश्यते ।	This shows that our file is successfully created.	1502
"""return स्टेट्मेण्ट् इतीदं, एक्सिक्यूट् जायमानानां स्टेट्मेण्ट्स् इत्येतेषां समाप्तिं मार्क् करोति ।"""	The return statement marks the end of executable statements.	1503
पाठस्यास्य अध्ययनाय  Java अपि च  Eclipse IDE अनयोः प्राथमिकज्ञानमावश्यकम् ।	"""To follow this tutorial, you should have knowledge of basics of Java and Eclipse IDE."""	1504
युष्मासु योऽधिकारस्तस्य भागिनो यद्यन्ये भवेयुस्तर्ह्यस्माभिस्ततोऽधिकं किं तस्य भागिभि र्न भवितव्यं? अधिकन्तु वयं तेनाधिकारेण न व्यवहृतवन्तः किन्तु ख्रीष्टीयसुसंवादस्य कोऽपि व्याघातोऽस्माभिर्यन्न जायेत तदर्थं सर्व्वं सहामहे।	"""""""If others be partakers of this power over you, are not we rather? Nevertheless we have not used this power; but suffer all things, lest we should hinder the gospel of Christ."""""""	1505
"""""""पौल वा आपल्लो र्वा कैफा वा जगद् वा जीवनं वा मरणं वा वर्त्तमानं वा भविष्यद्वा सर्व्वाण्येव युष्माकं,"""""""	"""""""Whether Paul, or Apollos, or Cephas, or the world, or life, or death, or things present, or things to come; all are yours;"""""""	1506
इति कथां कथयित्वा सा गत्वा स्वां भगिनीं मरियमं गुप्तमाहूय व्याहरत् गुरुरुपतिष्ठति त्वामाहूयति च।	"""""""And when she had so said, she went her way, and called Mary her sister secretly, saying, The Master is come, and calleth for thee."""""""	1507
स्तरस्यास्य Layer Mode इतीदं Multiply इत्येतस्य कृते व्यवस्थापयामि । वर्धमानस्य वर्णस्य कृते चित्रस्थं श्वेतवर्णम् अनन्तरमहं न्यूनीकरोमि ।	I set the Layer mode of this layer to Multiply and for the colour rising I will later need to reduce the white in the image.	1508
1. त्रिधा	1. Three types	1509
बाल: तस्यां प्रेमं प्रदर्शयति ।	Boy displays affection in her.	1510
यदि आपको लगता है कि आपकी आँखों में कोई जलन महसूस हो रही है तो अपनी इच्छा शक्ति का उपयोग करें और आराम से टकटकी लगायें ।	If you feel any irritating sensations in your eyes use your willpower and gaze in a relaxed way.	1511
Orientation (ओरियेन्टेषन्) इत्येतत् Portrait (पोर्ट्रैट्) इति चिन्वन्तु ।	Choose Orientation as Portrait.	1512
"""""""दादाभाई नौरोजी, गोपबन्धुदास:, बाल गंगाधरतिलक:, महात्मा गान्धिसदृशा: समाजशोधका:, महर्षि रमण:, महामना: मदनमोहन मालवीय:, तमिलकवि:सुब्रह्मण्य भारती...।"""""""	"""""""Dada Bhai Nauroji, Gopa Bandhu Das, Bal Gangadhara Tilak, Mahatma Gandhi, Maharishi Ramana, Mahamana Madan Mohan Malviya, Tamil poet Subrahmaniya Bharati."""""""	1513
"""पूर्वतने अनुशिक्षणे, Indian Journal of Microbiology इति शीर्षिकायुक्तं किञ्चन सीरियल् एतावत् पर्यन्तम् अस्माभिः केटलाग् कृतम् अस्ति ।"""	"""In an earlier tutorial, we have already cataloged a serial with the title Indian Journal of Microbiology."""	1514
पुनश्च योहनपरमेकं प्रमाणं दत्वा कथितवान् विहायसः कपोतवद् अवतरन्तमात्मानम् अस्योपर्य्यवतिष्ठन्तं च दृष्टवानहम्।	"""""""And John bare record, saying, I saw the Spirit descending from heaven like a dove, and it abode upon him."""""""	1515
कतिचन दोषाः तेषां निवारणविधानं च पश्यामः।	We will also see some common errors and their solutions.	1516
भोजनपाकेन सुरक्षितं भवति ।	Cooking makes our food safe	1517
अतोऽहं मेन्युबार् मध्ये Debug मेन्यु प्रति गमिष्यामि ।Evaluate expression इतीदं चिनोमि।	"""So, let me go to the Debug menu in the menu bar and select Evaluate expression option."""	1518
संस्कृतव्याकरणस्य आधारभूतानि चतुर्दशमाहेश्वरसूत्राणि संस्कृतस्य ध्वनय: सन्ति येषामुल्लेख: पाणिने: अष्टाध्याय्यां कृतो विद्यते।	"""""""There is fourteen verses that organize the phonemes of Sanskrit as referred to in the Ashtdhyayi of Panini, the foundational text of Sanskrit grammar."""""""	1519
