index	ID	QUESTION	ANSWER	CHOICES	gpt-4o	llama-v3p1-405b-instruct	gpt-4o-mini	llama-v3p1-8b-instruct	ANSWER_LEMMA	gpt-4o_LEMMA	gpt-4o-mini_LEMMA	llama-v3p1-405b-instruct_LEMMA	llama-v3p1-8b-instruct_LEMMA
783	784	एतासु का सा स्वस्याः अपरजन्मनि सीतारूपेण जाता आसीत्?	वेदवती	 हेमा / वेदवती / अरुंधती / अनसूया	वेदवती	वेदवती	हेमा	अरुंधती	['vedavat']	vedavat	heman	vedavat	aruṃdhati
784	785	महेंद्रः एतेषु कः कथ्यते?	इन्द्रः	 शत्रुघ्नः / मेघनादः / इन्द्रः / हनुमान्	इन्द्रः	हनुमान्	शत्रुघ्नः	हनुमानः	['indra']	indra	śatrughna	hanumant	hanumant
785	786	एतासु कस्याः पतिव्रतायाः अग्निपरीक्षा कृता आसीत्?	सीतायाः	 सुलोचनायाः / मंदोदर्याः / अहल्यायाः / सीतायाः	सीतायाः	सीतायाः	सीतायाः	सीतायाः	['sītā']	sītā	sītā	sītā	sītā
786	787	एतेषु कस्मिन् ऋषौ प्रतिसृष्टेः सर्जनस्य क्षमता आसीत्?	विश्वामित्रे	 धौम्ये / जाबालौ / विश्वामित्रे / दुर्वाससे	विश्वामित्रे	विश्वामित्रे	विश्वामित्रे	धौम्ये	['viśvāmitra']	viśvāmitra	viśvāmitra	viśvāmitra	dhaumya
787	788	एतेषु केषां भ्रातॄणां विवाहः समकालम् अभवत्?	चतुर्णाम्	 रामलक्ष्मणयोः / भरतशत्रुघ्नयोः / रामभरतयोः / चतुर्णाम्	चतुर्णाम्	चतुर्णाम्	रामलक्ष्मणयोः	रामलक्ष्मणयोः	['']		rāma lakṣmaṇa		rāma lakṣmaṇa
788	789	एतेषु कस्य ऋषेः परामर्शेण राजा दशरथः पुत्रेष्टियज्ञमकारयत्?	वसिष्ठस्य	 वसिष्ठस्य / परशुरामस्य / याज्ञवल्क्यस्य / अत्रिणः	वसिष्ठस्य	वसिष्ठस्य	वसिष्ठस्य	वसिष्ठस्य	['vasiṣṭha']	vasiṣṭha	vasiṣṭha	vasiṣṭha	vasiṣṭha
789	790	एतासु का 'नागमाता' कथ्यते?	सुरसा	 सुरसा / सिंहिका / त्रिजटा / मन्दोदरी	सुरसा	सुरसा	सुरसा	सुरसा	['surasā']	surasā	surasā	surasā	surasā
790	791	एतेषु कस्य सूर्यवंशसम्बन्धः आसीत् ?	दशरथस्य	 जनकस्य / रावणस्य / दशरथस्य / सहस्रार्जुनस्य	दशरथस्य	दशरथस्य	दशरथस्य	जनकस्य	['daśaratha']	daśaratha	daśaratha	daśaratha	janaka
791	792	एतेषु स कः राजा यः नक्षत्रत्वं प्राप्त्य आकाशे प्रकाशते ?	त्रिशङ्कुः	 त्रिशङ्कुः / दशरथः / गयः / अंशुमान्	त्रिशङ्कुः	त्रिशङ्कुः	त्रिशङ्कुः	दशरथः	['triśaṅku']	triśaṅku	triśaṅku	triśaṅku	daśaratha
792	793	एतेषु किं नाम यत् रावणस्य पुत्रस्य भ्रातुः च आसीत् ?	त्रिशिराः	 त्रिशिराः / मेघनादः / दूषणः / अक्षकुमारः	अक्षकुमारः	अत्रोत्तरमस्ति -  त्रिशिराः	मेघनादः	मेघनादः	['triśiras']	akṣa kumāra	meghanāda	triśiras	meghanāda
793	794	उपेन्द्रः एतेषु कः उच्यते ?	लक्ष्मणः	 शत्रुघ्नः / लक्ष्मणः / भरतः / दशरथः	लक्ष्मणः	लक्ष्मणः	भरतः	शत्रुघ्नः	['lakṣmaṇa']	lakṣmaṇa	bharata	lakṣmaṇa	śatrughna
794	795	एतासु सा का महौषधिः या शरीरे प्रविष्टान् बाणादीन् निष्कास्य क्षतं पूरयति पीडां च हरति ?	विशल्यकरणी	 सावर्ण्यकरणी / विशल्यकरणी / सञ्जीवकरणी / सन्धानी	विशल्यकरणी	विशल्यकरणी	विशल्यकरणी	सावर्ण्यकरणी	['viśalyakaraṇī']	viśalyakaraṇī	viśalyakaraṇī	viśalyakaraṇī	sāvarṇya karaṇa
795	796	एतासु सा का महौषधिः या युद्धात् निस्तेजं शरीरं पुनः यथापूर्वं तेजः प्रयच्छति ?	सावर्ण्यकरणी	 सञ्जीवकरणी / सन्धानी / सावर्ण्यकरणी / विशल्यकरणी	सञ्जीवकरणी	सावर्ण्यकरणी	सञ्जीवकरणी	संजीवकरणी	['sāvarṇya karaṇa']	saṃjīva karaṇa	saṃjīva karaṇa	sāvarṇya karaṇa	saṃjīva karaṇa
796	797	एतासु सा का महौषधिः या मूर्छां दूरीकृत्य चेतनां प्रयच्छति?	सञ्जीवकरणी	 विशल्यकरणी / सावर्ण्यकरणी / सन्धानी / सञ्जीवकरणी	सञ्जीवकरणी	सञ्जीवकरणी	सञ्जीवकरणी	सावर्ण्यकरणी	['saṃjīva karaṇa']	saṃjīva karaṇa	saṃjīva karaṇa	saṃjīva karaṇa	sāvarṇya karaṇa
797	798	एतासु सा का महौषधिः या भिन्नानाम् अस्थ्नां संधाने युज्यते ?	सन्धानी	 सन्धानी / विशल्यकरणी / सञ्जीवकरणी / सावर्ण्यकरणी	सन्धानी	सन्धानी	विशल्यकरणी	सावर्ण्यकरणी	['saṃdhānī']	saṃdhānī	viśalyakaraṇī	saṃdhānī	sāvarṇya karaṇa
798	799	श्रीरामः एतेषु कस्य परित्यागं कृतवान्?	लक्ष्मणस्य	 शत्रुघ्नस्य / भरतस्य / लवस्य / लक्ष्मणस्य	लक्ष्मणस्य	लक्ष्मणस्य	भरतस्य	शत्रुघ्नस्य	['lakṣmaṇa']	lakṣmaṇa	bharata	lakṣmaṇa	śatrughna
799	800	एतेषु कौ च द्वौ भ्रातरौ गांधर्वविद्यायाः तत्वज्ञौ आस्ताम्?	लवकुुशौ	 रामलक्ष्मणौ / वालिसुग्रीवौ / लवकुशौ / नलनीलौ	वालिसुग्रीवौ	लवकुशौ	रामलक्ष्मणौ	रामलक्ष्मणौ	['lavakuuśa']	vālin sugrīva	rāma lakṣmaṇa	lava kuśa	rāma lakṣmaṇa
800	801	वानरराजः एतेषु कः आसीत् ?	सुग्रीवः	 सुग्रीवः / हनुमान् / नलः / मैन्दः	सुग्रीवः	सुग्रीवः	सुग्रीवः	सुग्रीवः	['sugrīva']	sugrīva	sugrīva	sugrīva	sugrīva
801	802	गृद्ध्रराजः एतेषु कः आसीत् ?	जटायुः	 जटायुः / हनुमान् / द्विविदः / गुहः	जटायुः	जटायुः	जटायुः	जटायुः	['jaṭāyus']	jaṭāyus	jaṭāyus	jaṭāyus	jaṭāyus
802	803	निषादराजः एतेषु कः आसीत् ?	गुहः	 गयः / सुमन्त्र / गुहः / सम्पातिः	गुहः	गुहः	गुहः	गुहः	['guha']	guha	guha	guha	guha
803	804	एतासु का गन्धर्वराजस्य शैलूषस्य पुत्री आसीत् ?	सरमा	 ताटका / लङ्किनी / प्रघसा / सरमा	प्रघसा	ताटका	ताटका	ताटका	['saramā']	praghas	tāṭakā	tāṭakā	tāṭakā
804	805	रामायणस्य रचयिता कः आसीत् ?	वाल्मीकिः		वाल्मीकि	वाल्मीकिः	वाल्मीकि	वाल्मीकि	['vālmīki']	vālmīki	vālmīki	vālmīki	vālmīki
805	806	वाल्मीकीयरामायणं कस्यां भाषायां विरचितम् अस्ति ?	संस्कृतभाषायाम्; संस्कृते		संस्कृतभाषायां	संस्कृतभाषायाम्	संस्कृतभाषायां	संस्कृतभाषायाम्	['saṃskṛ bhāṣā', 'saṃskṛ']	saṃskṛ bhāṣā	saṃskṛ bhāṣā	saṃskṛ bhāṣā	saṃskṛ bhāṣā
806	807	श्रीरामं, सीतां, लक्ष्मणं च वनवासाय अयोध्यायाः सीमापर्यन्तं त्यक्तुं कः गतवान् आसीत् ?	सुमन्त्रः		सुमन्तः	श्रीरामस्य अनुजः लक्ष्मणः, सीता च वनवासाय अयोध्यायाः सीमापर्यन्तं त्यक्तुं श्रीरामेण सह गतवन्तौ आस्ताम्	राजा दशरथः	विश्वामित्रः	['sumantra']	sumat	rājan daśaratha	śrī rāma anuja lakṣmaṇa sītā vana vāsa ayodhyā sīmā paryanta tyaj śrī rāma	viśvāmitra
807	808	हनुमतः लङ्कागमनसमये सीतायै श्रीरामः कं वस्तु स्वपरिचयरूपेण दत्तवान् आसीत् ?	मुद्रिकाम्; अङ्गुलीयकम्		अङ्गुलीयकम्	अङ्गुलीयकम्	नवनीतम्	अन्नम्	['mudrikā', 'aṅgulīyaka']	aṅgulīyaka	navanīta	aṅgulīyaka	anna
808	809	केन एतद् उक्तं यत् रावणस्य नाभौ अमृतं अस्ति इति, तत्पश्चात् श्रीरामः रावणं मारयितुम् अशक्नोत्?	विभीषणः		विभीषणेन	पुलस्त्येन	अमृतं	नहि	['vibhīṣaṇa']	vibhīṣaṇa	amṛta	pulastya	nahi
809	810	संजीवनीभेषजस्य आनयनसमये हनुमन्तं मार्गे कः बाणेन प्रहृत्य पतितवान् ?	भरतः		भरतः	भ्रातृशत्रुः	सुर्यः	सुमन्त्र	['bharata']	bharata	surya	bhrātṛ śatru	sumantra
810	811	सीताहरणस्यानन्तरं यदा श्रीरामलक्ष्मणौ सीतां अन्विष्यन्तौ आस्तां तदा मार्गे सीता रुपेण कः आसीत्?	सती		मारिचः	मारीचः	हूडिनी	रावण	['satī']	mārica	hūḍinī	mārīca	rāvaṇa
811	812	कः स ऋषिः आसीत् यः श्रीरामं वनगमनात् विमुखं कर्तुं यतते स्म?	जाबालिः		वसिष्ठः	वशिष्ठः	कैकेई	विश्वामित्रः	['jābāli']	vasiṣṭha	kaikeī	vaśiṣṭha	viśvāmitra
812	813	नासिका-कर्णयोः छेदनात् परं शूर्पणखा प्रथमतः कस्य भ्रातुः सकाशम् अगच्छत्?	खरस्य		खरस्य	खरस्य	रावणस्य	रावणस्य	['khara']	khara	rāvaṇa	khara	rāvaṇa
813	814	श्रीरामसीते वनवासाय प्रस्थानसमये स्वानि सर्वाणि बहुमूल्यवस्त्राभूषणानि कस्मै दत्तवन्तौ?	सुयज्ञाय		गुहायै	सीता श्रीरामेण सह स्वानि सर्वाणि बहुमूल्यवस्त्राभूषणानि कौसल्यायै दत्तवन्तौ	ऋषिभ्यः	सुमित्रे	['suyajña']	guhā	ṛṣi	sītā śrī rāma mūlya vastra bhūṣaṇa kausalyā dā	mitra
814	815	श्रीरामः यस्मिन् रथे स्थितः रावणेन युद्धं कुर्वन् आसीत् तं कः प्रेषितवान्?	इन्द्रः		मातलिः	विश्वकर्मा	श्रीरामः प्रेषितवान्	विश्वासपात्रः	['indra']	mātali	śrī rāma preṣay	viśvakarman	viśvāsa pātra
815	816	रावणेन सह युध्यमानस्य श्रीरामस्य रथस्य सारथिः कः आसीत्?	मातलिः		मातलिः	इन्द्रजित् वधार्थं रामस्य रथस्य सारथिः मातलिः आसीत्	मारुतिः	विभीषणः	['mātali']	mātali	māruti	indrajit vadha artha rāma ratha sārathi mātali	vibhīṣaṇa
816	817	रावणस्य अन्तिमसंस्कारं कः अकरोत्?	विभीषणः		विभीषणः	विभीषणः	रामः	मेघनादः	['vibhīṣaṇa']	vibhīṣaṇa	rāma	vibhīṣaṇa	meghanāda
817	818	श्रीरामस्य वनवासात् प्रत्यागमनस्य सूचनां भरताय कः दत्तवान्?	हनुमान्		हनूमान्	हनुमान्	सुमित्रायाः पुत्रः लक्ष्मणः	विश्वामित्र	['hanumant']	hanumant	sumitrā putra lakṣmaṇa	hanumant	viśvāmitra
818	819	ब्रह्मणः वरप्रार्थनसमये कुम्भकर्णस्य जिह्वायां का देवी आसीनासीत्?	सरस्वती		सरस्वती देवी	सरस्वती	पद्मा	अन्नपूर्णा	['sarasvatī']	sarasvatī devī	padma	sarasvatī	anna pṛ
819	820	लङ्कायाः गमनाय समुद्रे सेतुनिर्माणसमये श्रीरामः कस्य देवस्य आराधनां अकुरुत?	शिवस्य		वरुणदेवस्य	वरुणदेवस्य	भगवतः ಸಾಲगमः	विश्वाकापी	['śiva']	varuṇa	bodhisattva buddha	varuṇa	viśvākāpī
820	821	यस्मिन् दिवसे श्रीरामेण रावणः विजीतः तस्मिन् दिने का तिथि: आसीत् ?	दशमीतिथिः; दशमी		विजयादशमी	विजयदशमी	Dashahara	अष्टमी	['daśamītithi', 'daśama']	vijayā daśama		vijaya daśama	aṣṭama
821	822	राज्ञः दशरथस्य राज्ञीनां मध्ये ज्येष्ठा का आसीत् ?	कौसल्या		कौसल्या	कौसल्या	कैकेयी	कौशल्या	['kausalyā']	kausalyā	kaikeyī	kausalyā	kauśalyā
822	823	यदा रावणः सीतायाः हरणं कृत्वा गच्छति स्म तदा मार्गे तस्य प्रतिरोधं कः वीरः अकरोत् ?	जटायुः		जटायुः	जटायुः	रामः	वानरराजः सुग्रीवः	['jaṭāyus']	jaṭāyus	rāma	jaṭāyus	vānara rāja sugrīva
823	824	रावणस्य सः कः भ्राता यः श्रीरामस्य शरणं प्राप्तवान् ?	विभीषणः		विभीषणः	विभीषणः	विभीषणः	कुम्भकर्णः	['vibhīṣaṇa']	vibhīṣaṇa	vibhīṣaṇa	vibhīṣaṇa	kumbhakarṇa
824	825	लङ्कां कः दग्धवान् ?	हनुमान्		हनुमान्	हनुमान्	रामः	रावणः	['hanumant']	hanumant	rāma	hanumant	rāvaṇa
825	826	राक्षसेभ्यः यज्ञस्य रक्षणाय राजा दशरथात् श्रीराम-लक्ष्मणौ कः ऋषिः याचित्वा नीतवान् ?	विश्वामित्रः		वसिष्ठः	विश्वामित्रः	विश्वामित्रः	वशिष्ठ	['viśvāmitra']	vasiṣṭha	viśvāmitra	viśvāmitra	vaśiṣṭha
826	827	अयोध्यायाः कुलगुरुः कः आसीत् ?	वसिष्ठः		वसिष्ठः	वशिष्ठः	वाल्मीकि:	जनकः	['vasiṣṭha']	vasiṣṭha	vālmīki	vaśiṣṭha	janaka
827	828	सीता स्वयंवरस्य कः मनोरथः आसीत् ?	शिवधनुषोत्तोलनम्		धनुर्यज्ञः	श्रीरामस्य विवाहः	रामस्य विवाहः	राजकुमारी सीता	['śiva dhanus uttamlana']	dhanus yajña	rāma vivāha	śrī rāma vivāha	rājan kumārī sītā
828	829	लंकां गत्वा सीतायाः सङ्केतं कः ज्ञातवान् ?	हनुमान्		हनुमान्	हनुमान्	हनुमानः	वानरराजः हनुमान	['hanumant']	hanumant	hanumant	hanumant	vānara rāja hanumant
829	830	अयोध्यायां श्रीरामलक्ष्मणभरतशत्रुघ्नेभ्यः शस्त्रशास्त्रयोः शिक्षां कः अददात् ?	विश्वामित्रः		वसिष्ठः	वशिष्ठः	विश्वामित्रः	विश्रवस्	['viśvāmitra']	vasiṣṭha	viśvāmitra	vaśiṣṭha	viśravas
830	831	दशरथः एतेषु कस्य वंशस्य आसीत् ?	रघुवंशस्य	 यदुवंशस्य / पूरुवंशस्य / कुरुवंशस्य / रघुवंशस्य	रघुवंशस्य	रघुवंशस्य	रघुवंशस्य	रघुवंशस्य	['raghu vaṃśa']	raghu vaṃśa	raghu vaṃśa	raghu vaṃśa	raghu vaṃśa
831	832	श्रीरामस्य जन्म कदा अभवत् ?	नवम्यां तिथौ; चैत्रमासस्य शुक्लपक्षस्य नवमी तिथौ पुनर्वसु नक्षत्रे कार्कट लग्ने मध्याह्ने; चैत्रमासे; चैत्रशुक्लनवम्याम्; त्रेतायाम्; त्रेतायुगे; चैत्रमासे शुक्लपक्षे नवम्यां तिथौ; चैत्र शुक्ल नवमी तिथौ		चैत्र-शुक्ल-नवमी	चैत्रमासस्य शुक्लपक्षे नवम्यां तिथौ	ताप्तु ऋतु	त्रेतायुगे	['navamī tithi', 'caitra māsa śukla pakṣa navamī tithi punarvasu nakṣatra kārkaṭa lagna madhyāhna', 'caitra māsa', 'caitra śukla navamī', 'tretā', 'tretā yuga', 'caitra māsa śukla pakṣa navamī tithi', 'caitra śukla navamī tithi']	caitra śukla navamī	tāp ṛtu	caitra māsa śukla pakṣa navamī tithi	tretā yuga
832	833	श्रीरामलक्ष्मणभरतशत्रुघ्नेषु स्वस्य कोपी स्वभावेन कः प्रसिद्धः आसीत्?	लक्ष्मणः		भरतः	श्रीरामलक्ष्मणभरतशत्रुघ्नेषु लक्ष्मणः स्वस्य कोपी स्वभावेन प्रसिद्धः आसीत्	रामः	भरत	['lakṣmaṇa']	bharata	rāma	śrī rāma lakṣmaṇa bharata śatru ghna lakṣmaṇa kopin svabhāva prasidh	bhṛ
833	834	सीतायाः स्वयंवरे यद् धनुः व्यवहृतं तत् कस्य आसीत्?	शिवस्य; रुद्रस्य; पिनाकिनः; देवदेवस्य		शिवस्य	शिवस्य	शिवस्य	रावणस्य	['śiva', 'rudra', 'pinākin', 'devadeva']	śiva	śiva	śiva	rāvaṇa
834	835	कः सः ऋषिः यः सीतायाः स्वयंवरे श्रीरामलक्ष्मणयोः च उपरि रुष्टः आसीत्?	परशुरामः; जामदग्न्यः		विस्वामित्राः	परशुरामः	परशुरामः	मारीचः	['paraśurāma', 'jāmadagnya']	visvāmitra	paraśurāma	paraśurāma	mārīca
835	836	लवकुशयोः गुरुः कः आसीत्?	वाल्मीकिः		वाल्मीकिनः आश्रमे	वाल्मीकिः	वाल्मीकि:	अश्वपति	['vālmīki']	vālmīkin āśrama	vālmīki	vālmīki	aśvapati
836	837	अशोकवाटिकायां सीता हनूमते किम् वस्तु अभिज्ञानरूपेण अददात्?	चूडामणिः		चूडामणिः	चूडामणिम्	चूड़ामणीम्	सीता हनुमानाला रामायणम्	['cūḍāmaṇi']	cūḍāmaṇi	cūrgya sāmaṇī	cūḍāmaṇi	sītā hanumant nāla rāmāyaṇa
837	838	महर्षिः वाल्मीकिः कस्य वंशे उत्पन्नः?	भृगोः; भृगुवंशे; भृगु वंशे		भृगुवंशे	भृगुवंशे	कौशिकी वंशे	अग्निवंशे	['bhṛgu', 'bhṛgu vaṃśa', 'bhṛgu vaṃśa']	bhṛgu vaṃśa	kauśikī vaṃśa	bhṛgu vaṃśa	agni vaṃśa
838	839	त्रिजटा राक्षसी विभीषणस्य का आसीत्?	भगिनी		कन्या	दासी	पत्नी	पुष्पा	['bhaginī']	kanyā	patnī	dāsī	puṣpā
839	840	लङ्कायाः निर्मितिः केन कृता?	विश्वकर्मणा		विश्रवसा	विश्वकर्मणा	विश्रवसः	विभीषणेन	['viśvakarman']	viśravas	viśravas	viśvakarman	vibhīṣaṇa
840	841	श्रीरामं वनात् अयोध्यां प्रतिनेतुं एतेषु कः न गतवान्?	दशरथः	 जनकः / भरतः / सुमन्त्रः / दशरथः	दशरथः	दशरथः	जनकः	दशरथः	['daśaratha']	daśaratha	janaka	daśaratha	daśaratha
841	842	भरतः अयोध्यायाः सिंहासने श्रीरामस्य किं वस्तु स्थापयित्वा तस्य आगमनपर्यंतं राज्यं चालयामास?	पादुके		पादुके	पादुके	चिन्हम्	भरतः	['pādukā']	pādukā	cinham	pādukā	bharata
842	843	सीतायाः सङ्केतप्राप्त्यर्थं लंकां गच्छते हनुमते कः पर्वतः स्वागतं व्याजहार ?	मैनाकः; मैनाक पर्वतः		मैन्दाकिनीपर्वतः	मैनाकः	सुमेरु:	श्रृंगीव पर्वतः	['maināka', 'maināka parvata']	maindākinī parvata	sumeru	maināka	śṛṅgin parvata
843	844	दशरथस्य तिस्रः राज्ञ्यः गर्भधारणाय कस्य वस्तुनः भक्षणं कृतवत्यः?	चरुः; पायसस्य		पायस्याः	पायसस्य	अमृतस्य	कौशल्यायाः, सुमित्रायाः, कैकेय्याः	['caru', 'pāyasa']	pāya	amṛta	pāyasa	kauśalyā sumitrā kaikeyī
844	845	श्रीरामलक्ष्मणाभ्यां बलातिबलयोः विद्यायोः ज्ञानं केन प्रदत्तम्?	विश्वामित्रेण		विश्वामित्रः	वशिष्ठेन	सप्तर्षिभिः	देवर्षिभिः	['viśvāmitra']	viśvāmitra	saptarṣi	vaśiṣṭha	devarṣi
845	846	शुनःशेपस्य रक्षा केन कृता?	विश्वामित्रेण		विश्वामित्रेण	विश्वामित्रेण	रामेण	रामेण	['viśvāmitra']	viśvāmitra	rāma	viśvāmitra	rāma
846	847	सिद्धार्थः अयोध्यायां कस्मिन् पदे आसीत्?	मन्त्री		कुमारः	राजकुमारः	राजपदेम्	अयोध्यायां राजभवने	['mantrin']	kumāra	rājan pada	rājan kumāra	ayodhyā rājan bhavana
847	848	राज्ञः दशरथस्य सारथिः कः आसीत्?	सुमन्त्रः		सुमन्तः	सुमन्त्रः	सुमंतः	श्रीरामः	['sumantra']	sumat	suman	sumantra	śrīrāma
848	849	सीतायाः हरणाय रावणः केन वेषेन आगच्छत्?	भिक्षुकवेषेण; द्विजातिवेषेण; भिक्षुवेषेण		सन्न्यासिवेषेण	भिक्षुवेषेण	ब्रम्हवेष्टितेन	असुररूपेण	['bhikṣuka veṣa', 'dvijāti veṣa', 'bhikṣu veṣa']	saṃnyāsin veṣa	braṃha veṣṭay	bhikṣu veṣa	asura rūpa
849	850	राज्ञः दशरथस्य सा का राज्ञी या तेन सह युद्धेषु भागमगृह्णात्?	कैकेयी		कैकेयी	कौसल्या न, कैकेयी या	कैकयी	माता	['kaikeyī']	kaikeyī	kaikayī	kausalyā kaikeyī	mātṛ
850	851	कुशनाभस्य पुत्र्यः कस्य क्रोधेन कुब्जाः जाता:?	वायोः		वासवस्य	वायो:	रामस्य	कुशनाभस्य पुत्र्यः कस्य क्रोधेन कुब्जाः जाता?: कुबेरस्य	['vāyu']	vāsava	rāma	vāyu	kuśanābha putrī krodha kubja jan kubera
851	852	वनवासकाले श्रीरामादिषु शृङ्गवेरपुरे प्राप्ते कः तेषां स्वागतं कृतवान्?	गुहः		गुहः	गुहः	शृङ्गवेरीकः	सुग्रीवः	['guha']	guha	śṛṅgaverīka	guha	sugrīva
852	853	श्रीरामः लक्ष्मणसीताभ्यां सहितः वनवासाय केन वेषेण गतः?	तपस्विनः वेषेण; तापसवेषेण; तपस्विनाम्; तपस्वीवेषेण; तपस्विवेषेण; परिव्राजकवेषेण		तपस्विवेषेण	मुण्डितवेषेण	देवदूतवेषेण	वानरवेषेण	['tapasvin veṣa', 'tāpasa veṣa', 'tapasvin', 'tapasvin veṣa', 'tapas viṣa', 'parivrājaka veṣa']	tapas viṣa	dūta veṣa	muṇḍay veṣa	vānara veṣa
853	854	रामायणे किष्किन्धाकाण्डात् परं किं काण्डम् आगच्छति?	सुन्दरकाण्डम्		सुन्दरकाण्डम्	सुन्दरकाण्डम्	सुन्दरकाण्डम्	युद्धकाण्ड	['sundara kāṇḍa']	sundara kāṇḍa	sundara kāṇḍa	sundara kāṇḍa	yuddha kāṇḍa
854	855	सः कः राक्षसः यः रावणाय सिताहरणस्य मन्त्रणां कृतवान् आसीत्?	अकम्पनः		मारीचः	शूर्पणखा	मारिचः	मेघनादः	['akampana']	mārīca	mārica	śūrpaṇakhā	meghanāda
855	856	श्रीरामसीताभ्यां सह अन्यः कः वनम् अगच्छत्?	लक्ष्मणः		लक्ष्मणः	लक्ष्मणः	लक्ष्मणः	लक्ष्मणः	['lakṣmaṇa']	lakṣmaṇa	lakṣmaṇa	lakṣmaṇa	lakṣmaṇa
856	857	सम्पातेः (गृध्रस्य) पक्षौ कथं दग्धौ अभवताम्?	सूर्यस्य प्रखरकिरणैः; सूर्यस्य तेजसा; सूर्यस्य तापेन;  सम्पातेः पक्षौ सूर्यस्य समीपं गत्वा दग्धौ अभवताम्		सम्पातेः पक्षौ सूर्यस्य समीपं गत्वा दग्धौ अभवताम्	सूर्यस्य तापेन	रामस्य आग्निना	अर्थात्, सम्पातेः (गृध्रस्य) पक्षौ कथं दग्धौ अभवताम्? - गृध्रराजः सम्पातः, तदनन्तरं तयोः पक्षयोः दग्धौ	['sūrya prakhara kiraṇa', 'sūrya tejas', 'sūrya tāpa', 'sampāti pakṣa sūrya samīpa dah']	sampāti pakṣa sūrya samīpa dah	rāma āgni	sūrya tāpa	artha sampāti gṛdhra pakṣa dah gṛdhra rāja sampāta anantaram pakṣa dah
857	858	प्रहस्तः कः आसीत्?	रावणस्य सेनापतिः; रावणस्य सेनानायकः		प्रहस्तः रावणस्य मन्त्रिणः सेनापतिः आसीत्	रावणस्य मन्त्री	राक्षसः	रावणः	['rāvaṇa senāpati', 'rāvaṇa senā nāyaka']	prahasta rāvaṇa mantrin senāpati	rākṣasa	rāvaṇa mantrin	rāvaṇa
858	859	महोदरः प्रहस्तः धूम्राक्षः मारीचः शुकः सारणः - एते सर्वे लङ्कायां केषु पदेषु स्थिताः आसन् ?	अमात्यपदे; मन्त्रिपदेषु; मन्त्रिणः; मन्त्रीषु		एते सर्वे राक्षसाः आसन्	द्वारेषु	दानवाः	रावणस्य सेनायाम्	['amātya pada', 'mantrin pada', 'mantrin', 'mantrin']	rākṣasa	dānava	dvāra	rāvaṇa senā
859	860	लङ्कायाः गमनाय समुद्रे निर्मितः सेतुः केन निर्मितः आसीत्?	नलेन		हनुमता	वानरैः	रामः	रामसेतुः	['nala']	hanumant	rāma	vānara	rāmasetu
860	861	ऋषेः भरद्वाजस्य गुरु: कः महर्षिः आसीत् ?	वाल्मीकिः		वल्मीकि:	वाल्मीकिः	वशिष्ठः	विश्वामित्रः	['vālmīki']	valmīki	vaśiṣṭha	vālmīki	viśvāmitra
861	862	हनुमतः (लङ्कां गच्छतः)  बलं पराक्रमं च परिक्षितुं देवताः कं राक्षसीरूपेण मार्गे विघ्नमुत्पादयितुं प्रेषितवन्तः ?	सुरसा		सुरसा	सुरसाम्	सुरसा	विनता	['surasā']	surasā	surasā	surasā	vinatā
862	863	सः कः राक्षसः यस्य मायया श्रीरामस्य कर्तितं शिरः दर्शयित्वा सीतां व्यकुलयितुं प्रयासम् अकरोत् ?	विद्युज्जिह्वः		मारीचः	रावणः	रावणः	रावण	['vidyujjihva']	mārīca	rāvaṇa	rāvaṇa	rāvaṇa
863	864	सीताया: स्वयंवरे गच्छद्भ्यां श्रीरामलक्ष्मणाभ्यां सहितः कः ऋषिः आसीत्?	विश्वामित्रः		विश्वामित्रः	विश्वामित्रः	पुलस्त्यः	वशिष्ठः	['viśvāmitra']	viśvāmitra	pulastya	viśvāmitra	vaśiṣṭha
864	865	रामरक्षास्तोत्रस्य' रचना केन कृता?	विश्वामित्रेण		बुद्धकौशिकः	बुधकौशिकेन	हणूमन्तः	गणेशशंकरोत्तानकृता	['viśvāmitra']	buddha kauśika	haṇūmat	budhakauśika	gaṇeśa śaṃkara uttāna
865	866	तारकासुरेण सह देवतानां युद्धे देवतानां सेनापति: कः आसीत्?	कार्त्तिकेयः; स्कन्दः		स्कन्द:	कार्तिकेयः	इन्द्रः	इन्द्रः	['kārttikeya', 'skanda']	skanda	indra	kārttikeya	indra
866	867	देवतायाः चिकित्सकः कः आसीत्?	अश्विनिकुमारौ; अश्विनौ		धन्वन्तरिः	सुषेणः	भृगुः	भस्मराजः	['aśvinikumāra', 'aśvin']	dhanvantari	bhṛgu	suṣeṇa	bhasman rāja
867	868	पुष्पकविमानस्य निर्माणं केन कृतम्?	विश्वकर्मणा		विश्रवसा	विश्वकर्मणा	विश्रवस्याऽस्मिन्	विश्वकर्मणा	['viśvakarman']	viśravas	viśravas	viśvakarman	viśvakarman
868	869	रावणस्य शरीरं कस्य वर्णस्य आसीत्?	कृष्णवर्णस्य		कृष्णवर्णस्य	नीलवर्णस्य	पितृणां	कृष्णवर्णस्य	['kṛṣṇa varṇa']	kṛṣṇa varṇa	pitṛ	nīla varṇa	kṛṣṇa varṇa
869	870	श्रीरामस्य शरीरस्य वर्णः कः आसीत्?	नीलः; श्यामः; कृष्णवर्णः		श्यामः	श्यामः	पीतः	श्यामः	['nīla', 'śyāma', 'kṛṣṇa varṇa']	śyāma	pā	śyāma	śyāma
