ID	QUESTION	ANSWER	CHOICES	gpt-4o	claude-3-5-sonnet-20240620	gemini-1.5-pro	mistral-large-latest	llama-v3p1-405b-instruct
398	शबरी कस्मिन् वने निवसति स्म?	मतङ्गवने		दण्डकारण्ये	शबरी पम्पा वने निवसति स्म	दण्डकारण्ये	पंचवटी	मतङ्गवने
399	किष्किन्धायां वालिना निष्कासितः सुग्रीवः कुत्र वसति स्म?	ऋष्यमूकपर्वते		ऋष्यमूकम्	एकपदोत्तरम्: ऋष्यमूके	मलयपर्वते  वालिनः भीत्या सुग्रीवः मलयपर्वते निवसति स्म	ऋष्यमूके	ऋष्यमूकपर्वते
400	लंकां प्राप्त्य श्रीरामस्य वानरसेना कस्य पर्वतस्य समीपे स्थितवती?	सुवेलस्य		त्रिकूट:	सुवेलपर्वतस्य	मलयस्य   मलयेन सह समुद्रः लंकां स्पृशति	सुवेलः	महेन्द्रपर्वतस्य
401	हनुमान् कं पर्वतम् आरुह्य समुद्रं लङ्घयितुं प्लुतवान्?	महेन्द्रम्		महेन्द्रम्	"महेन्द्र पर्वतम्

हनुमान् महेन्द्र पर्वतम् आरुह्य समुद्रं लङ्घयितुं प्लुतवान"	महेन्द्रम् समुद्रलंघनार्थम्	मैन्द्रम्	महेन्द्रपर्वतम्
402	लंका नगरी कस्य पर्वतस्य उपरि स्थिता आसीत्?	त्रिकुटपर्वतस्य		त्रिकूटः	त्रिकूट	त्रिकूटस्य त्रिकूटनाम्नः पर्वतस्य उपरि लंका नगरी स्थिता आसीत्	त्रिकूट	त्रिकूट पर्वतस्य
403	विशल्यकरणी, सावर्ण्यकरणी, सञ्जीवकरणी, सन्धानी नामकाः ओषधय: कस्मिन् पर्वते लभ्यन्ते स्म?	महोदयः		गन्धमादनपर्वते	हनुमता ओषधीः आनेतुं गतः पर्वतः ओषधि-पर्वतः अथवा द्रोणाचलः इति नाम्ना प्रसि	"**हिमालये** 

**कारणम्**:  हिमालयः दिव्योषधीनां भाण्डागारः इति रामायणे वर्णितम्"	हिमवत्	चित्रकूटपर्वते
404	महर्षे: परशुरामस्य आश्रम: कस्मिन् पर्वते स्थित: आसीत्?	महेन्द्रपर्वते		महेंद्र:	महर्षेः परशुरामस्य आश्रमः महेन्द्रपर्वते स्थितः आसीत्	महेन्द्र-पर्वते	महेन्द्रे	महेन्द्रपर्वते
405	श्रीराम:, सीता, लक्ष्मण: च श्रृंगवेरपुरस्य समीपे कां नदीं तीर्त्वा गमनं कृतवन्त:?	गङ्गाम्		गङ्गा	गङ्गाम्	गङ्गाम्	गङ्गा	गंगा
406	कुश-लवयो: जन्म कुत्र अभवत्?	वाल्मीकेः आश्रमे		वाल्मीकि-आश्रमः	कुश-लवयोः जन्म वाल्मीकि-आश्रमे अभवत्	वल्मीकि आश्रमे	पञ्चवटी	वाल्मीकि-आश्रमे
407	वनवासात् प्रत्यागम्य श्रीराम: कुत्र जटानां कर्तनं कृतवान्?	नन्दीग्रामे		नन्दिग्रामे	श्रीरामः वनवासात् प्रत्यागम्य भरद्वाजाश्रमे जटानां कर्तनं कृतवान्	पुष्करे  तत्र तीर्थस्नानानन्तरं जटानां त्यागं कृतवान्	भरद्वाजाश्रमे	श्रीराम: वनवासात् प्रत्यागम्य सीताया: पित्रा जनकेन निर्मिते श्रृंगवेरपुरे जटानां कर्तनं कृतवान्
408	मेघनाद: (लक्ष्मणेन सह युद्धं कुर्वन्) युद्धक्षेत्रं परित्यज्य यज्ञानुष्ठानाय कं स्थानं गतवान्?	निकुम्भिलाम्		निकुम्भिलाम्	मेघनादः निकुम्भिलायाम् यज्ञानुष्ठानाय गतवान्	निकुम्भिलाम्  मेघनादः युद्धे लक्ष्मणेन पराजितः भवितुम् इच्छन् अतः मायया युद्धं त्यक्त्वा निकुम्भिलां यज्ञानुष्ठानाय गतवान्	अशोकवनिकाम्	निकुम्भिलाम्
409	नंदिग्राम: अयोध्यायाः कस्यां दिशि स्थित: आसीत्?	पूर्वदिशि		दक्षिणे	"पूर्वस्याम्

नन्दिग्रामः अयोध्यायाः पूर्व-दिशायां स्थितः आसीत् रामायणानुसारं, र"	दक्षिणे	पूर्वे	पूर्वदिशि
410	खरदूषणौ कुत्र निवसतः आस्ताम्?	दण्डकवने		जनस्थानम्	जनस्थाने	जनस्थाने	जनस्थाने	जनस्थाने
411	श्रीरामेण सीतायै वनवासे दत्ते सा कुत्र अवसत्?	वाल्मीकेः अश्रमे		अशोकवाटिकायाम्	अशोकवने	पञ्चवट्याम्	पञ्चवटी	अनसूयायाः आश्रमे
412	पञ्चवटी, यत्र श्रीरामः सीतालक्ष्मणाभ्यां समेतः वनवासकाले पर्णकुटिं कृत्वा निवसन् आसीत्, सा कस्याः नद्याः तटे आसीत्?	गोदावर्याः		गोदावरी-नद्याः	गोदावर्याः	"गोदावरी  

पञ्चवटी गोदावरीनद्याः तीरे स्थितम् आसीत्"	गोदावर्याः	गोदावरी
413	वनवासस्य समये श्रीरामं द्रष्टुं भरतः कं स्थानं गतवान्?	चित्रकूूटम्		चित्रकूटम्	चित्रकूटम्	चित्रकूटम्	चित्रकूटम्	चित्रकूटम्
414	भरद्वाजस्य ऋषेः आश्रमः कस्याः नद्याः तीरे आसीत्?	गङ्गायमुनयोः सङ्गमे		गङ्गायाः	भरद्वाजस्य ऋषेः आश्रमः गङ्गायाः नद्याः तीरे आसीत्	गङ्गायाः	गङ्गायाः	गङ्गायाः
415	निषादराजस्य गुहस्य निवासः कुत्र आसीत्?	शृङ्गवेरपुरम्		श्रृङ्गवेरपुरे	श्रृङ्गवेरपुरे	शृङ्गिबेरपुरे	शृङ्गवेरपुरे	श्रृंगवेरपुरे
416	सीतायाः हरणं कृत्वा रावणः तां प्रथमं कुत्र स्थितवान्?	स्वान्तःपुरे		अशोकवाटिकायाम्	रावणः सीतायाः हरणं कृत्वा तां प्रथमं लङ्कायाम् स्थापितवान्	लंकाम्	लङ्कायाम्	अशोकवने
417	विराधः राक्षसः कुत्र निवसति स्म?	दण्डकवने		दण्डक-अरण्ये	विराधः राक्षसः दण्डकारण्ये निवसति स्म	जांबवन्ती	दण्डकारण्ये	दण्डकवने
418	अगस्त्यऋषिः कुत्र निवसति स्म?	दण्डकारण्ये		पञ्चवटी	अगस्त्यऋषिः दण्डकारण्ये निवसति स्म	दण्डकारण्ये  भ्रातुः पुत्रस्य शापविमोचनाय तपश्चर्यार्थम्	दक्षिणे	अगस्त्यऋषिः दक्षिणभारते निवसति स्म
419	काजलमेघाविव कृष्णाः वानराः कस्य पर्वतस्य पृष्ठे अद्यापि दृश्यन्ते?	अञ्जनपर्वतस्य		ऋष्यमूकः	महेन्द्रपर्वतस्य	"**किष्किन्धापर्वतस्य** 

तेषां कृष्णत्वं राम-लक्ष्मणयोः वियोगेन दुःखितत्वात्"	ऋक्षवन्तम्	रामेश्वरस्य
420	कस्यां नद्यां स्नानं कृत्वा सन्तानलोकः प्राप्यते इति विचारः अस्ति?	सरयूनद्याम्		सरयू-नद्याम्	"सरयू नद्याम्

रामायणे उल्लेखः अस्ति यत् सरयू नद्यां स्नानं कृत्वा सन्तानलोकः प्रा"	सरयूः  तस्यां स्नानेन पुण्यं प्राप्यते इति श्रुतिः	सरयू	सरयू
421	वानरयूथपतिः पनसः कस्मिन् अचलशृङ्गे वसति?	पारियात्रे		ऋष्यमूकः	वानरयूथपतिः पनसः ऋष्यमूके अचलशृङ्गे वसति	किष्किन्धास्य	मैन्दशृङ्गे	रिष्यमूके
422	प्रथमतः हनुमतः श्रीरामेण सह सम्मेलनं कस्मिन् स्थले अभवत्?	ऋष्यमूकपर्वते		किष्किन्धा	"ऋष्यमूकपर्वते

हनुमान् सुग्रीवस्य मन्त्री आसीत् श्रीरामः लक्ष्मणेन सह व"	किष्किन्धापुरीतटे	मल्यवन्ते	किष्किन्धायाम्
423	गङ्गा शिवस्य जटायाः विमुक्ता कस्मिन् स्थले पतिता?	बिन्दुसरसि		गङ्गोत्रीे	हिमालये	हिमालये  गङ्गा भगीरथस्य तपसा स्वर्गात् भूमौ आगता, शिवस्य जटाः च गङ्गायाः वेगं नियन्त्रितवन्तः	हरिद्वारे	गङ्गोत्री
424	सः कः पर्वतः यस्य स्वरूपं सूर्यस्य वरदानेन सुवर्णमयं अभवत्?	सुमेरुः		ऋष्यमूकः	महेन्द्रः	मेरुः  हनूमतः सूर्यस्य वरदानेन मेरु-पर्वतः सुवर्णमयः अभवत्	सुवर्णगिरिः	सः पर्वतः सुमेरूः अस्ति
425	शिवस्य वासनं कस्मिन् अचलशृङ्गे अस्ति?	कैलासे		कैलासे	"कैलासे

शिवस्य वासनं कैलास पर्वते अस्ति कैलासः एकः प्रसिद्धः पर्वतः अस्ति यः हि"	कैलासे	कैलासे	कैलासे
426	किं वनं जनस्थानं इति कथ्यते?	दण्डकवनम्		जनस्थानम्	जनस्थानं दण्डकारण्यस्य एकं भागम् आसीत् तत्र रामः सीता लक्ष्मणश्च वनवासकाले निवासम		दण्डकारण्यम्	दण्डकवनम्
427	सीतायाः अन्वेषणाय सुग्रीवः वानरयूथपतिं विनतं कां दिशं प्रेषितवान्?	पूर्वदिशम्		दक्षिणां	सुग्रीवः विनतं वानरयूथपतिं पश्चिमदिशं प्रेषितवान् सीतायाः अन्वेषणाय	दक्षिणम्	दक्षिणाम्	पूर्वदिशा
428	रामशिला कस्मिन् स्थले अस्ति?	गयायाम्		रामेश्वरम्	अयोध्यायाम्	श्रीलङ्कायाम्	रामशिला हिमालयेऽस्ति	अयोध्यायाम्
429	प्राग्ज्योतिषपुरं कस्मिन् अचले स्थितम् आसीत्?	वराहः		हिमालये	प्राग्ज्योतिषपुरं नीलाचले स्थितम् आसीत्	हिमवति  हिमालये एव प्राग्ज्योतिषपुरं स्थितम् आसीत्	हिमालये	प्राग्ज्योतिषपुरं कामरूपाचले स्थितम् आसीत्
430	सीतायाः अन्वेषणाय सुग्रीवः वैद्युतिकपर्वतक्षेत्रे कं प्रेषितवान्?	हनुमन्तम्		हनुमन्तम्	सुग्रीवः सीतायाः अन्वेषणाय वैद्युतिकपर्वतक्षेत्रे हनुमन्तं प्रेषितवान्	"अंगदम्

**कथम्?**  सुग्रीवः वानरसैन्यं विभाज्य आज्ञापयत् दक्षिणदिशि सीतायाः अन्वेषणाय"	हनुमन्तम्	सीतायाः अन्वेषणाय सुग्रीवः वैद्युतिकपर्वतक्षेत्रे अङ्गदं प्रेषितवान्
431	सीतायाः अन्वेषणाय सुग्रीवेण वृषभः कस्यां दिशि प्रेषितः ?	दक्षिणदिशि		पश्चिमदिशि	सुग्रीवेण वृषभः सीतायाः अन्वेषणाय पश्चिम-दिशि प्रेषितः	दक्षिणदिशि दक्षिणदिशि गमनस्य निर्देशः सीतामातुः आभूषणैः प्राप्तः	उत्तरम्	पूर्वदिशि
432	कस्मिन् पर्वते विश्वकर्मणा ऋषये अगस्त्याय एकं दिव्यं भवनं निर्मितं ?	कुञ्जरपर्वते		मलय-पर्वते	अगस्त्यपर्वते	हेमकूटे	गोकर्णे	पोतलिक पर्वते
433	सीतायाः अन्वेषणाय सुग्रीवेण मालवदेशं कः प्रेषितः ?	विनतः		अङ्गदः	विनतः	अंगदः  सुग्रीवेण सीतायाः अन्वेषणार्थं वानर-दलं माल्यवद्देशं प्रेषितं तस्य नेतृत्वं अंगदः अकरोत्	सुग्रीवेण मालवदेशं सुषेणः प्रेषितः	अंगदः
434	सौवीरदेशे कस्य आधिपत्यं आसीत् ?	दशरथस्य		सुग्रीवस्य	सौवीरदेशे युधाजितः आधिपत्यं आसीत्	जयद्रथस्य  रावणस्य श्वशुरः इति कारणतः	रामस्य	शत्रुघ्नस्य
435	इन्द्रः कस्याः दिशः लोकपालः मन्यते ?	पुर्वदिशः		पूर्वस्याः	"पूर्वस्याः

इन्द्रः पूर्व दिशायाः लोकपालः मन्यते वैदिक परम्परायां तथा हिन्दू पुरा"	पूर्वदिशः	पूर्वस्य	पूर्वदिशः
436	दक्षिणपूर्वदिशि कः लोकपालः मन्यते ?	अग्निः		अग्निः	अग्निः	अग्निः   सः अग्निदिग्भागस्य रक्षकः इति मन्यते	यमः	अग्निः
437	यमः कस्याः दिशः लोकपालः मन्यते ?	दक्षिणदिशः		दक्षिणस्य	यमः दक्षिण-दिशः लोकपालः मन्यते	दक्षिणायाः	दक्षिणा	दक्षिणस्य
438	कुबेरः कस्मिन् दिशि लोकपालः मन्यते ?	उत्तरदिशि		उत्तरदिशि	कुबेरः उत्तर-दिशायाः लोकपालः मन्यते	उत्तरदिशि कुबेरः यक्षराजा इति ख्यातः, उत्तरदिशः रक्षकः च	उत्तरे	उत्तरदिशि
439	दक्षिणपश्चिमदिशि कः लोकपालः मन्यते ?	सूर्यः		नैऋति	दक्षिणपश्चिमदिशि निऋति: लोकपालः मन्यते	नैर्ऋतिः	वरुणः	निरृतिः
440	वरुणः कस्यां दिशि लोकपालः मन्यते ?	पश्चिमदेिशि		पश्चिम्	वरुणः पश्चिम दिशायाः लोकपालः मन्यते	पश्चिमे	पश्चिम	पश्चिमदिशि
441	कुरु देशः कस्मिन् नदीतटस्थः आसीत् ?	शैलोदायाः		सरयू	कुरु देशः यमुना-नदीतटस्थः आसीत्	सर्स्वतीनदीतटे	सरस्वत्याः	सरस्वतीनद्याः
442	ब्रह्मणः भवनं कस्मिन् पर्वते आसीत् ?	मेरुपर्वते		मेरुः	"पुष्पकविमाने

ब्रह्मणः भवनं पुष्पकविमाने आसीत् रामायणे वर्णितं यत् ब्रह्मा प"	मेरौ  ब्रह्मा मेरुशिखरे निवसति	मेरुपर्वते	मेरु
443	वानरयूथपतिः शरभः कस्मिन् पर्वते निवसति स्म?	साल्वेयपर्वते		ऋष्यमूके	पम्पा पर्वते शरभः नाम वानरयूथपतिः पम्पा पर्वते निवसति स्म	किष्किन्धापर्वते	शरभो वानरयूथपतिः ऋक्षवान् पर्वते निवसति स्म	शरभः विन्ध्यपर्वते निवसति स्म
444	केकयदेशस्य राजधानीनाम किमासीत् ?	राजगृहम्		गन्धर्व	गिरिव्रजम्	**सुदामन्**	मिथिला	गिरिव्रजम्
445	श्रृंगवेरपुरं कस्याः नद्याः तटे स्थितम् आसीत् ?	गङ्गायाः		गङ्गायाः	गंगायाः	गङ्गायाः	गंगायाः	गङ्गायाः
446	लवपुरं केन स्थापितं आसीत् ?	लवेन		लवः	लवपुरं लवेन स्थापितं आसीत्	लवेण	लक्ष्मणेन	लवेण
447	वानरयूथपतिः प्रमाथी कस्मिन् पर्वते निवसति स्म ?	मन्दारपर्वते		ऋष्यमूकः	वानरयूथपतिः प्रमाथी ऋष्यमूक पर्वते निवसति स्म	किष्किन्धापर्वते	किष्किन्धायाम्	गिरिसन्ध्यायाम्
448	मतंगमुनेः शापभयेन वाली कं पर्वतः न गच्छति स्म?	ऋष्यमुखम्		ऋष्यमूकम्	"दुन्दुभिः

मतंगमुनेः शापभयेन वाली दुन्दुभिपर्वतं न गच्छति स्म मतंगऋषिः वाल"	ऋष्यमूकम्	ऋष्यमूकम्	ऋष्यमूकं पर्वतं
449	सः कः देशः आसीत् यः सुन्दरीकृतानां अश्वानां कृते प्रसिद्धः?	बाह्लीकः		कम्बोजः	"वैदेहः

राजा जनकस्य राज्यं वैदेहः (मिथिला) अश्वानां कृते प्रसिद्धम् आसीत् रामायण"	कम्बोजदेशः  तेषां राज्ञा सुन्दराणाम् अश्वानां पालनं क्रियते स्म	लङ्का	वनायु
450	ऋचीकमुनेः आश्रमः कस्मिन् पर्वते आसीत् ?	भृगुतुङ्गे		माल्यवतः	जामदग्न्यपर्वते	शृङ्गवेरपुरे	हिमवत्	महेन्द्रपर्वते
451	सीतायाः अन्वेषणाय सुग्रीवेण हनूमान् अङ्गदः च कस्यां दिशि प्रेषितौ?	दक्षिणदिशि		दक्षिणां दिशम्	दक्षिणस्याम्	"**दक्षिणायाम्**  

**कारणम्?**  सुग्रीवः वानरान् दिक्षु सर्वासु प्रेषितवान्, परन्तु हनूमत्-अङ्गदौ दक्षिणां दिशं प्रेषितवान"	दक्षिणायाम्	दक्षिणदिशि
452	वानरयूथपतिः केसरी कस्मिन् पर्वते सन्निविष्टः आसीत्?	काञ्चनपर्वते		ऋष्यमूक	वानरयूथपतिः केसरी ऋष्यमूक पर्वते सन्निविष्टः आसीत्	किष्किन्धापर्वते	ऋष्यमूके	मलयपर्वते
453	सीतायाः अन्वेषणाय सुग्रीवः पाण्ड्यदेशं प्रति कं प्रेषितवान्?	अङ्गदम्		हनीमत्	सुग्रीवः सीतायाः अन्वेषणाय पाण्ड्यदेशं प्रति अङ्गदम् प्रेषितवान्	अङ्गदम्  सुग्रीवः सीतायाः अन्वेषणार्थं दक्षिणदिशं प्रति अङ्गदं प्रेषितवान् |	अङ्गदम्	अङ्गदः
454	वनवासगमनसमये श्रीरामः अयोध्यावासीनः कस्मिन् स्थले सुप्तान् त्यक्त्वा गतवान्?	शृङ्गवेरपुरे		सरयूतीरम्	"शृङ्गवेरपुरे

श्रीरामः अयोध्यावासिनः शृङ्गवेरपुरे सुप्तान् त्यक्त्वा वनं"	कोसलदेशम्	तमसातीरे	श्रीरामः अयोध्यावासीनः श्रृंगवेरपुरे सुप्तान् त्यक्त्वा गतवान्
455	भरतः बाल्यकाले कुत्र अवसत्?	मातुलगृहे		अयोध्यायाम्	"भरतः बाल्यकाले केकयदेशे अवसत्

केकयदेशः भरतस्य मातुलस्य राज्यम् आसीत् तत्र भर"	गिरिञजले  कैकेय्याः पितृगेहे	अयोध्यायाम्	भरतः बाल्यकाले कैकेय्याः पित्रा केकयदेशे अवसत्
456	सीतायाः स्वयम्वरसमये राजा जनकः कुशध्वजं कस्याः नगर्याः आह्वयत्?	साङ्काश्याः		सांकाश्याः	"सान्कास्यनगर्याः

राजा जनकः स्वस्य भ्रातरं कुशध्वजं सान्कास्यनगर्याः आह्वयत् स"	मिथिलायाः	साङ्काश्याः	सीतायाः स्वयम्वरसमये राजा जनकः कुशध्वजं सांकाश्या नगर्याः आह्वयत्
457	सीतायाः अन्वेषणाय लङ्कां सर्वप्रथमतः कः प्राप्तवान्?	हनुुमान्		हनुमान्	हनुमान्	"**हनुमान्** |

**कथम्?** वायुपुत्रः हनुमान् स्वबलबुद्ध्या समुद्रं लङ्घित्वा सीतायाः अन्वेषणं कृतवान् |"	हनुमान्	हनुमान्
458	श्रीरामस्य जन्म कस्मिन् स्थले अभवत्?	अयोध्यायाम्		अयोध्यायाम्	अयोध्यायाम्	अयोध्यायाम्	अयोध्यायाम्	अयोध्या
459	हनुमता सह सीतायाः सर्वप्रथमं  कस्मिन् स्थले मेलनम् अभवत्?	अशोकवाटिकायाम्		अशोकवाटिकायाम्	अशोकवनिकायाम्	अशोकवनिकायाम्	अशोकवनिकायाम्	अशोकवने
460	प्रतिष्ठानपुरं कस्याः नद्याः तीरे अवस्थितम्?	गङ्गायमुुनयोः सङ्गमे		गोदावरी	प्रतिष्ठानपुरं गोदावरी नद्याः तीरे अवस्थितम्	गङ्गायाः	सरयूः	गोदावरी
461	श्रीरामस्य मित्रं प्रतर्दनः कस्य राजा आसीत्?	काश्याः		काशीराजः	भरतस्य	कैकेय	काशेः	काशी
462	सुदामा नामकः पर्वतः कस्मिन् देशे स्थितः आसीत्?	बाह्रीकदेशे		लंका	किष्किन्धा	द्वारकायाः समीपे	हिमालये	सुदामा नामकः पर्वतः सिंहलद्वीपे स्थितः आसीत्
463	दक्षिणे स्थिते देशे चोले सीतायाः अन्वेषणं कर्तुं सुग्रीवः कम् प्रेषयामास?	अङ्गदम्		हनुमतं	सुग्रीवः हनुमन्तं प्रेषयामास दक्षिणे स्थिते देशे चोले सीतायाः अन्वेषणं कर्तुम्	"अंगदम् 

सुग्रीवः  रामस्य आज्ञया सीतायाः अन्वेषणाय दक्षिणदिशं प्रति वानरान् प्रेषितवान् | तेषु अंगदः दक्षिणदिशायाः नेता आसी"	अङ्गदम्	अंगदं वानरं
464	सीतायाः अन्वेषणाय सुग्रीवः मगधदेशं प्रति कम् प्रेषयामास?	विनतम्		हनूमन्तम्	सुग्रीवः सीतायाः अन्वेषणाय मगधदेशं प्रति विनतम् प्रेषयामास	अङ्गदम्	तारम्	सुषेणं वानरं
465	श्रीरामस्य मातुः किं नाम आसीत्?	कौसल्या		कौसल्या	कौसल्या	कौसल्या	कौसल्या	कौसल्या
466	हनुमत: जननी का आसीत्?	अञ्जनी		अञ्जना	हनुमतः जननी अञ्जना आसीत्	अञ्जना  हनुमान् वायुपुत्रः अपि प्रसिद्धः अस्ति |	अञ्जना	अंजनी
467	दशरथस्य माता का आसीत्?	इन्दुमतिः		इन्दुमती	"रामायणे दशरथस्य मातुः नाम स्पष्टतया न उल्लिखितम् अतः अस्य प्रश्नस्य उत्तरं ""अज्"	बुभुत्सुता	अज	दशरथस्य माता कौशल्या आसीत्
468	रावणस्य माता का आसीत्?	कैकसी		कैकेसी	रावणस्य माता कैकसी आसीत्	कैकेसी	कैकसी	कैकसी
469	जटायोः (गृद्धस्य) माता का आसीत्?	श्येनी		शेनी	पृथ्वी	श्रुतिः	सम्पाती	अरुणः
470	मन्दोदर्याः मातुः किं नाम आसीत्?	हेमा		मायासुरा:	मन्दोदर्याः माता सुकेसी आसीत्	हेमा	कैकसी	अनाला
471	विभीषणस्य माता का आसीत्?	कैकसी		कैकेसी	केकसी	कैकसी	मन्थरा	कैकसी
472	खरस्य मातुः नाम किम्?	पुष्पोत्कटा		तडका	"अरण्यकाण्डे खरस्य मातुः नाम ""केकसी"" इति उल्लिखितम् अस्ति"	शूर्पणखा	सूर्पणखा	तारा
473	दूषणस्य मातुः नाम किम्?	वाका		केकसी	दूषणस्य मातुः नाम अज्ञातम् रामायणे दूषणस्य मातुः विषये स्पष्टं विवरणं न प्राप्यते	वैरूपिः	ताटका	सिंहिका
474	मेघनादस्य मातुः नाम किम्?	मन्दोदरी		मन्दोदरी	मन्दोदरी	मातङ्गी	मन्दोदरी	मेघनादस्य मातुः नाम मंदोदरी
475	मारीचस्य (राक्षसस्य) माता का आसीत्?	ताटका		ताडका	मारीचस्य माता तटका आसीत्	"**धरणी** 

मारीचः धरणीपुत्रः कथ्यते"	ताटका	ताटका
476	नलस्य (वानरस्य) माता का आसीत्?	घृताची		हंसिनी	नलस्य माता सुतनू आसीत्	वारा	अश्विनी	नलस्य माता अंजना आसीत्
477	लक्ष्मणस्य माता का आसीत्?	सुमित्रा		सुमित्रा	लक्ष्मणस्य माता सुमित्रा आसीत्	सुमित्रा	सुमित्रा	सुमित्रा
478	महर्षेः परशुरामस्य माता का आसीत्?	रेणुका		रेणुका	"अदितिः

महर्षेः परशुरामस्य माता रेणुका आसीत् सा जमदग्नेः पत्नी च आसीत्"	रेणुका	रेणुका	रेणुका
479	शत्रुघ्नस्य माता का आसीत्?	सुमित्रा		सुमित्रा	शत्रुघ्नस्य माता सुमित्रा आसीत्	सुमित्रा	सुमित्रा	सुमित्रा
480	भरतस्य माता का आसीत्?	कैकेयी		कैकेयी	कैकेयी	कैकसी	कैकेयी	कैकेयी
481	अङ्गदस्य मातुः नाम किमासीत्?	तारा		तारायाः	अङ्गदस्य मातुः नाम तारा आसीत्	तारा	तारा	तारा
482	लवणासुरस्य माता का आसीत्?	कुम्भीनसी		मदिरा	"अज्ञातम्

रामायणे लवणासुरस्य मातुः नाम न उल्लिखितम् तस्य पिता मधुः इति ज्ञायते, पर"	तटका	मन्थरा	माल्यवान्
483	शतानन्दस्य (जनकस्य पुरोहितस्य) मातुः नाम किमासीत्?	अहल्या		गौतम्या	क्षमस्व, शतानन्दस्य मातुः नाम रामायणे स्पष्टतया न उल्लिखितम् अतः अस्य प्रश्नस्य	सुदेष्णा	अनुपलब्धम्	सती
484	अकम्पनराक्षसस्य माता का आसीत्?	केतुमती		ताटकाऽसीत्	"अज्ञातम्

रामायणे अकम्पनस्य मातुः नाम न उल्लिखितम् तस्य वंशः वा पारिवारिक-विवरण"	पुष्पमाला	ताटका	माया
485	पूरोः माता का आसीत्?	शर्मिष्ठा		कैकेयी	अरुन्धती	कैकसी	सुमित्रा	अनुसुइया
486	इन्द्रस्य मातुः नाम किमासीत्?	अदितिः		अदिति	अदितिः	शची	अदितिः	अदितिः
487	अतिकायस्य (रावणस्य पुत्रस्य) माता का आसीत्?	धान्यमालिनी		धन्या	अतिकायस्य माता धान्यमालिनी आसीत्	धान्यमालिनी	अतिकायस्य माता ताटकी आसीत्	धन्यमाला
488	कुबेरस्य माता का आसीत्?	देववर्णिनी		इडविडा	कैकसी	इलाविला	इद्रिशी	इडविडा
489	सुरसाया: मातुः नाम किमासीत्?	क्रोधवशा		सिंहिका	अदितिः	नाम्ना न ज्ञायते	तदासीत्	सिंहिका
490	विराधराक्षसस्य मातुः नाम किमासीत्?	शतह्रदा		शतह्रदा	विराधराक्षसस्य मातुः नाम शतह्रदा आसीत्	ताटका	ताटका	जटा
491	महोदरराक्षसस्य माता का आसीत् ?	पुष्पोत्कटा		ताडका	महोदरराक्षसस्य माता सुकेशी आसीत्	कैकासी	ताटका	विनता
492	नागानां माता का आसीत्?	सुरसा		कद्रू	नागानां माता कद्रूः आसीत्	कद्रूः	कद्रू	कद्रू
493	दुन्दुभिदैत्यस्य माता का आसीत्?	हेमा (अप्सराः)		दितिः	दुन्दुभिदैत्यस्य मातुः नाम अस्माभिः ज्ञातं नास्ति रामायणे तस्य मातुः विषये स्पष्	तारका	ताटका	माया
494	महर्षेः दुर्वाससः मातुः नाम किम्?	अनसूया		अथर्वणः	महर्षेः दुर्वाससः मातुः नाम अनसूया आसीत्	अञ्जनम्	अनसूया	अनसूया
495	सिंहिका राक्षसी कस्य माता आसीत्?	राहोः		सिंहिका राक्षसी सायाह्निकायाः माता आसीत्	सिंहिका राक्षसी राहोः माता आसीत्	रावणस्य	रावणस्य	रावणस्य
496	हनुमतः पिता कः आसीत्?	केसरी		वायुः	वायुः	केसरी	वायुः	वायुः
497	रावणस्य पिता कः आसीत्?	विश्रवाः		विश्रवा:	कुबेरस्य अनुजः विश्रवा नाम ऋषिः रावणस्य पिता आसीत्	विश्वश्रवाः	विश्रवाः	विश्रवा
498	ताटकाराक्षस्याः पितुः नाम किम्?	सुकेतुः		सुकेतुः	अगस्त्यः	जनकः	सुमालिः	यक्ष
499	जटायोः पिता कः आसीत्?	अरुणः		अरुणः	"अरुणः

जटायोः पिता अरुणः आसीत् अरुणः सूर्यस्य सारथिः, विनतायाः पुत्रः च आसीत्"	गरुडः  तस्य पुत्रः आसीत् जटायुः	सुमाली	अरुणः
500	जाम्बवतः पितुः नाम किम्?	गद्गदः		ऋक्ष:	जाम्बवतः पितुः नाम ज्ञातं नास्ति रामायणे वा अन्येषु पुराणेषु वा जाम्बवतः पितुः ना	मरीचिः	बृहद्बलः	कृतवीर्यः
501	वालिनः पिता कः आसीत् ?	ऋक्षराजः		इन्द्रः	राजा ऋक्षराजः वालिनः पिता आसीत्	इन्द्रः  वालिनं वायुपुत्रं मन्यन्ते इति केचन वदन्ति परन्तु तस्य पिता इन्द्रः एव	इन्द्रः	सुग्रीवस्य पिता सूर्यः आसीत्
502	सुग्रीवस्य पितुः नाम किम् आसीत् ?	ऋक्षराजः		रिक्षराजः	सुग्रीवस्य पितुः नाम ऋक्षरजः आसीत्	सुग्रीवस्य पितुः नाम **सूर्यः** आसीत् |	ऋक्षराजः	सूर्यः
503	खरदूषणयोः पिता कः आसीत्?	विश्रवाः		विश्रवा:	"अज्ञातम्

रामायणे खरदूषणयोः पितुः नाम स्पष्टतया न उल्लिखितम् तौ राक्षसौ रावणस"	रावणः खरदूषणौ रावणस्य दौहित्रौ आस्ताम्	रावणः	दूषणः
