ID	QUESTION	ANSWER	CHOICES	gpt-4o	mistral-large-latest	llama-v3p1-405b-instruct	gemini-1.5-pro	claude-3-5-sonnet-20240620	gpt-4o-mini	gpt-3.5-turbo	gemini-1.0-pro	llama-v3p1-70b-instruct	llama-v3p1-8b-instruct
153	भक्षितं विषवन्मतम् कस्य विषये उक्तम्?	करवीरस्य	अर्कस्य / स्नूह्याः / कलिहार्याः / करवीरस्य	करवीरस्य	स्नूह्याः	करवीरस्य	**अर्कस्य**	"स्नूह्याः

स्नूही एका विषयुक्ता वनस्पतिः आयुर्वेदे तस्याः फलानि औषधरूपेण प्रय"	भक्षितं विषवन्मतम् करवीरस्य विषये उक्तम्	स्नूह्याः	स्नूह्याः	अर्कस्य	भक्षितं विषवन्मतम् कलिहार्याः
154	मातुलपुत्रकः कस्य फलं कथ्यते?	धत्तूरस्य		मातुलफलं	मातुलपुत्रकः वृष्यः	मातुलपुत्रकः कस्य फलं कथ्यते? मातुलपुत्रकः कस्य फलं कथ्यते?	वमनम् अतिसारस्य निवारणार्थम्	"मातुलपुत्रकः बिल्वस्य फलं कथ्यते

बिल्वः (Aegle marmelos) आयुर्वेदे अत्यन्तं महत्"	मातुलपुत्रकः आमलकी (Phyllanthus emblica) फलं अस्ति	मातुलपुत्रकः अम्बास्य फलं कथ्यते	मातुलपुत्रकः अमृताख्यो वनस्पतिः अस्ति	आम्रफलम्	मातुलपुत्रकः मातुलस्य पुत्रः
155	हिङ्गुनिर्यासः कस्य पर्यायः अस्ति?	निम्बस्य		हिङ्गु	असगन्धनिर्यासः	हिङ्गुनिर्यासः हिङ्गु अस्य पर्यायः अस्ति	हिंगु	हिङ्गुनिर्यासः हिङ्गोः पर्यायः अस्ति हिङ्गु एकं प्रसिद्धं औषधीयं द्रव्	"हिङ्गु: (Ferula asafoetida) इत्यस्य पर्यायः ""असफोइटिडा"" अस्ति"	हिङ्गुनिर्यासः चन्दनस्य पर्यायः अस्ति	"टीक्ष्णं! 

सही उत्तर है - **हिंगु** 

हिंगुनिर्यास और हिंगु दोनों एक ही पौधे - **Ferula asafoetida** से प्राप्त होते हैं"	हिङ्गुनिर्यासस्य पर्यायः अस्ति - हिङ्गुलिका	"हिङ्गुनिर्यासः = हिङ्गुनि + निर्यासः
हिङ्गुनि = हिङ्गु + नि
हिङ्गु = हिङ्गु + उ
हिङ्गु = हिङ्गु"
156	निम्बः एतेषु कस्य पर्यायः अस्ति?	सर्वेषाम्	पारिभद्रस्य / पिचुमर्दस्य / अरिष्टस्य / सर्वेषाम्	अरिष्टस्य	निम्बः पारिभद्रस्य पर्यायः अस्ति	पारिभद्रस्य	"**सर्वेषाम्** | 

निम्बः पारिभद्रः, पिचुमर्दः, अरिष्टः च इति सर्वेषाम् पर्यायः अस्ति |"	अरिष्टस्य	निम्बः पिचुमर्दस्य पर्यायः अस्ति	निम्बस्य पर्यायः अरिष्टस्य अस्ति	सर्वेषाम्	निम्बः एतेषु सर्वेषाम् पर्यायः अस्ति	निम्बः पारिभद्रः अस्ति
157	विषमुष्टिकः केशमुष्टिकः च कस्य पर्यायौ स्तः?	महानिम्बस्य		वातादीनाम्	अन्यत्र	विषमुष्टिकः केशमुष्टिकः च विषस्य पर्यायौ स्तः	"**अलर्कस्य** 

अलर्कः विषमुष्टिकः केशमुष्टिकः च इति नाम्ना प्रसिद्धः"	"विषमुष्टिकः केशमुष्टिकः च जातीफलस्य पर्यायौ स्तः

जातीफलम् एकं महत्त्वपूर्णम"	विषमुष्टिकः केशमुष्टिकः च तस्य पर्यायौ शतावरी (Asparagus racemosus) इत्यस्मिन् आयुर्वेदे प्रसिद्धा	विषमुष्टिका एव केशमुष्टिकायाः पर्यायौ सन्ति विषमुष्टिका एक	आयुर्वेदे विषमुष्टिकः व केशमुष्टिकः पर्यायवाचकौ स्तः कालमेघस्य	विषमुष्टिकः केशमुष्टिकः च मुष्टिकस्य पर्यायौ स्तः	"विषमुष्टिकः = विषमशर्करा
केशमुष्टिकः = केशशर्करा"
159	गण्डारिः एतेषु कस्य पर्यायः अस्ति?	काञ्चनारस्य	काञ्चनारस्य / पारिभद्रस्य / गुग्गुलस्य / मधुयष्ट्याः	पारिभद्रस्य	गुग्गुलस्य	गण्डारिः काञ्चनारस्य पर्यायः अस्ति	**काञ्चनारस्य**	गण्डारिः एतेषु गुग्गुलस्य पर्यायः अस्ति	गण्डारिः गुग्गुलस्य पर्यायः अस्ति	गण्डारिः गुग्गुलस्य पर्यायः अस्ति	गण्डारिः पारिभद्रस्य पर्यायः अस्ति	गण्डारिः एतेषु काञ्चनारस्य पर्यायः अस्ति	गण्डारिः काञ्चनारस्य पर्यायः अस्ति
160	भावप्रकाशेन शिग्रोः कति भेदाः उक्ताः?	३; षट्		द्वौ	शिग्रुः द्विविधः	द्वौ	षट्   भेदनिर्देशप्रकरणे उक्ताः	भावप्रकाशानुसारं शिग्रोः त्रयः भेदाः उक्ताः - श्वेतः, रक्तः, नीलश्च	भावप्रकाशे शिग्रोर् द्वौ भेदौ उक्तौ - शिग्रुं च शिग्रुं च	"भावप्रकाश ग्रन्थे शिग्रोः एकं भेदः उक्तः तत्र ""नानात्वं चेत् किञ"	एक:	भावप्रकाशेन शिग्रोः द्वौ भेदौ उक्तौ	भावप्रकाशे शिग्रोः १४ भेदाः उक्ताः
162	भावप्रकाशानुसारं विष्णुक्रान्ता एतेषु कस्य पर्यायः अस्ति?	अपराजितायाः	शङ्खपुष्प्याः / अपराजितायाः / ब्राह्म्याः / गुडूच्याः	अपराजितायाः	गुडूच्याः	शङ्खपुष्प्याः	**शङ्खपुष्प्याः**	अपराजितायाः	विष्णुक्रान्ता एषां ब्राह्म्याः पर्यायः अस्ति	विष्णुक्रान्ता एतेषु शङ्खपुष्प्याः पर्यायः अस्ति इत्थं भावप्र	ब्राह्म्याः	अपराजितायाः	विष्णुक्रान्तायाः पर्यायः शङ्खपुष्पी अस्ति
163	कुटजः एतेषु कस्य पर्यायः नास्ति?	सिन्दुवारस्य	गिरिमल्लिकायाः / कालिङ्गस्य / सिन्दुवारस्य / पाण्डुरद्रुमस्य	गिरिमल्लिकायाः	कालिङ्गस्य	पाण्डुरद्रुमस्य	पाण्डुरद्रुमस्य	गिरिमल्लिकायाः	कुटजः गिरिमल्लिकायाः पर्यायः नास्ति	कुटजः गिरिमल्लिकायाः पर्यायः न अस्ति	सिन्दुवारस्य	कुटजः पाण्डुरद्रुमस्य पर्यायः नास्ति	कुटजः एतेषु कस्य पर्यायः अस्ति? गिरिमल्लिकायाः
165	आत्मगुप्ता मर्कटी दुःस्पर्शा च कस्य पर्यायाः सन्ति?	कपिकच्छोः		हरिद्रायाः	आत्मगुप्ता, मर्कटी, दुःस्पर्शा च एकस्यैव ओषधेः पर्यायाः	आत्मगुप्ता मर्कटी दुःस्पर्शा च कुठेरी इत्यस्य पर्यायाः सन्ति		एते शब्दाः कपिकच्छोः पर्यायाः सन्ति कपिकच्छुः एका औषधीय वनस्पतिः अस्ति या आयुर	"आत्मगुप्ता मर्कटी दुःस्पर्शा च कस्य पर्यायाः सन्ति? इति पृष्टं तर्हि ""सत्यनारायण"" इति पर्यायः अस्ति"	"आत्मगुप्ता मर्कटी दुःस्पर्शा च कस्य पर्यायाः सन्ति? 

आत्मगुप्ता"	"* आत्मगुप्ता
* चतुर्दश्याम्
* मर्कटी
* चित्त
* दुःस्पर्शा

चौदहवें चरण में चित्त को स्पर्श करना कठिन है और इसे स्वयं की रक्षा करने वाले ब"	आत्मगुप्ता मर्कटी दुःस्पर्शा च आमलक्याः पर्यायाः सन्ति	"आत्मगुप्ता = आत्मसाक्षात्कार
मर्कटी = माया
दुःस्पर्शा = दुःखदायक
कस्य पर्यायाः = कस्य पर्याय
सन्ति = सन्ति"
166	तत् बीजं वातशमनं स्मृतं वाजीकरणं परम्। कस्य विषये उक्तम्? 	कपिकच्छोः		अश्वगन्धायाः	वातव्याधिविषये	माषबीजस्य	"**अश्वगंधायाः**  

अश्वगंधायाः बीजं वातशमनं भवति, अश्वानां बलवर्धकं च"	"तिलस्य 

अत्र तिलबीजस्य गुणाः वर्णिताः तिलबीजं वातशामकं भवति, तथा च उत्तमं वा"	तत् बीजं वातशमनं वाजीकरणं परम् इति तन्त्रेण चूर्णविधौ उल्लेखितं अस्ति एषः बीजः वातविकाराणां नाशाय च वाजीकरणाय च उपयुक्तः अस्ति	वातशमनं वा वातहरणं चिकित्सास्य एषः एकः प्रमुखः उपायः अस्त	अश्वगंधा	अत्र तिलबीजस्य विषये उक्तम्	आयुर्वेदे
167	मूषकसर्पयोः विषनाशकं द्रव्यं किम्?	अड्कोटः; अङ्कोटः; अङ्कोटकः		अजागलस्तनः	नीली	मूषकसर्पयोः विषनाशकं द्रव्यं नाना	शृङ्गी	"मूषकसर्पयोः विषनाशकं द्रव्यं अजादुग्धम् भवति

अजादुग्धं (बकरी का दूध) मूषक (चू"	मूषकसर्पयोः विषनाशकं द्रव्यं 'सर्पगन्धा' इति प्रसिद्धं अस्ति	मूषकसर्पयोः विषनाशकं द्रव्यं आम्लं वा टिक्टं वा अस्ति एते	न, मूषकसर्पयोः विषनाशकं द्रव्यं मङ्गलकरं नास्ति मूषकस्य विषं ज्वरं वमनं श्वासकृच्छ्रं पिपासां तथा दाहं च करोति	मूषकसर्पयोः विषनाशकं द्रव्यं नागकेसरम्	अमृतं
169	पुत्रदाऽवश्यम् (अवश्यं पुत्रं ददाति) इति किं द्रव्यम् अस्ति?	लक्ष्मणा		पुत्रजीवकः	शतावरी	पुत्रजीविका	अश्वगन्धा पुत्रप्राप्त्यर्थम् अश्वगन्धां सेवन्ते	आयुर्वेदशास्त्रानुसारं पुत्रदा नाम्नी एका वनस्पतिः अस्ति सा पुत्रोत्पत्तौ	पुत्रदाऽवश्यम् इति औषधम् अस्ति एषः औषधः गर्भधारणाय सहायकः अस्ति	"नन्द्रव्यमस्ति विशिष्टं द्रव्यं पुत्रः सन् अतः ""पुत्रदाऽवश्य"	आयुर्वेदस्य ग्रन्‍था: द्रव्‍यवत्‍पुत्रदाऽवश्‍यं नाम न कथयन्ति	पुत्रदाऽवश्यम् (अवश्यं पुत्रं ददाति) इति गृहीत्वा पुत्रं ददाति इति अर्थः पुत्रं ददाति इति अर्थे पुत्रं द	पुत्रदाऽवश्यम् (अवश्यं पुत्रं ददाति) इति द्रव्यम् = पुत्रप्रेम
170	लक्ष्मणायाः गन्धः केन समम् अस्ति?	बस्तगन्धेन; वस्तगन्धः		लसुनगन्धेन	कमलगन्धः	लक्ष्मणायाः गन्धः केसरेण समम् अस्ति	अलक्तकेन	प्रश्नोत्तरं न ज्ञायते आयुर्वेदे लक्ष्मणा नाम्नी औषधिः प्रसिद्धा, परन्त	लक्ष्मणायाः गन्धः चन्दनस्य समम् अस्ति	लक्ष्मणायाः गन्धः तुलस्या समम् अस्ति तुलसी एव लक्ष्मणायाः प्र	श्रीफलानाम्	लक्ष्मणायाः गन्धः केन समम् अस्ति? इति प्रश्नस्य उत्तरम् अस्ति - लक्ष्मणायाः गन्धः कदलीसमम् अस्ति	लक्ष्मणायाः गन्धः शीतलः अस्ति
173	कः त्रिवृत् हीनगुणवत् अस्ति? 	कृष्णः		स्निग्धः	वातः	त्रिवृत् हीनगुणवत् अस्ति नाना	गर्भिणी  गर्भिण्याः रक्तस्राव संभवः	त्रिवृत् शब्दः आयुर्वेदे एकस्य विरेचन द्रव्यस्य नाम अस्ति अस्य वानस्पतिकं न	त्रिवृत् हीनगुणवत् अस्ति	त्रिवृत् नाम एकः औषधः अस्ति, यः हीनगुणवान् भवति एषः	त्रिवृत् हीनगुणवत् नास्ति	त्रिवृत् हीनगुणवत् त्रिफला अस्ति	त्रिवृत् हीनगुणवत् अस्ति वृक्षः
174	प्लीहशत्रुः निम्नलिखितेषु कस्य पर्यायः अस्ति?	शरपुंखायाः	रोहितकस्य / शरपुंखायाः / पुनर्नवायाः / गिलोयस्य	रोहितकस्य	रोहितकस्य	प्लीहशत्रुः गिलोयस्य पर्यायः अस्ति	"**प्लीहशत्रुः** **पुनर्नवायाः** पर्यायः अस्ति 

**कथम्?** 

प्लीहायाः वृद्धिं नियन्त्रयति इति कारणतः पुनर्नवा प्लीहशत्रुः इ"	रोहितकस्य	प्लीहशत्रुः शरपुंखायाः पर्यायः अस्ति	"रोहितकस्य पर्यायः ""पुनर्नवा"" अस्ति इसे ""तिनोष्णा"" नामेन भी जान"	एकरूपेण संस्कृतानुगुणोत्तरे कृते सति, 'रोहितकस्य' पर्यायो 'प्लीहशत्रुः' इति	रोहितकस्य	"प्लीहशत्रुः का होती है?

प्लीहशत्रुः एक प्रकार की औषधि है जो प्लीहा (पित्त) को शांत करने और पाचन तंत्र"
175	अधःशल्यः निम्नलिखितेषु कस्य पर्यायः अस्ति?	अपामार्गस्य	त्रिवृतः / गोक्षुरस्य / अपामार्गस्य / अमलतासस्य	गोक्षुरस्य	त्रिवृतः	अधःशल्यः अपामार्गस्य पर्यायः अस्ति	"**अपामार्गस्य** 

अपामार्गः मूत्रवर्धकः (diuretic) भवति, अतः अधःशल्य-चिकित्सायां प्रयुक्तः भवति"	त्रिवृतः	अधःशल्यः अपामार्गस्य पर्यायः अस्ति	अपामार्गस्य	त्रिवृतः	अधःशल्यः अपामार्गस्य पर्यायः अस्ति	अधःशल्यः = गोक्षुरस्य
176	केशरञ्जनः निम्नलिखितेषु कस्य पर्यायः अस्ति?	भृङगराजस्य; भृङ्गराजस्य	अरिष्टकस्य / सातलायाः / भृङगराजस्य/ मञ्जिष्ठायाः	भृङगराजस्य	भृङगराजस्य	मञ्जिष्ठायाः	मञ्जिष्ठायाः	भृङगराजस्य	केशरञ्जनः मञ्जिष्ठायाः पर्यायः अस्ति	केशरञ्जनः अरिष्टकस्य पर्यायः अस्ति	अरिष्टकः	मञ्जिष्ठायाः	केशरञ्जनः
177	महौषधी निम्नलिखितेषु कस्य पर्यायः अस्ति?	मण्डूकपर्ण्याः	श्रृंगवेरस्य / मण्डूकपर्ण्याः / गिलोयस्य / आमलक्याः	गिलोयस्य	आमलकस्य	गिलोयस्य	गिलोयस्य	गिलोयस्य	"महौषधीः ""गिलोय"" इति औषधिं प्रकटयति"	गिलोयस्य पर्यायः अमृता	गिलोयस्य	महौषधी इत्यस्य पर्यायः गिलोयस्य अस्ति	अमृता
178	पुष्पवर्गे सर्वप्रथमं कस्य द्रव्यस्य वर्णनं कृतम् अस्ति?	कमलस्य	कमलस्य / गुलाबस्य / चमेल्याः / जूह्याः	कमलस्य	कमलस्य	पुष्पवर्गे सर्वप्रथमं कमलस्य द्रव्यस्य वर्णनं कृतम् अस्ति	"**जीवन्त्याः** 

जीवन्ती पुष्पवर्गे प्रथमं वर्णिता इति राजनिघण्टुः वदति"	पुष्पवर्गे सर्वप्रथमं चमेल्याः वर्णनं कृतम् अस्ति	कमलस्य	पुष्पवर्गे सर्वप्रथमं कमलस्य द्रव्यस्य वर्णनं कृतम् अस्ति कमलं	"कमलस्य 

पुष्पवर्गे सर्वप्रथमं कमलस्य वर्णनम् अस्ति |"	कमलस्य	कमलस्य
179	तुलसी निम्नलिखितेषु कस्य पर्यायः अस्ति?	सर्वेषाम्	बहुमञ्जर्याः / अपेतराक्षस्याः / भूतघ्न्याः / सर्वेषाम्	बहुमञ्जर्याः	सर्वेषाम्	सर्वेषाम्	"**सर्वेषाम्** 

तुलसी बहुनामधेया अस्ति"	सर्वेषाम्	तुलसी भूतघ्न्याः पर्यायः अस्ति	तुलसीः सर्वेषाम् पर्यायः अस्ति	**सर्वेषाम्**	तुलसी बहुमञ्जर्याः पर्यायः अस्ति	तुलसी - अपेतराक्षस्याः
180	देवदुन्दुभिः निम्नलिखितेषु कस्य पर्यायः अस्ति?	तुलस्याः	धतूरस्य / कर्पूरस्य / तुलस्याः / पीपलस्य	धतूरस्य	धतूरस्य	धतूरस्य	**धतूरस्य**	देवदुन्दुभिः धतूरस्य पर्यायः अस्ति	देवदुन्दुभिः कर्पूरस्य पर्यायः अस्ति	देवदुन्दुभिः तुलस्याः पर्यायः अस्ति	तुलस्याः	देवदुन्दुभिः तुलस्याः पर्यायः अस्ति	देवदुन्दुभिः = तुलस्याः
184	गर्भपातनः निम्नलिखितेषु कस्य पर्यायः अस्ति?	अरिष्टकस्य	अरिष्टकस्य / लाङ्गल्याः / टङ्कणस्य / उलट्कालिकस्य	उलट्कालिकस्य	गर्भपातनः पर्यायः अस्ति अरिष्टकस्य	लाङ्गल्याः		अरिष्टकस्य	गर्भपातनः अरिष्टकस्य पर्यायः अस्ति	गर्भपातनं उलट्कालिकस्य पर्यायः अस्ति उलट्कालिकं गर्भपातनं त	"गर्भपातनस्य लाङ्गल्याः पर्यायः अस्ति

**अन्य पर्यायः**

* अरिष्टक: गर्भधारणस्य अवरोधक औषधि
* टङ्कण: गर्भाशयस्य शल्यक्रिया द्वारा"	गर्भपातनः लाङ्गल्याः पर्यायः अस्ति	अरिष्टकस्य
186	मोचरसः निम्नेषु कस्य निर्यासः अस्ति?	शाल्मल्याः	शाल्मल्याः / श्ल्लक्याः / गुञ्जुलस्य / शिग्रोः	शाल्मल्याः	शाल्मल्याः	शाल्मल्याः	**गुञ्जुलस्य**	शाल्मल्याः	मोचरसः शाल्मल्याः निर्यासः अस्ति	मोचरसः शाल्मल्याः निर्यासः अस्ति	गुñजुलस्य	मोचरसः श्ल्लक्याः निर्यासः अस्ति	शाल्मल्याः
187	सुमेलयतु i. स्थूलवल्कलम्       1. सप्तपर्णम्  ii. बहुलवल्कलम्      2. भूर्जपत्रम्  iii. विशालत्वक्      3. कट्फलः  iv. सोमवल्कलम्        4. लोध्रम्	i-4, ii-2, iii-1, iv-3	i-1, ii-2, iii-3, iv-4 / i-2, ii-1, iii-3, iv-4 / i-4, ii-2, iii-1, iv-3	i-2, ii-1, iii-3, iv-4	उत्तरे सुमेलयतु i-4, ii-2, iii-1, iv-3	i-2, ii-1, iii-3, iv-4	"i-2, ii-1, iii-3, iv-4 

स्थूलवल्कस्य भूर्जपत्रम् उदाहरणम् अस्ति 
बहुलवल्कस्य सप्तपर्णम् उदाहरणम् अस्ति 
विशालत्वचः कट्"	"i-4, ii-2, iii-1, iv-3

यत्र:
i स्थूलवल्कलम् - 4 लोध्रम्
ii बहुलवल्कलम् -"	समान्यतया, उत्तमः मेलः अस्ति: i-1, ii-2, iii-3, iv-4 अतः उत्तरम् i-1, ii-2, iii-3, iv-4 इति अस्ति	i-1, ii-2, iii-3, iv-4	i-4, ii-2, iii-1, iv-3	i-2, ii-1, iii-3, iv-4	i-2, ii-1, iii-3, iv-4
188	सुमेलयतु - i. आमाम्रफलम्      1. वातहरम् श्लेष्मशुक्रवर्धनम् ii. शुष्कामाम्र फल    2. वातहरम् पित्तप्रकोपनम्  iii. पक्वाम्रफलम्       3. वातपित्तकृत्  iv. वृक्षपक्वाम्रफलम्  4. कफवातजित्	i-3, ii-4, iii-1, iv-2	i-3, ii-1, iii-4, iv-2 / i-1, ii-2, iii-3, iv-4 / i-1, ii-3, iii-4, iv-2 / i-3, ii-4, iii-1, iv-2	i-1, ii-2, iii-3, iv-4	"1 वातहरम्
2 वातहरम्
3 कफवातजित्
4 वातपित्तकृत्"	i-3, ii-1, iii-4, iv-2	"i-1, ii-3, iii-4, iv-2 

यतोऽपक्वं सर्वं वातलम्  पक्वन्तु विपरीतम्"	i-1, ii-3, iii-4, iv-2	"सङ्गतिः - i-1, ii-2, iii-3, iv-4 

आमाम्रफलम् सर्वदृष्ट्या वातहरं, श्लेष्मशुक्रवर्धनं च अस्ति  
शुष्कामाम्र फलम् वातहरं च"	i-1, ii-2, iii-3, iv-4	"i-3, ii-4, iii-1, iv-2 

अमाम्रफलम् - आमारस, रसाभावः - कफवातजित् 
शुष्कामाम्र फल - उष्णम् वातहरम्, पित्तप्रकोपन"	उत्तरम् - i-1, ii-2, iii-3, iv-4	i-1, ii-2, iii-3, iv-4
190	आम्रावर्तः कस्मात् भागात् भवति?	आम्ररसात्	आम्ररसात् / आम्रत्वचः / आम्रफलात् / आम्रपुष्पात्	आम्रपुष्पात्	आम्रफलात्	आम्रावर्तः आम्रफलात् भवति	**आम्रफलात्**  आम्रस्य फलस्य पचनात् आम्रावर्तः सिद्ध्यति	आम्रफलात्	आम्ररसात्	आम्रावर्तः आम्रफलात् भवति आम्रफलस्य अमर्दंसं अर्तः इति अर्थ	आम्ररसात्	आम्रावर्तः आम्रफलात् भवति	आम्रावर्तः आम्रफलात् भवति
192	अशुमतीफलं निम्नेषु कस्य पर्यायः अस्ति?	कदल्याः	कदल्याः / आम्रस्य / नारिकेलस्य / कालिन्दसस्य	कदल्याः	नारिकेलस्य	कदल्याः	**नारिकेलस्य**	कदल्याः	अशुमतीफलं आम्रस्य पर्यायः अस्ति	अशुमतीफलं नारिकेलस्य पर्यायः अस्ति नारिकेलम् अशुमतीफलं इत	अशुमतीफलम् कदल्याः पर्यायः अस्ति	कदल्याः	अशुमतीफलं निम्नेषु कस्य पर्यायः अस्ति? कदल्याः
193	सुमेलयतु - i. कण्टकारीफलम्           1. कदलीफलम्  ii. अंशुमतीफलम्       2. त्रपुसः  iii. अतिबृहत् फलम्    3. नारिकेलः iv. स्कन्धफलम्         4. कट्फलः	i-2, ii-1, iii-4, iv-3	i-2, ii-1, iii-4, iv-3 / i-1, ii-2, iii-3, iv-4 / i-1, ii-3, iii-4, iv-2 / i-3, ii-4, iii-2, iv-1	i-2, ii-1, iii-4, iv-3	सुमेलयतु: i-1, ii-2, iii-3, iv-4	i-1, ii-2, iii-3, iv-4	i-2, ii-1, iii-4, iv-3   यतोऽन्येषां नामानि तेषां फलानि च प्रसिद्धानि	"i-4, ii-2, iii-3, iv-1

कण्टकारीफलम् = कट्फलः
अंशुमतीफलम् = त्रपुसः
अतिबृहत्"	"सुमेलयन्तु: 

i-1: कण्टकारीफलम् - कदलीफलम्  
ii-3: अंशुमतीफलम् - नारिकेलः  
iii-4: अतिबृहत् फलम् - कट्फलः  
iv-2: स्कन्ध"	i-1, ii-2, iii-3, iv-4	"अशुद्धम्

यथा पाणिनीय व्याकरणस्य नियमानुसारम्:
1 कण्टकारीफलम् - कट्फलः 
2 अंशुमतीफलम् - कदलीफलम्
3 अतिबृहत् फलम् - नार"	i-1, ii-2, iii-3, iv-4	i-2, ii-1, iii-4, iv-3
194	दशाङ्गुलं निम्नेषु कस्य पर्यायः अस्ति?	खर्बूजस्य	कदलीफलस्य / पनसस्य / कालिन्दसस्य / खर्बूजस्य	कालिन्दसस्य	खर्बूजस्य	कदलीफलस्य	"**कालिन्दसस्य** 

कालिन्द्याः पुत्रः इति कालिन्दसः  कालिन्दी यमुनायाः अपरं नाम अस्ति  यमुनायाः दशाङ्गुलाः तरङ्गाः  भवन्ति  अतः"	दशाङ्गुलं कदलीफलस्य पर्यायः अस्ति	दशाङ्गुलं खर्बूजस्य पर्यायः अस्ति	कदलीफलस्य	"## दशाङ्गुलं

निम्नेषु पनसस्य पर्यायः अस्ति दशाङ्गुलं |"	दशाङ्गुलं निम्नेषु कदलीफलस्य पर्यायः अस्ति	दशाङ्गुलं कदलीफलस्य पर्यायः अस्ति
195	किं फलं शुष्कम् एव श्रेष्ठम् अस्ति?	सर्वेषाम्	द्राक्षायाः / बिल्वस्य / हरितक्याः / सर्वेषाम्	हरितक्याः	निर्णयार्थम् उपयोगानुसारेण निर्धारयितव्यम्	द्राक्षायाः	"**सर्वेषाम्**  

त्रिफलायाः संयोगः (बिल्वं, हरीतकी, आमलकी च) शुष्कफलानां मध्ये अत्यन्तं गुणकारी"	हरितक्याः	द्राक्षायाः	द्राक्षायाः फलं शुष्कम् एव श्रेष्ठम् अस्ति द्राक्षाफलं उष्णः	हरितक्याः	हरितक्याः	शुष्कं फलं श्रेष्ठम् अस्ति
196	पुष्पफलं तथा दधिफलं कस्य पर्यायौ स्तः?	कपित्थफलस्य; कपित्थस्य		वाताम्लकम्	कपित्थ	कपित्थस्य	**फलस्य**	"पुष्पफलं तथा दधिफलं बिल्वस्य पर्यायौ स्तः

बिल्वः (Aegle marmelos) आयुर्वेदे महत्"	"पुष्पफलस्य तथा दधिफलस्य पर्यायौ ""पौष्पिकं फलम्"" इति"	पुष्पफलं तथा दधिफलं द्राक्ष्यः पर्यायौ स्तः द्राक्ष्यं वा द	तथा	पुष्पफलं तथा दधिफलं द्राक्षायाः पर्यायौ स्तः	"पुष्पफलं = पुष्पम् + फलम्
दधिफलं = दधि + फलम्
अतः पर्यायौ = पुष्पफलं = दधिफलं"
201	द्राक्षायाः आकारः कः अस्ति?	गोस्तनसमः	गोमुखसमः / गोस्तनसमः / गोखुरसदृशः  / गवां वर्णेन समानम्	गोमुखसमः	गोस्तनसमः	गोस्तनसमः	**गोस्तनसमः**  द्राक्षायाः आकारः गोस्तनं इव भवति	गोस्तनसमः	द्राक्षायाः आकारः गोमुखसमः अस्ति	द्राक्षायाः आकारः गोमुखसमः अस्ति गोमुखसमः अर्थात् गोहत्य	द्राक्षायाः आकारः गोमुखसमः अस्ति	गोमुखसमः	गोमुखसमः
202	खर्जूरः अधस्तनेषु कस्य पर्यायः अस्ति?	सर्वेषाम्	स्वल्पखर्जूरस्य / पिण्डखर्जूरस्य / स्रोतःखर्जूरस्य / सर्वेषाम्	स्वल्पखर्जूरस्य	सर्वेषाम्	स्वल्पखर्जूरस्य	सर्वेषाम्	पिण्डखर्जूरस्य	स्वल्पखर्जूरस्य	खर्जूरः अधस्तने स्थितः पिण्डखर्जूरस्य पर्यायः अस्ति	स्रोतःखर्जूरस्य	स्वल्पखर्जूरस्य	स्वल्पखर्जूरस्य पर्यायः स्वादु अस्ति
203	सुलेमानी कस्य पर्यायः अस्ति?	पिण्डखर्जूरस्य		सौम्यविरम्	सुलेमानी कस्य पर्यायः अस्ति? सुलेमानी शाल-पर्णी अस्ति	सुलेमानी कस्य पर्यायः अस्ति? सुलेमानी कस्य पर्यायः अस्ति?	हरितालम्	सुलेमानी इति शब्दः अत्रिफलायाः पर्यायः अस्ति अत्रिफला अथवा हरड़ एकं महत्त्वपूर	"सुलेमानीस्य पर्यायः ""सुलैमान"" अस्ति"	"सुलेमानी शब्दस्य पर्यायः ""राजानः"" अस्ति"	चाह	सुलेमानी कस्य पर्यायः अस्ति? निम्बूकम्	सुलेमानी = सुलेमान
204	नेत्रोपमफलं कस्य पर्यायः अस्ति?	वातदस्य; वातादः		नेत्रोपमफलं आमलकस्य पर्यायः अस्ति	नेत्रोपमफलस्य पर्यायः अस्ति	नेत्रोपमफलस्य पर्यायः नागफलम् अस्ति	आमलकम्  नेत्ररोगे हितकरत्वात्	नेत्रोपमफलम् आमलकस्य पर्यायः अस्ति आमलकं संस्कृते धात्री, आमलकी, श्रीफला इत्याद	"नेत्रोपमफलं मध्यदेशीयं फलम् अस्ति यः ""आम्रफलम्"" इति अपि ज्ञातम्"	नेत्रोपमफलं चक्षुः पर्यायः अस्ति नेत्राणि चक्षुषः पर्यायः अस	आमलकम्	नेत्रोपमफलस्य पर्यायः आम्रफलम् अस्ति	नेत्रोपमफलं = नेत्रोपमफलं = नेत्रोपमफलं = नेत्रोपमफलं = नेत्रोपमफलं = नेत्रोपमफलं = नेत्रोपमफलं = न
