ID	QUESTION	ANSWER	CHOICES	context_0	gpt-4o
909	शूरसेनजनपदं कः संस्थापितवान्?	शत्रुघ्नः		दिष्ट्या ते विजयो वत्स दिष्ट्य लवणराक्षसः हतः पुरुषशार्दूलवरं वरय राघव ७,०६२।००२ वरदाः स्म महाबाहो सर्व एव समागताः विजयाकाङ्क्षिणस्तुभ्यममोघं दर्शनं हि नः ७,०६२।००३ देवानां भाषितं श्रुत्वा शूरो मूर्ध्नि कृताञ्जलिः प्रत्युवाच महाबाहुः शत्रुघ्नः प्रयतात्मवान् ७,०६२।००४ इमां मधुपुरीं रम्यां मधुरां देव निर्मिताम् निवेशं प्रप्नुयां शीघ्रमेष मेऽस्तु वरो मतः ७,०६२।००५ तं देवाः प्रीतमनसो बाढमित्येव राघवम् भविष्यति पुरी रम्या शूरसेना न संशयः ७,०६२।००६ ते तथोक्त्वा महात्मानो दिवमारुरुहुस्तदा शत्रुघ्नोऽपि महातेजास्तां सेनां समुपानयत् ७,०६२।००७ सा सेन शीघ्रमागच्छच्छ्रुत्वा शत्रुघ्नशासनम् निवेशनं च शत्रुघ्नः शासनेन समारभत् ७,०६२।००८ सा पुरी दिव्यसंकाशा वर्षे द्वादशमे शुभा निविष्टा शूरसेनानां विषयश्चाकुतोभयः ७,०६२।००९ क्षेत्राणि सस्य युक्तानि काले वर्षति वासवः अरोगा वीरपुरुषा शत्रुघ्नभुजपालिता ७,०६२।०१० अर्धचन्द्रप्रतीकाशा यमुनातीरशोभिता शोभिता गृहमुख्यैश्च शोभिता चत्वरापणैः ७,०६२।०११ यच्च तेन महच्छून्यं लवणेन कृतं पुरा शोभयामास तद्वीरो नानापण्यसमृद्धिभिः ७,०६२।०१२	शत्रुघ्नः
910	गङ्गायाः पारं गत्वा सीता केवटाय भाटकरूपेण किं दातुम् इष्टवती यत् केवटः स्वीकर्तुं प्रत्याख्यातवान्?	मुद्रिका; अङ्गुलीयकम्		तथा संभाषमाणा सा सीता गङ्गामनिन्दिता दक्षिणा दक्षिणं तीरं क्षिप्रमेवाभ्युपागमत् २,०४६।०७४ तीरं तु समनुप्राप्य नावं हित्वा नरर्षभः प्रातिष्ठत सह भ्रात्रा वैदेह्या च परंतपः २,०४६।०७५ अथाब्रवीन्महाबाहुः सुमित्रानन्दवर्धनम् अग्रतो गच्छ सौमित्रे सीता त्वामनुगच्छतु २,०४६।०७६ पृष्ठतोऽहं गमिष्यामि त्वां च सीतां च पालयन् अद्य दुःखं तु वैदेही वनवासस्य वेत्स्यति २,०४६।०७७ गतं तु गङ्गापरपारमाशु रामं सुमन्त्रः प्रततं निरीक्ष्य अध्वप्रकर्षाद्विनिवृत्तदृष्टिर्मुमोच बाष्पं व्यथितस्तपस्वी २,०४६।०७८ तौ तत्र हत्वा चतुरो महामृगान्वराहमृश्यं पृषतं महारुरुम् आदाय मेध्यं त्वरितं बुभुक्षितौ वासाय काले ययतुर्वनस्पतिम् २,०४६।०७९ स तं वृक्षं समासाद्य संध्यामन्वास्य पश्चिमाम् रामो रमयतां श्रेष्ठ इति होवाच लक्ष्मणम् २,०४७।००१ अद्येयं प्रथमा रात्रिर्याता जनपदाद्बहिः या सुमन्त्रेण रहिता तां नोत्कण्ठितुमर्हसि २,०४७।००२ जागर्तव्यमतन्द्रिभ्यामद्य प्रभृति रात्रिषु योगक्षेमो हि सीताया वर्तते लक्ष्मणावयोः २,०४७।००३ रात्रिं कथं चिदेवेमां सौमित्रे वर्तयामहे उपावर्तामहे भूमावास्तीर्य स्वयमार्जितैः २,०४७।००४	अङ्गुलीयकम्
911	बरवै रामायणस्य' रचनां कः अकरोत् ?	तुलसीदासः		यच्च तिर्यग्गतं किं चिद्राममेवानुचिन्तयत् प्राणांस्त्यक्ष्यति भक्त्या वै संताने तु निवत्स्यति सर्वैरेव गुणैर्युक्ते ब्रह्मलोकादनन्तरे ७,१००।०१७ वानराश्च स्वकां योनिमृक्षाश्चैव तथा ययुः ७,१००।०१८ येभ्यो विनिःसृता ये ये सुरादिभ्यः सुसंभवाः ऋषिभ्यो नागयक्षेभ्यस्तांस्तानेव प्रपेदिरे ७,१००।०१९ तथोक्तवति देवेशे गोप्रतारमुपागताः भेजिरे सरयूं सर्वे हर्षपूर्णाश्रुविक्लवाः ७,१००।०२० अवगाह्य जलं यो यः प्राणी ह्यासीत्प्रहृष्टवत् मानुषं देहमुत्सृज्य विमानं सोऽध्यरोहत ७,१००।०२१ तिर्यग्योनिगताश्चापि संप्राप्ताः सरयूजलम् दिव्या दिव्येन वपुषा देवा दीप्ता इवाभवन् ७,१००।०२२ गत्वा तु सरयूतोयं स्थावराणि चराणि च प्राप्य तत्तोयविक्लेदं देवलोकमुपागमन् ७,१००।०२३ देवानां यस्य या योनिर्वानरा ऋष्कराक्षसाः तामेव विविशुः सर्वे देहान्निक्षिप्य चाम्भसि ७,१००।०२४ तथा स्वर्गगतं सर्वं कृत्वा लोकगुरुर्दिवम् जगाम त्रिदशैः सार्धं हृष्टैर्हृष्टो महामतिः ७,१००।०२५ एतावदेव आख्यानं सोत्तरं ब्रह्मपूजितम् रामायणमिति ख्यातं मुख्यं वाल्मीकिना कृतम् ७,१००।०२६	वाल्मीकि
912	हहा हूहू च कौ आस्ताम्?	गन्धर्वौ		यच्च तिर्यग्गतं किं चिद्राममेवानुचिन्तयत् प्राणांस्त्यक्ष्यति भक्त्या वै संताने तु निवत्स्यति सर्वैरेव गुणैर्युक्ते ब्रह्मलोकादनन्तरे ७,१००।०१७ वानराश्च स्वकां योनिमृक्षाश्चैव तथा ययुः ७,१००।०१८ येभ्यो विनिःसृता ये ये सुरादिभ्यः सुसंभवाः ऋषिभ्यो नागयक्षेभ्यस्तांस्तानेव प्रपेदिरे ७,१००।०१९ तथोक्तवति देवेशे गोप्रतारमुपागताः भेजिरे सरयूं सर्वे हर्षपूर्णाश्रुविक्लवाः ७,१००।०२० अवगाह्य जलं यो यः प्राणी ह्यासीत्प्रहृष्टवत् मानुषं देहमुत्सृज्य विमानं सोऽध्यरोहत ७,१००।०२१ तिर्यग्योनिगताश्चापि संप्राप्ताः सरयूजलम् दिव्या दिव्येन वपुषा देवा दीप्ता इवाभवन् ७,१००।०२२ गत्वा तु सरयूतोयं स्थावराणि चराणि च प्राप्य तत्तोयविक्लेदं देवलोकमुपागमन् ७,१००।०२३ देवानां यस्य या योनिर्वानरा ऋष्कराक्षसाः तामेव विविशुः सर्वे देहान्निक्षिप्य चाम्भसि ७,१००।०२४ तथा स्वर्गगतं सर्वं कृत्वा लोकगुरुर्दिवम् जगाम त्रिदशैः सार्धं हृष्टैर्हृष्टो महामतिः ७,१००।०२५ एतावदेव आख्यानं सोत्तरं ब्रह्मपूजितम् रामायणमिति ख्यातं मुख्यं वाल्मीकिना कृतम् ७,१००।०२६	गन्धर्वौ
913	अनलः, अनिलः, हरः, सम्पातिः च एते कस्य मन्त्रिणः आसन्?	विभीषणः		सुमाली जनयामास यदपत्यं निशाचरः केतुमत्यां महाराज तन्निबोधानुपूर्वशः ७,००५।०३४ प्रहस्तोऽकम्पनैश्चैव विकटः कालकार्मुकः धूम्राक्शश्चाथ दण्डश्च सुपार्श्वश्च महाबलः ७,००५।०३५ संह्रादिः प्रघसश्चैव भासकर्णश्च राक्षसः राका पुष्पोत्कटा चैव कैकसी च शुचिस्मिता कुम्भीनसी च इत्येते सुमालेः प्रसवाः स्मृताः ७,००५।०३६ मालेस्तु वसुदा नाम गन्धर्वी रूपशालिनी भार्यासीत्पद्मपत्राक्षी स्वक्षी यक्षीवरोपमा ७,००५।०३७ सुमालेरनुजस्तस्यां जनयामास यत्प्रभो अपत्यं कथ्यमानं तन्मया त्वं शृणु राघव ७,००५।०३८ अनलश्चानिलश्चैव हरः संपातिरेव च एते विभीषणामात्या मालेयास्ते निशाचराः ७,००५।०३९ ततस्तु ते राक्षसपुंगवास्त्रयो निशाचरैः पुत्रशतैश्च संवृताः सुरान्सहेन्द्रानृषिनागदानवान्बबाधिरे ते बलवीर्यदर्पिताः ७,००५।०४० जगद्भ्रमन्तोऽनिलवद्दुरासदा रणे च मृत्युप्रतिमाः समाहिताः वरप्रदानादभिगर्विता भृशं क्रतुक्रियाणां प्रशमंकराः सदा ७,००५।०४१ तैर्वध्यमाना देवाश्च ऋषयश्च तपोधनाः भयार्ताः शरणं जग्मुर्देवदेवं महेश्वरम् ७,००६।००१ ते समेत्य तु कामारिं त्रिपुरारिं त्रिलोचनम् ऊचुः प्राञ्जलयो देवा भयगद्गदभाषिणः ७,००६।००२	विभीषणस्य
914	सर्वतापनः कस्य नाम अस्ति?	सूर्यस्य		अस्माकमपि दारेषु सहनीयं भविष्यति यथा हि कुरुते राजा प्रजा तमनुवर्तते ७,०४२।०१९ एवं बहुविधा वाचो वदन्ति पुरवासिनः नगरेषु च सर्वेषु राजञ्जनपदेषु च ७,०४२।०२० तस्यैतद्भाषितं श्रुत्वा राघवः परमार्तवत् उवाच सर्वान्सुहृदः कथमेतन्निवेद्यताम् ७,०४२।०२१ सर्वे तु शिरसा भूमावभिवाद्य प्रणम्य च प्रत्यूचू राघवं दीनमेवमेतन्न संशयः ७,०४२।०२२ श्रुत्वा तु वाक्यं काकुत्स्थः सर्वेषां समुदीरितम् विसर्जयामास तदा सर्वांस्ताञ्शत्रुतापनः ७,०४२।०२३ विसृज्य तु सुहृद्वर्गं बुद्ध्या निश्चित्य राघवः समीपे द्वाःस्थमासीनमिदं वचनमब्रवीत् ७,०४३।००१ शीघ्रमानय सौमित्रिं लक्ष्मणं शुभलक्षणम् भरतं च महाबाहुं शत्रुघ्नं चापराजितम् ७,०४३।००२ रामस्य भाषितं श्रुत्वा द्वाःस्थो मूर्ध्नि कृताञ्जलिः लक्ष्मणस्य गृहं गत्वा प्रविवेशानिवारितः ७,०४३।००३ उवाच च तदा वाक्यं वर्धयित्वा कृताञ्जलिः द्रष्टुमिच्छति राजा त्वां गम्यतां तत्र मा चिरम् ७,०४३।००४ बाढमित्येव सौमित्रिः श्रुत्वा राघवशासनम् प्राद्रवद्रथमारुह्य राघवस्य निवेशनम् ७,०४३।००५	राघवः
915	हनुमन्तं समुद्रस्य लङ्घनाय कः प्रेरितवान्?	जाम्बवान्		उक्तवाक्यं हनूमन्तमङ्गदस्तु तदाब्रवीत् सर्वेषां हरिवीराणां मध्ये वाचमनुत्तमाम् ५,०५५।०३२ सत्त्वे वीर्ये न ते कश्चित्समो वानरविद्यते यदवप्लुत्य विस्तीर्णं सागरं पुनरागतः ५,०५५।०३३ दिष्ट्या दृष्टा त्वया देवी रामपत्नी यशस्विनी दिष्ट्या त्यक्ष्यति काकुत्स्थः शोकं सीता वियोगजम् ५,०५५।०३४ ततोऽङ्गदं हनूमन्तं जाम्बवन्तं च वानराः परिवार्य प्रमुदिता भेजिरे विपुलाः शिलाः ५,०५५।०३५ श्रोतुकामाः समुद्रस्य लङ्घनं वानरोत्तमाः दर्शनं चापि लङ्कायाः सीताया रावणस्य च तस्थुः प्राञ्जलयः सर्वे हनूमद्वदनोन्मुखाः ५,०५५।०३६ तस्थौ तत्राङ्गदः श्रीमान्वानरैर्बहुभिर्वृतः उपास्यमानो विबुधैर्दिवि देवपतिर्यथा ५,०५५।०३७ हनूमता कीर्तिमता यशस्विना तथाङ्गदेनाङ्गदबद्धबाहुना मुदा तदाध्यासितमुन्नतं महन्महीधराग्रं ज्वलितं श्रियाभवत् ५,०५५।०३८ ततस्तस्य गिरेः शृङ्गे महेन्द्रस्य महाबलाः हनुमत्प्रमुखाः प्रीतिं हरयो जग्मुरुत्तमाम् ५,०५६।००१ तं ततः प्रतिसंहृष्टः प्रीतिमन्तं महाकपिम् जाम्बवान्कार्यवृत्तान्तमपृच्छदनिलात्मजम् ५,०५६।००२	अङ्गदः
916	लंकाक्रमणाय समुद्रे सेतुं बन्धयितुं वानरैः शिलासु कः शब्दः लिखितः?	रामः		दशयोजनविस्तीर्णं शतयोजनमायतम् नलश्चक्रे महासेतुं मध्ये नदनदीपतेः ६,०१५।०२० शिलानां क्षिप्यमाणानां शैलानां तत्र पात्यताम् बभूव तुमुलः शब्दस्तदा तस्मिन्महोदधौ ६,०१५।०२१ स नलेन कृतः सेतुः सागरे मकरालये शुशुभे सुभगः श्रीमान्स्वातीपथ इवाम्बरे ६,०१५।०२२ ततो देवाः सगन्धर्वाः सिद्धाश्च परमर्षयः ६,०१५।०२३ आप्लवन्तः प्लवन्तश्च गर्जन्तश्च प्लवंगमाः तमचिन्त्यमसह्यं च अद्भुतं लोमहर्षणम् ददृशुः सर्वभूतानि सागरे सेतुबन्धनम् ६,०१५।०२४ तानि कोटिसहस्राणि वानराणां महौजसाम् बध्नन्तः सागरे सेतुं जग्मुः पारं महोदधेः ६,०१५।०२५ विशालः सुकृतः श्रीमान्सुभूमिः सुसमाहितः अशोभत महासेतुः सीमन्त इव सागरे ६,०१५।०२६ ततः परे समुद्रस्य गदापाणिर्विभीषणः परेषामभिघतार्थमतिष्ठत्सचिवैः सह ६,०१५।०२७ अग्रतस्तस्य सैन्यस्य श्रीमान्रामः सलक्ष्मणः जगाम धन्वी धर्मात्मा सुग्रीवेण समन्वितः ६,०१५।०२८ अन्ये मध्येन गच्छन्ति पार्श्वतोऽन्ये प्लवंगमाः सलिले प्रपतन्त्यन्ये मार्गमन्ये न लेभिरे के चिद्वैहायस गताः सुपर्णा इव पुप्लुवुः ६,०१५।०२९ घोषेण महता घोषं सागरस्य समुच्छ्रितम् भीममन्तर्दधे भीमा तरन्ती हरिवाहिनी ६,०१५।०३०	तुमुलः
917	अशोकवाटिकायां हनुमान् किंकरनामकान् यान् राक्षसान् हतवान्, तान् कः प्रेषितवान्?	रावणः		अशोकवनिका मध्ये राजन्भीमवपुः कपिः सीतया कृतसंवादस्तिष्ठत्यमितविक्रमः ५,०४०।०१३ न च तं जानकी सीता हरिं हरिणलोचणा अस्माभिर्बहुधा पृष्टा निवेदयितुमिच्छति ५,०४०।०१४ वासवस्य भवेद्दूतो दूतो वैश्रवणस्य वा प्रेषितो वापि रामेण सीतान्वेषणकाङ्क्षया ५,०४०।०१५ तेन त्वद्भूतरूपेण यत्तत्तव मनोहरम् नानामृगगणाकीर्णं प्रमृष्टं प्रमदावनम् ५,०४०।०१६ न तत्र कश्चिदुद्देशो यस्तेन न विनाशितः यत्र सा जानकी सीता स तेन न विनाशितः ५,०४०।०१७ जानकीरक्षणार्थं वा श्रमाद्वा नोपलभ्यते अथ वा कः श्रमस्तस्य सैव तेनाभिरक्षिता ५,०४०।०१८ चारुपल्लवपत्राढ्यं यं सीता स्वयमास्थिता प्रवृद्धः शिंशपावृक्षः स च तेनाभिरक्षितः ५,०४०।०१९ तस्योग्ररूपस्योग्रं त्वं दण्डमाज्ञातुमर्हसि सीता संभाषिता येन तद्वनं च विनाशितम् ५,०४०।०२० मनःपरिगृहीतां तां तव रक्षोगणेश्वर कः सीतामभिभाषेत यो न स्यात्त्यक्तजीवितः ५,०४०।०२१ राक्षसीनां वचः श्रुत्वा रावणो राक्षसेश्वरः हुतागिरिव जज्वाल कोपसंवर्तितेक्षणः ५,०४०।०२२ आत्मनः सदृशाञ्शूरान्किंकरान्नाम राक्षसान् व्यादिदेश महातेजा निग्रहार्थं हनूमतः ५,०४०।०२३	रावणः
918	कृष्णमुखवानराणां यूथपतिः कः आसीत्?	गवाक्षः		नीलाञ्जनचयाकारो नीलो नामाथ यूथपः अदृश्यत महाकायः कोटिभिर्दशभिर्वृतः ४,०३८।०२१ दरीमुखश्च बलवान्यूथपोऽभ्याययौ तदा वृतः कोटिसहस्रेण सुग्रीवं समुपस्थितः ४,०३८।०२२ मैन्दश्च द्विविदश्चोभावश्विपुत्रौ महावलौ कोटिकोटिसहस्रेण वानराणामदृश्यताम् ४,०३८।०२३ ततः कोटिसहस्राणां सहस्रेण शतेन च पृष्ठतोऽनुगतः प्राप्तो हरिभिर्गन्धमादनः ४,०३८।०२४ ततः पद्मसहस्रेण वृतः शङ्कुशतेन च युवराजोऽङ्गदः प्राप्तः पितृतुल्यपराक्रमः ४,०३८।०२५ ततस्ताराद्युतिस्तारो हरिर्भीमपराक्रमः पञ्चभिर्हरिकोटीभिर्दूरतः प्रत्यदृश्यत ४,०३८।०२६ इन्द्रजानुः कपिर्वीरो यूथपः प्रत्यदृश्यत एकादशानां कोटीनामीश्वरस्तैश्च संवृतः ४,०३८।०२७ ततो रम्भस्त्वनुप्राप्तस्तरुणादित्यसंनिभः अयुतेन वृतश्चैव सहस्रेण शतेन च ४,०३८।०२८ ततो यूथपतिर्वीरो दुर्मुखो नाम वानरः प्रत्यदृश्यत कोटिभ्यां द्वाभ्यां परिवृतो बली ४,०३८।०२९ कैलासशिखराकारैर्वानरैर्भीमविक्रमैः वृतः कोटिसहस्रेण हनुमान्प्रत्यदृश्यत ४,०३८।०३० नलश्चापि महावीर्यः संवृतो द्रुमवासिभिः कोटीशतेन संप्राप्तः सहस्रेण शतेन च ४,०३८।०३१	दरीमुखः
919	वानराणाम् उत्पत्तिः केभ्यः अभवत्?	देवताभ्यः गन्धर्वेभ्यश्च; देवेभ्यः		सहसंवृद्धभावाच्च संसर्गेण च मानद यद्यहं ते न विज्ञाता हता तेनास्मि शाश्वतम् ६,१०४।०१० प्रेषितस्ते यदा वीरो हनूमानवलोककः लङ्कास्थाहं त्वया वीर किं तदा न विसर्जिता ६,१०४।०११ प्रत्यक्षं वानरेन्द्रस्य त्वद्वाक्यसमनन्तरम् त्वया संत्यक्तया वीर त्यक्तं स्याज्जीवितं मया ६,१०४।०१२ न वृथा ते श्रमोऽयं स्यात्संशये न्यस्य जीवितम् सुहृज्जनपरिक्लेशो न चायं निष्फलस्तव ६,१०४।०१३ त्वया तु नरशार्दूल क्रोधमेवानुवर्तता लघुनेव मनुष्येण स्त्रीत्वमेव पुरस्कृतम् ६,१०४।०१४ अपदेशेन जनकान्नोत्पत्तिर्वसुधातलात् मम वृत्तं च वृत्तज्ञ बहु ते न पुरस्कृतम् ६,१०४।०१५ न प्रमाणीकृतः पाणिर्बाल्ये बालेन पीडितः मम भक्तिश्च शीलं च सर्वं ते पृष्ठतः कृतम् ६,१०४।०१६ एवं ब्रुवाणा रुदती बाष्पगद्गदभाषिणी अब्रवील्लक्ष्मणं सीता दीनं ध्यानपरं स्थितम् ६,१०४।०१७ चितां मे कुरु सौमित्रे व्यसनस्यास्य भेषजम् मिथ्यापवादोपहता नाहं जीवितुमुत्सहे ६,१०४।०१८ अप्रीतस्य गुणैर्भर्तुस्त्यक्तया जनसंसदि या क्षमा मे गतिर्गन्तुं प्रवेक्ष्ये हव्यवाहनम् ६,१०४।०१९ एवमुक्तस्तु वैदेह्या लक्ष्मणः परवीरहा अमर्षवशमापन्नो राघवाननमैक्षत ६,१०४।०२०	देवः
920	राज्ञः दशरथस्य पुत्र्याः विवाहः केन अभवत्?	ऋष्यशृङ्गेण		अग्निं प्रदक्षिणं कृत्वा वेदिं राजानमेव च ऋषींश्चैव महात्मानः सह भार्या रघूत्तमाः यथोक्तेन तथा चक्रुर्विवाहं विधिपूर्वकम् १,०७२।०२३ पुष्पवृष्टिर्महत्यासीदन्तरिक्षात्सुभास्वरा दिव्यदुन्दुभिनिर्घोषैर्गीतवादित्रनिस्वनैः १,०७२।०२४ ननृतुश्चाप्सरःसंघा गन्धर्वाश्च जगुः कलम् विवाहे रघुमुख्यानां तदद्भुतमिवाभवत् १,०७२।०२५ ईदृशे वर्तमाने तु तूर्योद्घुष्टनिनादिते त्रिरग्निं ते परिक्रम्य ऊहुर्भार्या महौजसः १,०७२।०२६ अथोपकार्यां जग्मुस्ते सदारा रघुनन्दनः राजाप्यनुययौ पश्यन्सर्षिसंघः सबान्धवः १,०७२।०२७ अथ रात्र्यां व्यतीतायां विश्वामित्रो महामुनिः आपृच्छ्य तौ च राजानौ जगामोत्तरपर्वतम् १,०७३।००१ विश्वामित्रो गते राजा वैदेहं मिथिलाधिपम् आपृच्छ्याथ जगामाशु राजा दशरथः पुरीम् १,०७३।००२ अथ राजा विदेहानां ददौ कन्याधनं बहु गवां शतसहस्राणि बहूनि मिथिलेश्वरः १,०७३।००३ कम्बलानां च मुख्यानां क्षौमकोट्यम्बराणि च हस्त्यश्वरथपादातं दिव्यरूपं स्वलंकृतम् १,०७३।००४ ददौ कन्या पिता तासां दासीदासमनुत्तमम् हिरण्यस्य सुवर्णस्य मुक्तानां विद्रुमस्य च १,०७३।००५	विश्वामित्रेण
921	सीता-हरणकाले प्रकृतायाः सीतायाः स्थाने मायया निर्गतायाः सीतायाः सृष्टिः केन कृता आसीत्?	अग्निना		सा तयोः कुशलं देवी निशम्य नरसिंहयोः प्रीतिसंहृष्टसर्वाङ्गी हनूमान्तमथाब्रवीत् ५,०३२।००५ कल्याणी बत गथेयं लौकिकी प्रतिभाति मे एहि जीवन्तमानदो नरं वर्षशतादपि ५,०३२।००६ तयोः समागमे तस्मिन्प्रीतिरुत्पादिताद्भुता परस्परेण चालापं विश्वस्तौ तौ प्रचक्रतुः ५,०३२।००७ तस्यास्तद्वचनं श्रुत्वा हनूमान्हरियूथपः सीतायाः शोकदीनायाः समीपमुपचक्रमे ५,०३२।००८ यथा यथा समीपं स हनूमानुपसर्पति तथा तथा रावणं सा तं सीता परिशङ्कते ५,०३२।००९ अहो धिग्धिक्कृतमिदं कथितं हि यदस्य मे रूपान्तरमुपागम्य स एवायं हि रावणः ५,०३२।०१० तामशोकस्य शाखां सा विमुक्त्वा शोककर्शिता तस्यामेवानवद्याङ्गी धरण्यां समुपाविशत् ५,०३२।०११ अवन्दत महाबाहुस्ततस्तां जनकात्मजाम् सा चैनं भयवित्रस्ता भूयो नैवाभ्युदैक्षत ५,०३२।०१२ तं दृष्ट्वा वन्दमानं तु सीता शशिनिभानना अब्रवीद्दीर्घमुच्छ्वस्य वानरं मधुरस्वरा ५,०३२।०१३ मायां प्रविष्टो मायावी यदि त्वं रावणः स्वयम् उत्पादयसि मे भूयः संतापं तन्न शोभनम् ५,०३२।०१४ स्वं परित्यज्य रूपं यः परिव्राजकरूपधृत् जनस्थाने मया दृष्टस्त्वं स एवासि रावणः ५,०३२।०१५	इन्द्रजालेन
922	शुकसारणौ च लङ्कायां कस्मिन् पदे आसाताम् ?	अमात्यपदे		मन्त्रिणो ये च रामस्य सुग्रीवस्य च संमताः ये पूर्वमभिवर्तन्ते ये च शूराः प्लवंगमाः ६,०१६।००५ स च सेतुर्यथा बद्धः सागरे सलिलार्णवे निवेशश्च यथा तेषां वानराणां महात्मनाम् ६,०१६।००६ रामस्य व्यवसायं च वीर्यं प्रहरणानि च लक्ष्मणस्य च वीरस्य तत्त्वतो ज्ञातुमर्हथ ६,०१६।००७ कश्च सेनापतिस्तेषां वानराणां महौजसाम् एतज्ज्ञात्वा यथातत्त्वं शीघ्रमगन्तुमर्हथः ६,०१६।००८ इति प्रतिसमादिष्टौ राक्षसौ शुकसारणौ हरिरूपधरौ वीरौ प्रविष्टौ वानरं बलम् ६,०१६।००९ ततस्तद्वानरं सैन्यमचिन्त्यं लोमहर्षणम् संख्यातुं नाध्यगच्छेतां तदा तौ शुकसारणौ ६,०१६।०१० तत्स्थितं पर्वताग्रेषु निर्दरेषु गुहासु च समुद्रस्य च तीरेषु वनेषूपवनेषु च ६,०१६।०११ तरमाणं च तीर्णं च तर्तुकामं च सर्वशः निविष्टं निविशच्चैव भीमनादं महाबलम् ६,०१६।०१२ तौ ददर्श महातेजाः प्रच्छन्नौ च विभीषणः आचचक्षेऽथ रामाय गृहीत्वा शुकसारणौ लङ्कायाः समनुप्राप्तौ चारौ परपुरंजयौ ६,०१६।०१३ तौ दृष्ट्वा व्यथितौ रामं निराशौ जीविते तदा कृताञ्जलिपुटौ भीतौ वचनं चेदमूचतुः ६,०१६।०१४ आवामिहागतौ सौम्य रावणप्रहितावुभौ परिज्ञातुं बलं कृत्स्नं तवेदं रघुनन्दन ६,०१६।०१५	चारौ
923	महोदरः राक्षसः रावणस्य कः आसीत् ?	भ्राता		महीतलगतास्ते तु रावणं दृश्य पुष्पके आकाशमाशु विविशुः स्यन्दनैः शीघ्रगामिभिः ७,०२३।०२८ महदासीत्ततस्तेषां तुल्यं स्थानमवाप्य तत् आकाशयुद्धं तुमुलं देवदानवयोरिव ७,०२३।०२९ ततस्ते रावणं युद्धे शरैः पावकसंनिभैः विमुखीकृत्य संहृष्टा विनेदुर्विविधान्रवान् ७,०२३।०३० ततो महोदरः क्रुद्धो राजानं दृश्य धर्षितम् त्यक्त्वा मृत्युभयं वीरो युद्धकाङ्क्षी व्यलोकयत् ७,०२३।०३१ तेन तेषां हया ये च कामगाः पवनोपमाः महोदरेण गदया हतास्ते प्रययुः क्षितिम् ७,०२३।०३२ तेषां वरुणसूनूनां हत्वा योधान्हयांश्च तान् मुमोचाशु महानादं विरथान्प्रेक्ष्य तान्स्थितान् ७,०२३।०३३ ते तु तेषां रथाः साश्वाः सह सारथिभिर्वरैः महोदरेण निहताः पतिताः पृथिवीतले ७,०२३।०३४ ते तु त्यक्त्वा रथान्पुत्रा वरुणस्य महात्मनः आकाशे विष्ठिताः शूराः स्वप्रभावान्न विव्यथुः ७,०२३।०३५ धनूंषि कृत्वा सज्यानि विनिर्भिद्य महोदरम् रावणं समरे क्रुद्धाः सहिताः समभिद्रवन् ७,०२३।०३६ ततः क्रुद्धो दशग्रीवः कालाग्निरिव विष्ठितः शरवर्षं महावेगं तेषां मर्मस्वपातयत् ७,०२३।०३७	महोदरः राक्षसः रावणस्य सेनापतिः आसीत्
924	यदा सूर्यं ग्रहीतुं हनुमान् अप्लवत तदा कः ग्रहः सूर्ये ग्रहणं सम्पादयितुम् इच्छति स्म ?	राहुः		श्वेताभ्रघनराजीव वायुपुत्रानुगामिनी तस्य सा शुशुभे छाया वितता लवणाम्भसि ५,००१।०७० प्लवमानं तु तं दृष्ट्वा प्लवगं त्वरितं तदा ववृषुः पुष्पवर्षाणि देवगन्धर्वदानवाः ५,००१।०७१ तताप न हि तं सूर्यः प्लवन्तं वानरेश्वरम् सिषेवे च तदा वायू रामकार्यार्थसिद्धये ५,००१।०७२ ऋषयस्तुष्टुवुश्चैनं प्लवमानं विहायसा जगुश्च देवगन्धर्वाः प्रशंसन्तो महौजसं ५,००१।०७३ नागाश्च तुष्टुवुर्यक्षा रक्षांसि विबुधाः खगाः प्रेक्ष्याकाशे कपिवरं सहसा विगतक्लमम् ५,००१।०७४ तस्मिन्प्लवगशार्दूले प्लवमाने हनूमति इक्ष्वाकुकुलमानार्थी चिन्तयामास सागरः ५,००१।०७५ साहाय्यं वानरेन्द्रस्य यदि नाहं हनूमतः करिष्यामि भविष्यामि सर्ववाच्यो विवक्षताम् ५,००१।०७६ अहमिक्ष्वाकुनाथेन सगरेण विवर्धितः इक्ष्वाकुसचिवश्चायं नावसीदितुमर्हति ५,००१।०७७ तथा मया विधातव्यं विश्रमेत यथा कपिः शेषं च मयि विश्रान्तः सुखेनातिपतिष्यति ५,००१।०७८ इति कृत्वा मतिं साध्वीं समुद्रश्छन्नमम्भसि हिरण्यनाभं मैनाकमुवाच गिरिसत्तमम् ५,००१।०७९ त्वमिहासुरसंघानां पातालतलवासिनाम् देवराज्ञा गिरिश्रेष्ठ परिघः संनिवेशितः ५,००१।०८०	राहुः
